,KICH,BLCA,READ,SKCM,PAAD,LGG,LUSC,LUAD,ESCA,OV,THCA,KIRC,SARC,UCEC,STAD,HNSC,UCS,CESC,CHOL,DLBC,LAML,KIRP,COAD,PCPG,THYM,GBM,UVM,MESO,ACC,LIHC,BRCA
ENSG00000241343.9,923.9037007841548,1942.9727639576954,3265.099565500248,1877.9528438937855,1543.546076475494,1084.32954485338,1839.1134915346,1632.0014063364608,1187.1832341482432,1670.3705234540475,1373.8507340084238,1506.2955520019057,1978.0994450164299,2178.962262334387,1190.5417633753586,1524.2517122564234,2623.3978729274454,2170.264046416267,2304.3883874280586,3703.0317101822225,1558.5939813447076,1390.2101962295123,2780.1291709321317,1197.2443085004697,2992.688967981174,1142.1022403703228,3562.686673750024,2924.206310319801,1269.752431034332,1148.7913407029948,1946.842530709124
ENSG00000101844.17,14.979080515201302,7.231885641480145,7.131746993821854,6.802055156765935,8.606363742441264,6.091955763594166,9.556879054061348,10.554121076184755,9.366415881203814,5.020755380829226,10.897857940891763,10.617112205021673,9.64929542635362,7.0460319551565505,8.838007210080079,7.62969700723236,6.605639751489305,10.339666507820441,8.077018239759152,8.755845012845585,8.88667514894096,8.338827123673054,7.90463989067104,13.57500617666326,9.695055612096079,9.09156191862517,2.5234073342294776,5.027909982823987,12.821700183452567,8.299585963797513,10.746848855925895
ENSG00000156313.12,2.068494607121251,4.6227364533368815,8.784790998526065,7.584684981532968,6.0729981716794,8.722902134131225,4.957558114105183,5.361355749303564,9.408355164660348,8.657975598453335,5.258850488334023,5.169895984178332,5.362693660030758,8.123169708260331,7.160313419691958,3.9490728489514577,5.866558767513808,5.159849969392343,5.142505079056443,3.612192183663232,17.22903211951827,4.101558348017055,6.6717295554049745,5.843046952777067,4.88274307175881,9.745347256782454,2.1441917845850047,3.4578815232088207,4.255650052280175,2.6530014147386467,6.001475774257187
ENSG00000129675.15,9.961169732486763,4.185926639317755,2.6683552960320407,8.734510032635647,6.211593257603459,52.793836085473664,4.7638243155371525,6.627591819156696,4.23794834308082,2.2367264387864885,2.792060596296642,12.055122876902354,14.044932196465107,2.0324885577939042,5.511827093972396,3.2587630018768503,3.554902601172338,2.4875421520388286,3.2120192055010306,11.740651747006176,74.91177902540612,5.1785997610496715,2.7484396402462896,8.101845845926938,14.027677920233778,45.15817208135099,1.91541124031822,3.3047042944915956,11.496814639643059,1.906583299795762,15.573816758074793
ENSG00000184675.9,1.8141283339904521,1.2765318680878464,2.47123963861568,1.3026828344965848,1.1867511985812207,1.333687041422682,2.3913998537111647,1.168038114391375,2.2090760678680352,2.117732405960447,0.9820344048500423,1.2015768638018456,1.9885911272406722,1.9985864294003028,1.9556925282119313,1.7600003326978846,2.323599905490899,1.70890856839893,1.0374927272850918,1.1838016668605664,3.111137069740843,1.0482926184852894,2.0709739809031316,1.7437522069071392,1.1831081054884032,1.0316512471068227,0.7177981061604924,1.0791261352103867,1.2316937989980843,0.9150030485201811,1.7969994519047312
ENSG00000126970.15,4.179121771049636,4.533118568080625,6.099101587021575,1.9039164139021674,5.830740132182943,19.05797402461488,2.973739034692865,3.6420358573109235,4.653700457748294,6.236406528944002,5.664689232156743,6.318216530210346,11.754433402970717,5.013231430576229,7.139967048186327,1.7771452614891416,10.423599993192953,0.9604396677600755,8.894917148329213,3.634987756426922,7.897312643164201,8.301748214212555,5.377473180115198,9.52153097742905,7.095763345704997,11.897667947930481,1.079401959276674,5.026033836299433,6.71564794020581,3.3395949463451307,4.176617325981178
ENSG00000102312.20,7.650388697855579,12.486045643819056,7.022893048634407,10.106431394375804,10.535255978238865,20.358316279313613,14.965069173969576,10.46411966789896,22.961603011041543,22.55336945170618,20.867749300298513,5.531762922915277,13.49931393953344,24.073166333090942,9.237827910469687,16.88747940242181,11.847761582923123,16.26502066741338,7.504509946066466,3.8093619596800825,7.568694368624805,8.381542628604747,6.798914736512291,18.386439850760517,6.310844499779371,15.27719927040399,4.975391373934379,7.334706834233248,68.76153571967757,3.366164738730283,9.40566807840466
ENSG00000102172.15,64.15667316786907,72.17046334810176,88.88558561740567,103.41553285552015,66.33177426615232,45.218375288370105,111.84678335732374,64.57970795085332,69.40358321575235,58.83304117498922,52.51938705809504,81.50658465552515,107.20424205684112,113.2845273970985,65.99638527712253,75.00182127080434,89.80815403663482,101.31589240067396,55.1907313085929,84.98374871869751,42.02807697491609,117.47758398301329,90.43708993665619,50.38536483560859,61.84148387172704,108.97501475766718,71.1703009297481,62.226299932012,272.68318740305983,29.655739783581616,107.73797808847081
ENSG00000198932.12,2.189120140678843,0.9943410835649171,1.0102885671010764,1.6206250120579768,4.835134546514231,12.971134285917817,1.191087068149962,1.3517043279434369,1.1913724867750586,0.7100338033703107,10.167820375722116,3.713692183756856,7.780554334576356,0.8650327451218676,1.6105220240198075,0.3773842603629085,1.3419240435613138,0.6895968536662386,1.692493688267703,0.9090015686769597,1.8797324586036994,2.6351720351741728,0.9431514909971602,33.706590852342245,6.303825749859469,7.193597831428868,2.817421812117866,4.383529234319396,3.7961170661448334,0.6058325396573763,1.5411236476073713
ENSG00000101958.13,0.0216251643119865,0.0472897039061503,0.8779059948577796,0.833044690916712,0.05500076838020814,1.4819777088106043,0.02833862240350509,0.02601206307712232,0.028307842671642516,0.19340742747882245,0.008459113093449313,0.05632924958526873,0.2927974048311288,0.08479927603787912,0.5656662487727283,0.006384582031029738,0.21247989492311511,0.03388803172911324,0.00799998318419282,0.0030000122376692673,0.009354436043304338,0.07579139356479705,0.8939042212461983,0.061499263268724416,0.0017017189312540954,1.2547970020212096,0.025800027478220397,0.006625048227493879,0.013093055578121914,0.0019166322820162362,0.055694023951742944
ENSG00000102178.12,37.26652164299634,31.401688273314278,34.99073479384539,34.78764922310292,26.778750749115694,27.118992463718268,40.67208397541624,35.18131018109694,33.918630431858894,30.827196743138625,29.537520146533527,26.473277923649626,39.093467900438064,26.98514422315205,28.69315100817083,34.31174447288163,28.922970408596193,43.73246914442935,41.61536497828952,29.607810663507912,16.853840477413083,30.044403070766943,32.81572734625521,23.646782145705625,33.03892790604538,38.503325190419474,23.512212207375306,32.67092716833898,39.53085449899512,20.74494960449737,34.30589787869523
