sample,NE_median_gene_level_ratio,E_median_gene_level_ratio,ratio_ne_e,XIST_TPM,Classification,Secondary_Class
TCGA-22-5481-11,0.7329191289079631,0.7058149331028329,1.03840127848525,35.74079945,LUSC,
TCGA-CG-5722-11,0.523009722791267,0.5370166026239982,0.9739172313029243,11.91081312,STAD,
TCGA-EM-A1CV-11,1.1127490263323943,1.0634211958361384,1.0463859764027656,62.59172362,THCA,
TCGA-CG-5733-11,0.2625364227039469,0.31985754763400387,0.8207917075771289,6.980836877,STAD,
TCGA-BK-A4ZD-11,1.374879515375777,1.2567515289851554,1.093994702744473,228.4761874,UCEC,
TCGA-B0-5690-11,0.9179031790499873,0.8053166518465794,1.1398040471971473,14.79051108,KIRC,
TCGA-E9-A1N4-11,1.1223947351890753,1.095957133404649,1.02412284292753,265.929497,BRCA,
TCGA-ET-A3DP-11,1.2068810145860338,1.190995396566247,1.0133381019486611,36.38066477,THCA,
TCGA-BH-A1FM-11,1.189165134988556,1.1543163888639423,1.0301899431220163,155.0188667,BRCA,
TCGA-A6-2686-11,0.6237404684664234,0.6655848571326828,0.9371313992230478,24.25146506,COAD,
TCGA-BH-A1FH-11,1.0055210129699008,1.0504208440094844,0.957255388356347,75.64118187,BRCA,
TCGA-HU-A4GP-11,0.7377021279965328,0.5704499886396697,1.2931933433037712,52.400185,STAD,
TCGA-KN-8437-11,1.2233266424316553,1.1112595351234282,1.100846925282652,135.0172566,KICH,
TCGA-DD-A39Z-11,0.15971303472159146,0.1657462567734527,0.9635996482254942,23.30067752,LIHC,
TCGA-CV-6955-11,0.5898207010856713,0.6699427825682865,0.8804045904107513,14.82129908,HNSC,
TCGA-EL-A3T7-11,1.0888514780889453,1.100494736805452,0.9894199778271497,186.3537448,THCA,
TCGA-BH-A18M-11,1.2560658207110924,1.1740055170473713,1.0698977155321239,146.2101847,BRCA,
TCGA-BH-A1EO-11,0.7838180741962942,0.7431160507069058,1.0547720957590268,25.27080996,BRCA,
TCGA-IN-AB1X-11,0.5663771812392094,0.6613673048265599,0.8563731183955924,47.60034088,STAD,
TCGA-CV-7425-11,0.3173725703969465,0.3815277213511229,0.8318466854073392,6.771145873,HNSC,
TCGA-56-7731-11,0.7429840847429728,0.6750425654782807,1.1006477557701184,25.54023687,LUSC,
TCGA-BH-A0B8-11,0.8531143651767362,0.8052124538356062,1.0594897795146494,45.61068714,BRCA,
TCGA-55-6985-11,0.8805676917996461,0.7897957510655167,1.1149309053785976,95.80307115,LUAD,
TCGA-KL-8329-11,0.9486900948887097,0.7853683645386327,1.2079555756565532,18.88148068,KICH,
TCGA-55-6984-11,0.8148219257798582,0.7934658806501427,1.0269148877733936,57.07946866,LUAD,
TCGA-55-6982-11,1.0669769933378077,0.9930699727830581,1.0744227723929933,99.71232944,LUAD,
TCGA-A6-5667-11,0.6989813771437158,0.7338469169252327,0.9524893557806291,70.27306896,COAD,
TCGA-EL-A3ZO-11,1.0711761419736356,0.8370749031787426,1.2796658195173543,240.3844894,THCA,
TCGA-BH-A0DO-11,1.0392584902548831,1.034593702129686,1.0045088116384189,156.7911153,BRCA,
TCGA-BH-A209-11,1.1695000764469172,1.1115174859798918,1.052165252637397,155.5031506,BRCA,
TCGA-BH-A18R-11,1.0608272762043187,1.1080520581780355,0.9573803580570318,185.0152012,BRCA,
TCGA-49-6761-11,0.7932566517661257,0.7311355886223492,1.0849651748738272,29.42152251,LUAD,
TCGA-BH-A18K-11,1.169369075325744,1.0541863203578519,1.1092622364221083,194.8472824,BRCA,
TCGA-E9-A1N9-11,1.0663590842809338,1.0736980927289594,0.993164737371031,156.7585149,BRCA,
TCGA-EL-A3H7-11,1.1303522435837436,1.0585137273341336,1.0678673449332918,196.3249882,THCA,
TCGA-BG-A3EW-11,0.889418024350343,0.640710235131295,1.3881751462392085,91.17080444,UCEC,
TCGA-E9-A1RC-11,0.8197232308756072,0.8164745089882895,1.0039789630313667,42.65964337,BRCA,
TCGA-AA-3662-11,0.760499255160085,0.7289658955896365,1.0432576609704658,39.51969753,COAD,
TCGA-BH-A0DG-11,1.2132165985841903,1.2444870116330762,0.974872849008001,188.6933801,BRCA,
TCGA-BH-A0DQ-11,1.2218519743552285,1.192545757389847,1.0245745010485172,168.2893418,BRCA,
TCGA-55-6981-11,1.0267058575241237,0.9410796310528265,1.0909872274841432,120.017419,LUAD,
TCGA-BQ-5878-11,0.7296091529593925,0.6592165936968033,1.1067821410074596,10.8513302,KIRP,
TCGA-EM-A1CW-11,1.2669214885705848,1.025026476996188,1.235989037359565,117.3683819,THCA,
TCGA-BH-A18Q-11,1.319915966885528,1.2484629662176163,1.057232775501854,250.5578625,BRCA,
TCGA-EL-A3N3-11,1.2468694482955178,1.1488395884989155,1.0853294583316797,164.7346237,THCA,
TCGA-EL-A3T1-11,1.0235043822154988,0.900688426378279,1.136357870535841,120.3005977,THCA,
TCGA-H6-8124-11,0.9856140150918975,0.8520154750312192,1.156802950152734,92.05983808,PAAD,
TCGA-W5-AA2U-11,0.2549803776391072,0.2565701671621864,0.9938036852036883,48.291588,CHOL,
TCGA-BH-A0BW-11,1.1126437207844557,1.087014602625519,1.023577528854749,220.8005568,BRCA,
TCGA-EM-A1CS-11,1.0133860343865693,0.9019224740405679,1.1235844139093798,99.87142146,THCA,
TCGA-A7-A0CE-11,0.9788029258078148,0.9792554730941645,0.9995378659616578,188.1448514,BRCA,
TCGA-AF-5654-11,0.6735986806586144,0.7463853497786396,0.9024811122811937,49.54954828,READ,
