sample,NE_median_gene_level_ratio,E_median_gene_level_ratio,ratio_ne_e,XIST_TPM,Classification,Secondary_Class
TCGA-L5-A88Z-01,1.100884228941851,0.7728424149379239,1.4244614525074635,6.450897975,ESCA,
TCGA-L5-A8NR-01,1.0662626348970086,0.7195266934926969,1.4818944794406448,13.8613897,ESCA,
TCGA-VR-AA7B-01,1.3010024756391823,1.1923878143360511,1.0910900463735536,78.12974498,ESCA,
TCGA-IG-A3I8-01,1.484228032370064,1.206119511451969,1.2305812303652217,109.94209,ESCA,
TCGA-L5-A4OM-01,1.0817540096618052,1.5776969516584354,0.6856538630721778,175.4358768,ESCA,
TCGA-JY-A6FD-01,0.7352681938884645,1.0523587931284981,0.698685846205197,35.68139216,ESCA,
TCGA-L5-A8NK-01,0.7923595301406838,0.7121996031043003,1.1125526140241955,36.47155989,ESCA,
TCGA-L5-A4OS-01,0.7565525614729504,0.7419815681775269,1.0196379450923734,110.8219617,ESCA,
TCGA-Q9-A6FU-01,0.6925028652187207,1.5019768544693,0.46106094322166224,9.440740342,ESCA,
TCGA-L5-A4OG-01,0.6633104949143286,1.0556416040415972,0.6283481935296963,373.4833193,ESCA,
TCGA-L5-A4OJ-01,1.046067925206478,1.0267591749577754,1.0188055297869596,77.52017916,ESCA,
TCGA-RE-A7BO-01,1.491716840356396,0.7427755478299131,2.008300952709851,19.09072517,ESCA,
TCGA-VR-A8EY-01,1.104460593734364,0.8752535221926842,1.261875063315907,36.14188882,ESCA,
TCGA-LN-A9FP-01,0.7747710461966182,0.7424913784615712,1.0434748047875382,69.79249489,ESCA,
TCGA-IC-A6RF-01,1.228132028812607,0.9817127567268117,1.2510095446934975,64.23109561,ESCA,
TCGA-L5-A893-01,0.9408283446447612,0.9562089664088986,0.9839149994358447,67.20981372,ESCA,
TCGA-R6-A6DQ-01,1.0596708434689381,1.0632100623114276,0.9966711951213149,15.43143155,ESCA,
TCGA-L5-A8NM-01,1.010085279074632,0.7605561478603542,1.3280877183312096,17.60117699,ESCA,
TCGA-L5-A4OW-01,0.8938828198275165,1.2146546443365995,0.73591520354802,143.7681211,ESCA,
TCGA-IG-A7DP-01,0.7030145893611237,0.5842894940464335,1.2031956701676638,90.32791482,ESCA,
TCGA-VR-AA4G-01,0.8369576528367904,0.8204645334710348,1.0201021722364771,42.68034699,ESCA,
TCGA-L5-A4OP-01,0.5668790116494178,1.0277053286910558,0.5515968398951743,221.4135954,ESCA,
TCGA-JY-A93F-01,1.1340252909963244,1.044433121731354,1.0857806664695329,170.1779136,ESCA,
TCGA-L5-A43M-01,1.0083122553206179,1.268703770602985,0.7947578297504317,25.6111477,ESCA,
TCGA-IG-A5S3-01,0.6174028096277889,0.8401394961051595,0.7348813054142014,78.80962875,ESCA,
TCGA-LN-A8I1-01,1.0571111679266127,0.66602744686627,1.5871885954556877,216.9471765,ESCA,
TCGA-X7-A8D7-01,0.9683767737420259,1.1629134663258418,0.8327161063854188,550.5386347,THYM,
TCGA-X7-A8M3-01,1.827207379253738,1.397865194122357,1.3071413373311305,185.3874793,THYM,
TCGA-5U-AB0D-01,0.6807312722418191,0.36743019690873885,1.8526818916053787,685.5889278,THYM,
TCGA-X7-A8D6-01,0.9810846720365111,1.0851738926679109,0.9040806074172173,281.0338304,THYM,
TCGA-4X-A9FD-01,1.3715996972458093,1.1897484882823486,1.1528484471755884,244.2982976,THYM,
TCGA-XM-A8RD-01,0.9306005993794839,0.8570796302021246,1.0857807916401196,202.4469363,THYM,
TCGA-X7-A8M0-01,0.9329206894901237,1.278481885264604,0.7297097442229614,205.0881038,THYM,
TCGA-ZB-A969-01,0.8248098865114926,1.2651494133294765,0.6519466221312561,202.1664797,THYM,
TCGA-4X-A9FC-01,1.0180859273929148,0.9624821758795257,1.0577712012823282,414.0611398,THYM,
TCGA-4V-A9QX-01,0.9280022160084207,0.9449161268472569,0.9821000929518793,419.8121178,THYM,
TCGA-ZB-A965-01,0.6654140003295271,1.0324351426319018,0.6445092508506075,213.0724121,THYM,
TCGA-X7-A8D9-01,1.0259344631604717,1.0496034999092485,0.9774495447558784,336.7186919,THYM,
TCGA-XM-A8R9-01,0.8467588055377165,0.9081207315809625,0.9324297707239654,428.2175162,THYM,
TCGA-ZB-A96C-01,0.6553557435741023,1.210331923711157,0.5414677831223607,316.6400642,THYM,
TCGA-3T-AA9L-01,0.7658734074498191,0.853245830329012,0.8975999415719359,1042.188121,THYM,
TCGA-XU-A931-01,0.991707813207487,0.7220651241128719,1.3734326449098309,257.5841478,THYM,
TCGA-4V-A9QR-01,1.0276252133371673,1.0476513539733148,0.9808847279582119,999.3179785,THYM,
TCGA-XM-A8RE-01,1.0627150627847202,0.853003446592754,1.245850842724775,343.0083769,THYM,
TCGA-YT-A95G-01,0.9482192964117502,1.1050620150811612,0.8580688535766097,212.188109,THYM,
TCGA-XU-AAY1-01,0.9630262043924904,0.7047219003740223,1.3665336693543602,373.8200136,THYM,
TCGA-3S-AAYX-01,1.1160799533899963,1.0461689877146259,1.066825691161131,293.639044,THYM,
TCGA-4V-A9QL-01,0.9492542567225781,0.8497501134644488,1.1170981229439898,357.5992747,THYM,
TCGA-X7-A8DE-01,1.008108308338572,1.049297257355146,0.9607461577471433,331.8758866,THYM,
TCGA-ZB-A96I-01,0.8646650109667837,0.7868817939359477,1.0988499386188209,38.97021538,THYM,
TCGA-X7-A8DD-01,0.914762585207426,0.5651944657795284,1.6184917591961305,631.6580709,THYM,
