sample,chrX_non_escaping_promoter_CpG_islands_median_beta,autosome_median_beta,XIST_TPM,Classification,Secondary_Class
TCGA-95-8039-01,0.073633068,0.110559273,0.291001804,LUAD,
TCGA-DX-A8BX-01,0.035501824,0.056266368,0.190994103,SARC,
TCGA-VR-A8EU-01,0.03912019,0.063801542,0.000999989,ESCA,
TCGA-CU-A3KJ-01,0.032880942,0.057094238,0.410997066,BLCA,
TCGA-VR-A8EW-01,0.037703889,0.059934997,0.000999989,ESCA,
TCGA-XF-A9SK-01,0.032773015,0.058403993,0.561010625,BLCA,
TCGA-85-8276-01,0.050126459,0.087237692,0.041000917,LUSC,
TCGA-LG-A9QC-01,0.04107177,0.072032779,0.181004817,LIHC,
TCGA-FS-A1ZE-06,0.042226328,0.067268523,0.000999989,SKCM,
TCGA-GN-A4U3-06,0.035659213,0.05182225,0.000999989,SKCM,
TCGA-94-A5I6-01,0.036261054,0.061572795,0.350989554,LUSC,
TCGA-D6-8569-01,0.042050177,0.070110473,0.000999989,HNSC,
TCGA-05-4244-01,0.018353781,0.069549275,0.000999989,LUAD,
TCGA-FD-A3SP-01,0.042822395,0.071274106,0.090999347,BLCA,
TCGA-CN-4733-01,0.062017443,0.108926027,0.000999989,HNSC,
TCGA-DX-A6BB-01,0.034445339,0.05645357,0.010999639,SARC,
TCGA-43-3394-01,0.018380139,0.062303103,0.000999989,LUSC,
TCGA-55-8302-01,0.079605736,0.116040619,0.020999518,LUAD,
TCGA-VP-A87J-01,0.036477802,0.054818415,0.171003766,PRAD,
TCGA-Y6-A9XI-01,0.030248281,0.049351967,0.000999989,PRAD,
TCGA-56-8308-01,0.046256992,0.076685146,0.061001985,LUSC,
TCGA-IB-7886-01,0.040978238,0.072593796,0.000999989,PAAD,
TCGA-EJ-A7NK-01,0.04041346,0.061431084,0.100998096,PRAD,
TCGA-CJ-4636-01,0.021584739,0.077788612,0.320989943,KIRC,
TCGA-DX-A8BV-01,0.032065787,0.050601497,0.121001765,SARC,
TCGA-55-8615-01,0.070811449,0.094392429,0.11099757,LUAD,
TCGA-DU-7301-01,0.043479071,0.082085523,0.020999518,LGG,
TCGA-M7-A724-01,0.048540077,0.076468062,0.030999742,PRAD,
TCGA-66-2767-01,0.019863397,0.068204284,0.071001829,LUSC,
TCGA-FD-A62O-01,0.028801692,0.050381702,0.000999989,BLCA,
TCGA-CD-A486-01,0.037699335,0.062277428,0.081001925,STAD,
TCGA-FB-AAPQ-01,0.043682678,0.075510228,0.000999989,PAAD,
TCGA-CV-5976-01,0.048791725,0.087498276,0.000999989,HNSC,
TCGA-V4-A9F8-01,0.032067684,0.047505847,0.000999989,UVM,
TCGA-39-5027-01,0.036276648,0.064580067,0.090999347,LUSC,
TCGA-DX-A6YR-01,0.040200053,0.058209223,0.081001925,SARC,
TCGA-A3-3343-01,0.016880069,0.052937228,0.000999989,KIRC,
TCGA-VP-A879-01,0.041785354,0.061112069,0.100998096,PRAD,
TCGA-66-2788-01,0.022028484,0.071885014,0.000999989,LUSC,
TCGA-FA-A4XK-01,0.036067481,0.067194698,0.181004817,DLBC,
TCGA-EJ-7331-01,0.038984012,0.070384133,0.041000917,PRAD,
TCGA-UF-A71E-01,0.043319449,0.069739475,0.000999989,HNSC,
TCGA-G7-6797-01,0.039483155,0.05795111,0.571014783,KIRP,
TCGA-CD-A48A-01,0.039466774,0.076373524,0.100998096,STAD,
TCGA-IB-A7LX-01,0.047831629,0.079909437,0.050998549,PAAD,
TCGA-EJ-A65J-01,0.030499849,0.052183775,0.041000917,PRAD,
TCGA-DD-A4NO-01,0.0373632,0.069896715,0.010999639,LIHC,
TCGA-BA-6871-01,0.050707649,0.082587438,0.081001925,HNSC,
TCGA-AS-3777-01,0.017561837,0.051937981,0.061001985,KIRC,
TCGA-CD-5801-01,0.056758236,0.312700643,0.000999989,STAD,
TCGA-ZB-A964-01,0.028130444,0.044966216,0.540999813,THYM,
TCGA-CC-A7IK-01,0.046319885,0.05712761,0.081001925,LIHC,
TCGA-58-8390-01,0.03976931,0.062603321,0.010999639,LUSC,
TCGA-77-8133-01,0.038909262,0.066882713,0.071001829,LUSC,
TCGA-CZ-5988-01,0.047916287,0.077761047,0.190994103,KIRC,
TCGA-ER-A198-06,0.040693228,0.075334381,0.000999989,SKCM,
TCGA-2G-AAH4-01,0.037308842,0.067581624,0.130996484,TGCT,TGCT-NS
TCGA-78-8640-01,0.067131903,0.099281717,0.121001765,LUAD,
TCGA-CQ-A4CI-01,0.044391445,0.066036098,0.100998096,HNSC,
TCGA-CW-6090-01,0.04144278,0.074646184,0.081001925,KIRC,
TCGA-QH-A6CV-01,0.034500242,0.061747313,0.21099782,LGG,
TCGA-EB-A3XB-01,0.041561646,0.070269961,0.100998096,SKCM,
TCGA-CZ-5985-01,0.039521205,0.072512445,0.000999989,KIRC,
TCGA-V4-A9EJ-01,0.031929773,0.047227797,0.000999989,UVM,
TCGA-93-8067-01,0.086029205,0.121223255,0.11099757,LUAD,
TCGA-A4-8312-01,0.036401719,0.053765405,0.000999989,KIRP,
TCGA-EJ-A7NH-01,0.03437545,0.057984331,0.141003219,PRAD,
TCGA-12-3650-01,0.020355479,0.057354728,0.590987696,GBM,
TCGA-60-2707-01,0.016318101,0.050469018,0.041000917,LUSC,
TCGA-HT-7881-01,0.033855173,0.066713055,0.451000207,LGG,
TCGA-S9-A6U6-01,0.037775218,0.07194852,0.291001804,LGG,
TCGA-A4-7583-01,0.040982983,0.073404364,0.280991813,KIRP,
TCGA-DD-A1EL-01,0.040667841,0.061121543,0.291001804,LIHC,
TCGA-78-7148-01,0.068118261,0.094822208,0.000999989,LUAD,
TCGA-EE-A2MH-06,0.042529704,0.074671487,0.010999639,SKCM,
TCGA-F7-A622-01,0.036422315,0.060622241,0.000999989,HNSC,
TCGA-91-A4BD-01,0.087102972,0.117031243,0.000999989,LUAD,
TCGA-4Z-AA84-01,0.035751804,0.065742005,0.160996363,BLCA,
TCGA-EL-A3H2-01,0.036254344,0.060680168,0.010999639,THCA,
TCGA-G9-7521-01,0.041641629,0.067045092,0.071001829,PRAD,
TCGA-MH-A560-01,0.039430966,0.065666889,0.000999989,KIRP,
TCGA-H7-8502-01,0.040356708,0.064675862,0.000999989,HNSC,
TCGA-CX-A4AQ-01,0.036583706,0.063685642,0.000999989,HNSC,
TCGA-HW-A5KM-01,0.038753896,0.067580734,0.311002913,LGG,
TCGA-L7-A56G-01,0.029762007,0.047999023,0.260996072,ESCA,
TCGA-DX-AB2P-01,0.034619418,0.058184211,0.041000917,SARC,
TCGA-RC-A7SH-01,0.036559702,0.06495719,0.000999989,LIHC,
TCGA-66-2756-01,0.016306516,0.049870965,0.311002913,LUSC,
TCGA-VQ-A8DU-01,0.034941358,0.055967881,0.441015113,STAD,
TCGA-FY-A4B3-01,0.036396353,0.056275165,0.081001925,THCA,
TCGA-DD-AAD5-01,0.043787388,0.071531754,0.000999989,LIHC,
TCGA-EB-A5UN-06,0.033658957,0.059952569,0.000999989,SKCM,
TCGA-CR-7373-01,0.038517375,0.069035183,0.371002291,HNSC,
TCGA-AG-3731-01,0.034613591,0.072851341,0.041000917,READ,
TCGA-A6-6141-01,0.042226536,0.073855707,0.000999989,COAD,
TCGA-BA-7269-01,0.035943588,0.058148075,0.000999989,HNSC,
TCGA-BA-4074-01,0.043163067,0.072414873,0.090999347,HNSC,
TCGA-E7-A8O7-01,0.039036308,0.057928171,0.050998549,BLCA,
TCGA-44-6778-01,0.069991328,0.104656398,0.27100662,LUAD,
TCGA-3B-A9HS-01,0.03936852,0.07620262,0.000999989,SARC,
TCGA-BR-8367-01,0.037012361,0.077988582,0.320989943,STAD,
TCGA-KK-A7B2-01,0.044274396,0.076931545,0.330999284,PRAD,
TCGA-AB-2908-03,0.035225791,0.056777708,0.020999518,LAML,
TCGA-DK-AA75-01,0.033829079,0.054707536,0.491001726,BLCA,
TCGA-G2-A3IE-01,0.035901463,0.060165987,0.030999742,BLCA,
TCGA-K4-A4AB-01,0.037025098,0.058718403,0.300992616,BLCA,
TCGA-LC-A66R-01,0.035726981,0.057880292,0.291001804,BLCA,
TCGA-DK-A6B1-01,0.029712871,0.047557074,0.000999989,BLCA,
TCGA-DQ-7592-01,0.034490651,0.066509956,0.130996484,HNSC,
TCGA-YL-A8SF-01,0.035649937,0.065212997,0.000999989,PRAD,
TCGA-BJ-A2NA-01,0.042058355,0.067039982,0.010999639,THCA,
TCGA-CV-5443-01,0.038580617,0.067758336,0.010999639,HNSC,
TCGA-B9-5155-01,0.039160819,0.059627794,0.000999989,KIRP,
TCGA-DX-A23Y-01,0.037712866,0.070739184,0.000999989,SARC,
TCGA-J4-A67R-01,0.034582244,0.055445872,0.130996484,PRAD,
TCGA-GU-A766-01,0.042328906,0.072227732,0.141003219,BLCA,
TCGA-KL-8337-01,0.043398123,0.062307446,0.090999347,KICH,
TCGA-J4-A67K-01,0.031568888,0.054474126,0.000999989,PRAD,
TCGA-RC-A7SB-01,0.034066895,0.054652791,2.000970642,LIHC,
TCGA-56-8504-01,0.044837729,0.075927268,0.130996484,LUSC,
TCGA-2H-A9GN-01,0.034708685,0.056128424,0.000999989,ESCA,
TCGA-77-7139-01,0.038233276,0.059545583,0.000999989,LUSC,
TCGA-HW-7486-01,0.034673658,0.071620854,0.041000917,LGG,
TCGA-43-5668-01,0.03698735,0.068055841,0.061001985,LUSC,
TCGA-BT-A20N-01,0.049338229,0.079409228,0.000999989,BLCA,
TCGA-HT-A5RB-01,0.044191633,0.078546922,0.160996363,LGG,
TCGA-G7-A4TM-01,0.031622374,0.049332271,0.240999156,KIRP,
TCGA-12-3652-01,0.017694415,0.053788675,0.190994103,GBM,
TCGA-YL-A9WJ-01,0.03760537,0.070234765,0.160996363,PRAD,
TCGA-BP-5004-01,0.02354315,0.07318957,0.000999989,KIRC,
TCGA-85-7843-01,0.039559316,0.065850344,0.000999989,LUSC,
TCGA-NC-A5HQ-01,0.04022933,0.066687657,0.201004541,LUSC,
TCGA-53-A4EZ-01,0.074329654,0.104538626,0.330999284,LUAD,
TCGA-EB-A42Z-01,0.041300016,0.063491991,0.000999989,SKCM,
TCGA-HE-7129-01,0.037701178,0.056636728,0.130996484,KIRP,
TCGA-EE-A2GR-06,0.037950606,0.060626186,0.000999989,SKCM,
TCGA-OR-A5JV-01,0.036388021,0.059952944,0.061001985,ACC,
TCGA-GN-A266-06,0.040505095,0.074443322,0.030999742,SKCM,
TCGA-DD-AAC8-01,0.035723167,0.063157106,0.000999989,LIHC,
TCGA-ZS-A9CD-01,0.032071693,0.071635587,0.020999518,LIHC,
TCGA-BJ-A4O8-01,0.031501001,0.053210332,0.081001925,THCA,
TCGA-DX-A3LW-01,0.035446933,0.054738058,0.000999989,SARC,
TCGA-DU-A7TJ-01,0.032689333,0.051945475,0.090999347,LGG,
TCGA-VD-AA8M-01,0.030249004,0.0470358,0.000999989,UVM,
TCGA-VQ-A924-01,0.043952039,0.112874085,0.050998549,STAD,
TCGA-KK-A8I8-01,0.03822076,0.061975324,0.100998096,PRAD,
TCGA-VP-AA1N-01,0.030020089,0.05077781,0.061001985,PRAD,
TCGA-2F-A9KQ-01,0.035873968,0.050410354,0.041000917,BLCA,
TCGA-HT-A61C-01,0.038097421,0.056426247,0.231005643,LGG,
TCGA-55-1594-01,0.022265189,0.054821738,1.000970877,LUAD,
TCGA-XU-A92W-01,0.033541485,0.061268285,0.201004541,THYM,
TCGA-CG-4306-01,0.024831208,0.089215615,0.190994103,STAD,
TCGA-AK-3434-01,0.033979468,0.071785166,0.941021767,KIRC,
TCGA-BF-A5EQ-01,0.037401627,0.094959049,0.11099757,SKCM,
TCGA-DB-A4XA-01,0.035152785,0.074828043,0.000999989,LGG,
TCGA-BR-7715-01,0.036849533,0.072893818,0.000999989,STAD,
TCGA-P3-A6T2-01,0.046422505,0.089647963,0.000999989,HNSC,
TCGA-HZ-8001-01,0.045298377,0.081255105,0.010999639,PAAD,
TCGA-EE-A20C-06,0.040918658,0.068551633,0.041000917,SKCM,
TCGA-50-5932-01,0.079774094,0.107053206,0.010999639,LUAD,
TCGA-3A-A9IJ-01,0.035951488,0.058065542,0.240999156,PAAD,
TCGA-AB-2904-03,0.035965047,0.054048681,0.000999989,LAML,
TCGA-J4-8200-01,0.039009984,0.065828046,0.000999989,PRAD,
TCGA-EM-A2P0-01,0.035318515,0.058276603,0.190994103,THCA,
TCGA-06-0152-02,0.054991849,0.082492029,0.030999742,GBM,
TCGA-CN-A6UY-01,0.040964036,0.062131287,0.020999518,HNSC,
TCGA-CV-A6JM-01,0.034616904,0.055483929,0.030999742,HNSC,
TCGA-D5-6927-01,0.04819938,0.085599177,0.000999989,COAD,
TCGA-WE-A8K4-01,0.039463123,0.066014918,0.000999989,SKCM,
TCGA-PK-A5H8-01,0.037407346,0.057624546,0.010999639,ACC,
TCGA-EM-A3AJ-01,0.041038709,0.07497521,0.141003219,THCA,
TCGA-DD-A3A7-01,0.040887565,0.07712768,0.000999989,LIHC,
TCGA-HU-A4H0-01,0.043566847,0.357696433,0.020999518,STAD,
TCGA-KT-A74X-01,0.040955134,0.07972799,0.21099782,LGG,
TCGA-DD-A4NF-01,0.035696997,0.067421846,0.000999989,LIHC,
TCGA-YL-A8HJ-01,0.037930612,0.069807356,0.010999639,PRAD,
TCGA-46-3769-01,0.021155996,0.07974275,0.000999989,LUSC,
TCGA-DD-A1EH-01,0.044289982,0.088947385,0.000999989,LIHC,
TCGA-EU-5906-01,0.045021281,0.07581873,0.071001829,KIRC,
TCGA-B9-7268-01,0.034595487,0.053677958,0.240999156,KIRP,
TCGA-KK-A7AP-01,0.037070414,0.066139894,0.000999989,PRAD,
TCGA-21-1072-01,0.015900314,0.059924147,0.000999989,LUSC,
TCGA-55-5899-01,0.065702116,0.096621191,0.701006633,LUAD,
TCGA-B0-4823-01,0.036313878,0.062525448,0.081001925,KIRC,
TCGA-50-8460-01,0.077833793,0.118893212,0.041000917,LUAD,
TCGA-DX-A6BE-01,0.039883259,0.074410074,0.010999639,SARC,
TCGA-D3-A8GM-06,0.038735742,0.065185745,0.000999989,SKCM,
TCGA-66-2771-01,0.024957763,0.076004073,0.000999989,LUSC,
TCGA-AZ-6605-01,0.050905379,0.087884144,0.291001804,COAD,
TCGA-06-0878-01,0.015216764,0.046881975,0.11099757,GBM,
TCGA-ET-A39M-01,0.038781741,0.064689959,0.061001985,THCA,
TCGA-DQ-7588-01,0.039888944,0.068839847,0.000999989,HNSC,
TCGA-B0-5698-01,0.044799549,0.075787941,0.000999989,KIRC,
TCGA-MH-A55Z-01,0.033971447,0.050593532,0.000999989,KIRP,
TCGA-CM-4747-01,0.044865451,0.073742488,0.000999989,COAD,
TCGA-HC-7820-01,0.037041755,0.065700467,0.000999989,PRAD,
TCGA-BT-A42F-01,0.038746806,0.072152036,0.000999989,BLCA,
TCGA-BT-A42E-01,0.040141806,0.072122114,0.121001765,BLCA,
TCGA-S9-A7J2-01,0.035728552,0.068686597,0.410997066,LGG,
TCGA-E7-A7XN-01,0.039817312,0.068784585,0.000999989,BLCA,
TCGA-S7-A7WL-01,0.035401919,0.047914452,0.691020301,PCPG,
TCGA-XR-A8TF-01,0.039421622,0.060966689,0.081001925,LIHC,
TCGA-FS-A1ZN-01,0.040734903,0.063905499,0.000999989,SKCM,
TCGA-FC-7961-01,0.034413131,0.065524725,0.090999347,PRAD,
TCGA-FV-A4ZQ-01,0.042494785,0.069574111,1.401041801,LIHC,
TCGA-A4-A7UZ-01,0.040830113,0.069019187,0.451000207,KIRP,
TCGA-BC-A10T-01,0.04107631,0.071552604,0.381009797,LIHC,
TCGA-4Z-AA7W-01,0.032759049,0.061313866,1.791043032,BLCA,
TCGA-A3-3346-01,0.016939983,0.056299047,0.121001765,KIRC,
TCGA-BP-4801-01,0.037086717,0.060096294,0.041000917,KIRC,
TCGA-06-5413-01,0.038290468,0.065044668,0.350989554,GBM,
TCGA-YL-A8SH-01,0.037085082,0.064723055,0.121001765,PRAD,
TCGA-BB-7872-01,0.032656285,0.069273703,0.081001925,HNSC,
TCGA-IA-A83W-01,0.041013768,0.059596263,0.11099757,KIRP,
TCGA-76-4926-01,0.038071798,0.059010464,0.311002913,GBM,
TCGA-BD-A2L6-01,0.037038951,0.062800642,0.061001985,LIHC,
TCGA-VQ-A8DT-01,0.035646794,0.065743718,0.061001985,STAD,
TCGA-G8-6326-01,0.03816924,0.066509932,0.050998549,DLBC,
TCGA-DH-5142-01,0.04274631,0.086432187,0.280991813,LGG,
TCGA-GV-A40E-01,0.03743611,0.062253678,1.081025084,BLCA,
TCGA-CF-A3MF-01,0.03812331,0.059035243,0.100998096,BLCA,
TCGA-UF-A7JS-01,0.039798285,0.072440918,0.061001985,HNSC,
TCGA-DD-A1EE-01,0.0415092,0.077579729,0.000999989,LIHC,
TCGA-H2-A2K9-01,0.034938791,0.060596694,0.11099757,THCA,
TCGA-Y8-A898-01,0.048589591,0.068011178,0.041000917,KIRP,
TCGA-A3-3382-01,0.016485242,0.058105884,0.100998096,KIRC,
TCGA-77-A5G7-01,0.035654908,0.063402099,0.010999639,LUSC,
TCGA-DB-5278-01,0.037732714,0.087440452,0.050998549,LGG,
TCGA-EE-A2M6-06,0.04369551,0.072720949,0.141003219,SKCM,
TCGA-HC-8256-01,0.039059217,0.071717998,0.300992616,PRAD,
TCGA-3M-AB46-01,0.041496837,0.064423448,0.150997859,STAD,
TCGA-P3-A6T7-01,0.035013753,0.075465883,0.240999156,HNSC,
TCGA-DD-AAW3-01,0.046832873,0.071252761,0.150997859,LIHC,
TCGA-HT-7603-01,0.040982259,0.079306412,0.081001925,LGG,
TCGA-KM-8439-01,0.039332084,0.070477464,0.000999989,KICH,
TCGA-HQ-A5ND-01,0.037290728,0.053866525,0.260996072,BLCA,
TCGA-BQ-7045-01,0.038377462,0.06334658,0.000999989,KIRP,
TCGA-MV-A51V-01,0.035652238,0.056812836,0.121001765,BLCA,
TCGA-CQ-5323-01,0.045246466,0.078584268,0.000999989,HNSC,
TCGA-D3-A1QA-09,0.040015537,0.070243272,0.021000453,SKCM,
TCGA-B8-5165-01,0.034887949,0.061436338,0.010999639,KIRC,
TCGA-YL-A8SQ-01,0.035352555,0.065208085,0.000999989,PRAD,
TCGA-FG-5962-01,0.046884927,0.099342928,0.050998549,LGG,
TCGA-DD-AAVS-01,0.040442761,0.071344737,0.000999989,LIHC,
TCGA-W5-AA31-01,0.043016212,0.069776019,0.010999639,CHOL,
TCGA-B7-A5TJ-01,0.038613265,0.074196461,0.000999989,STAD,
TCGA-GU-AATQ-01,0.035529994,0.056886748,0.340989684,BLCA,
TCGA-LN-A9FQ-01,0.044857226,0.074250994,0.000999989,ESCA,
TCGA-HC-8257-01,0.042037197,0.074960825,0.050998549,PRAD,
TCGA-52-7811-01,0.040109302,0.068878026,0.041000917,LUSC,
TCGA-43-3920-01,0.01958262,0.06703152,0.041000917,LUSC,
TCGA-BR-A4J5-01,0.038173622,0.080869456,0.000999989,STAD,
TCGA-BP-4760-01,0.034843971,0.057093358,0.041000917,KIRC,
TCGA-85-6561-01,0.042788597,0.074856622,0.030999742,LUSC,
TCGA-WE-A8K6-06,0.034467053,0.05137691,0.041000917,SKCM,
TCGA-CV-5432-01,0.044342748,0.076311194,0.141003219,HNSC,
TCGA-CN-6992-01,0.040261154,0.069215419,0.000999989,HNSC,
TCGA-3N-A9WD-06,0.042025507,0.070479271,0.441015113,SKCM,
TCGA-DU-7019-01,0.041491707,0.080183078,0.010999639,LGG,
TCGA-FD-A3B7-01,0.044896266,0.070078258,0.311002913,BLCA,
TCGA-55-7227-01,0.071114384,0.109139634,0.260996072,LUAD,
TCGA-BQ-7058-01,0.03548789,0.067311261,0.220997201,KIRP,
TCGA-YL-A8SI-01,0.035414229,0.062525896,0.090999347,PRAD,
TCGA-A3-3326-01,0.016543326,0.050220912,0.000999989,KIRC,
TCGA-SX-A7SM-01,0.045242273,0.073636691,0.730978055,KIRP,
TCGA-P5-A5EV-01,0.037360817,0.069237953,0.010999639,LGG,
TCGA-28-2499-01,0.01598414,0.051759884,0.020999518,GBM,
TCGA-85-6798-01,0.035998575,0.072292108,0.000999989,LUSC,
TCGA-56-8201-01,0.041675119,0.075947092,0.121001765,LUSC,
TCGA-16-0846-01,0.018005225,0.057264028,0.141003219,GBM,
TCGA-EI-6507-01,0.033150187,0.065140417,0.190994103,READ,
TCGA-HC-8266-01,0.040584526,0.081444137,0.090999347,PRAD,
TCGA-CH-5768-01,0.03594538,0.059623026,0.000999989,PRAD,
TCGA-AK-3426-01,0.022026931,0.082794417,0.111001157,KIRC,
TCGA-W3-AA1R-06,0.033960727,0.055187558,0.150997859,SKCM,
TCGA-TM-A84C-01,0.045013479,0.061251503,0.511001701,LGG,
TCGA-CG-4443-01,0.019371556,0.057556781,0.071001829,STAD,
TCGA-CZ-5457-01,0.036564127,0.065945521,0.041000917,KIRC,
TCGA-MN-A4N5-01,0.072444564,0.108962847,0.000999989,LUAD,
TCGA-CQ-6223-01,0.040176656,0.069325283,0.000999989,HNSC,
TCGA-Y8-A8RZ-01,0.03535537,0.058391748,0.691020301,KIRP,
TCGA-AB-2976-03,0.040237258,0.059007529,0.000999989,LAML,
TCGA-06-0139-01,0.031733166,0.071696973,0.381009797,GBM,
TCGA-F5-6814-01,0.045487545,0.081430963,0.000999989,READ,
TCGA-GN-A264-06,0.040981735,0.076706793,1.691027358,SKCM,
TCGA-BR-8059-01,0.045894372,0.077275721,0.010999639,STAD,
TCGA-HZ-A4BK-01,0.040669082,0.064816369,0.000999989,PAAD,
TCGA-2G-AAGO-01,0.041820752,0.072770505,1.910963205,TGCT,TGCT-NS
TCGA-AB-2861-03,0.034114408,0.049365829,0.970970924,LAML,
TCGA-D3-A8GK-06,0.037734256,0.058336275,0.000999989,SKCM,
TCGA-5C-A9VH-01,0.036063643,0.070820437,0.260996072,LIHC,
TCGA-EE-A3J5-06,0.041225036,0.067459259,0.000999989,SKCM,
TCGA-46-6026-01,0.037599614,0.056040825,0.790972806,LUSC,
TCGA-B0-5116-01,0.035477055,0.061507802,0.000999989,KIRC,
TCGA-EB-A41A-01,0.039514903,0.071971025,0.010999639,SKCM,
TCGA-DK-A1AD-01,0.04822717,0.077212701,0.061001985,BLCA,
TCGA-22-1002-01,0.020220832,0.060998514,0.000999989,LUSC,
TCGA-JY-A93C-01,0.044333922,0.098036996,0.000999989,ESCA,
TCGA-L9-A7SV-01,0.074561453,0.106945545,0.531005975,LUAD,
TCGA-3G-AB0T-01,0.0354977,0.062129184,0.11099757,THYM,
TCGA-EL-A4KI-01,0.034066435,0.057529917,0.061001985,THCA,
TCGA-F6-A8O3-01,0.045157152,0.077432112,0.000999989,LGG,
TCGA-ZG-A9LB-01,0.029002335,0.062513714,0.000999989,PRAD,
TCGA-AB-2999-03,0.037167037,0.062332259,0.000999989,LAML,
TCGA-TN-A7HJ-01,0.046446183,0.076126223,0.291001804,HNSC,
TCGA-BQ-5885-01,0.038145421,0.058928736,0.280991813,KIRP,
TCGA-05-5425-01,0.062163214,0.095128588,0.000999989,LUAD,
TCGA-56-8083-01,0.034905376,0.050252115,0.980982972,LUSC,
TCGA-V4-A9EH-01,0.031340546,0.050388089,0.231005643,UVM,
TCGA-G4-6626-01,0.040912415,0.071751308,0.100998096,COAD,
TCGA-CM-6675-01,0.053187004,0.100913302,0.121001765,COAD,
TCGA-W3-AA1V-06,0.042438852,0.07555806,0.000999989,SKCM,
TCGA-EJ-A46I-01,0.039104643,0.063457685,0.371002291,PRAD,
TCGA-CV-5444-01,0.047963941,0.0883798,0.000999989,HNSC,
TCGA-X8-AAAR-01,0.038782722,0.074365925,0.000999989,ESCA,
TCGA-DH-5141-01,0.042888629,0.10624976,0.121001765,LGG,
TCGA-VQ-A8E3-01,0.039407631,0.07890887,0.081001925,STAD,
TCGA-49-6742-01,0.071149649,0.095999376,0.071001829,LUAD,
TCGA-AB-3000-03,0.034259859,0.074188897,0.010999639,LAML,
TCGA-DD-AADR-01,0.036953853,0.069667674,0.000999989,LIHC,
TCGA-B0-4690-01,0.035708203,0.077373721,0.081001925,KIRC,
TCGA-DX-A7EM-01,0.033228818,0.052332873,0.050998549,SARC,
TCGA-IE-A3OV-01,0.037690249,0.065954558,0.300992616,SARC,
TCGA-YF-AA3M-01,0.029759434,0.051942686,0.300992616,BLCA,
TCGA-EI-6884-01,0.042970853,0.07984823,0.150997859,READ,
TCGA-4P-AA8J-01,0.036839986,0.064881806,0.050998549,HNSC,
TCGA-XJ-A9DQ-01,0.036478304,0.060583933,0.21099782,PRAD,
TCGA-DQ-7591-01,0.042350794,0.069024763,0.680987395,HNSC,
TCGA-ZG-A9L2-01,0.031175645,0.05764782,0.081001925,PRAD,
TCGA-HC-A6AL-01,0.030308962,0.054232115,0.121001765,PRAD,
TCGA-DW-7842-01,0.036256072,0.057058762,0.260996072,KIRP,
TCGA-FG-7637-01,0.036922976,0.078478296,0.081001925,LGG,
TCGA-LK-A4NW-01,0.041547832,0.070817149,0.150997859,MESO,
TCGA-IK-7675-01,0.043194622,0.063397572,0.160996363,LGG,
TCGA-FS-A1Z4-06,0.045188604,0.078467992,0.010999639,SKCM,
TCGA-BJ-A3PU-01,0.041170768,0.066286034,0.030999742,THCA,
TCGA-VQ-A8PD-01,0.044471313,0.099021098,0.650986712,STAD,
TCGA-D6-A6ES-01,0.036259927,0.063958205,0.000999989,HNSC,
TCGA-98-A53J-01,0.038458629,0.063504975,0.27100662,LUSC,
TCGA-V1-A9OH-01,0.035195058,0.063697228,0.000999989,PRAD,
TCGA-02-0047-01,0.035815402,0.069050243,0.160996363,GBM,
TCGA-3G-AB0O-01,0.03112133,0.052833481,0.970970924,THYM,
TCGA-DC-6156-01,0.049091184,0.078238489,0.061001985,READ,
TCGA-44-6148-01,0.076559662,0.107374389,0.130996484,LUAD,
TCGA-BR-A4CS-01,0.035344162,0.068974367,0.121001765,STAD,
TCGA-AB-2893-03,0.034347844,0.048038723,0.020999518,LAML,
TCGA-DA-A1I2-06,0.043854708,0.067576822,0.010999639,SKCM,
TCGA-UB-A7MC-01,0.036942547,0.055199743,0.000999989,LIHC,
TCGA-4Z-AA89-01,0.032861741,0.055336077,0.000999989,BLCA,
TCGA-VQ-A91U-01,0.038626591,0.062130269,0.000999989,STAD,
TCGA-50-5066-09,0.068810515,0.099128666,0.005999814,LUAD,
TCGA-D9-A148-06,0.041833584,0.064347987,0.100998096,SKCM,
TCGA-QK-A8ZB-01,0.040956944,0.069538808,0.061001985,HNSC,
TCGA-AB-2901-03,0.043004393,0.065826216,0.000999989,LAML,
TCGA-S9-A6TX-01,0.04361194,0.081151993,0.061001985,LGG,
TCGA-DD-AAEI-01,0.044844502,0.076167639,0.000999989,LIHC,
TCGA-58-A46J-01,0.046556211,0.077055332,0.000999989,LUSC,
TCGA-99-8032-01,0.065095747,0.0972838,0.061001985,LUAD,
TCGA-CS-6186-01,0.03755977,0.062170085,0.010999639,LGG,
TCGA-DJ-A3VE-01,0.034856857,0.057779538,0.081001925,THCA,
TCGA-DX-A3U7-01,0.037006746,0.060688868,0.010999639,SARC,
TCGA-68-8250-01,0.037791705,0.070811916,0.240999156,LUSC,
TCGA-44-2662-01,0.017970402,0.053422362,0.087666145,LUAD,
TCGA-AD-6895-01,0.04988182,0.107402744,0.000999989,COAD,
TCGA-55-7570-01,0.068583564,0.100984817,0.000999989,LUAD,
TCGA-BJ-A0Z0-01,0.043401369,0.069716223,0.220997201,THCA,
TCGA-5P-A9KH-01,0.040369501,0.060270629,0.000999989,KIRP,
TCGA-EI-6511-01,0.036554121,0.061510701,0.21099782,READ,
TCGA-TM-A84B-01,0.040505088,0.063634832,0.121001765,LGG,
