sample,chrX_non_escaping_promoter_CpG_islands_mean_beta,autosome_mean_beta,XIST_TPM,Classification,Secondary_Class
TCGA-CV-6952-01,0.440030578,0.096010316,22.24023304,HNSC,
TCGA-RC-A7S9-01,0.44284862,0.066306616,112.5638681,LIHC,
TCGA-E9-A1N4-01,0.341544233,0.057840905,103.2787762,BRCA,
TCGA-UY-A78M-01,0.33882589,0.058228723,221.4903448,BLCA,
TCGA-C5-A1ME-01,0.479663992,0.121690194,340.7807423,CESC,
TCGA-BH-A28Q-01,0.45999599,0.081337069,122.3610007,BRCA,
TCGA-AQ-A0Y5-01,0.338710195,0.063361444,59.75137468,BRCA,
TCGA-D3-A1Q7-06,0.444434825,0.08971502,58.50954119,SKCM,
TCGA-C8-A26X-01,0.426077051,0.115621982,33.4399318,BRCA,
TCGA-EI-6514-01,0.403276924,0.060408564,30.69006933,READ,
TCGA-E6-A2P8-01,0.496940928,0.084194313,22.31125868,UCEC,
TCGA-CV-7438-01,0.393583056,0.092108847,8.130815172,HNSC,
TCGA-OR-A5JQ-01,0.274060835,0.065071676,21.43059499,ACC,
TCGA-GM-A4E0-01,0.418939064,0.103259492,241.5871651,BRCA,
TCGA-FS-A1ZZ-06,0.166206727,0.071516954,76.76091481,SKCM,
TCGA-61-1743-01,0.528578175,0.04257917,83.85936496,OV,
TCGA-55-7726-01,0.384906045,0.113482259,71.54108037,LUAD,
TCGA-BC-A10X-01,0.372178506,0.078355908,21.15167486,LIHC,
TCGA-39-5031-01,0.386794331,0.068009435,33.83161165,LUSC,
TCGA-DU-A6S6-01,0.397412789,0.080522072,177.7616127,LGG,
TCGA-C8-A12U-01,0.1895095,0.084523196,20.83157478,BRCA,
TCGA-XF-AAMW-01,0.39644038,0.06059033,147.6768628,BLCA,
TCGA-61-1737-01,0.215307517,0.051813953,6.730902692,OV,
TCGA-13-1509-01,0.203986103,0.076599838,11.87125042,OV,
TCGA-A2-A0CU-01,0.430760214,0.072131045,131.9730922,BRCA,
TCGA-09-2053-01,0.2056658,0.055236264,19.73110707,OV,
TCGA-S7-A7WP-01,0.25183497,0.058835652,16.73155932,PCPG,
TCGA-FB-A4P5-01,0.395513408,0.084155166,152.5988204,PAAD,
TCGA-BJ-A28V-01,0.41878288,0.075177168,164.1305516,THCA,
TCGA-AR-A24V-01,0.378270348,0.081181546,75.36903417,BRCA,
TCGA-E2-A1LA-01,0.346223319,0.071790709,97.57231818,BRCA,
TCGA-UY-A8OD-01,0.203640206,0.076844234,42.86118998,BLCA,
TCGA-A6-5667-01,0.177550419,0.068984162,3.130948981,COAD,
TCGA-FY-A3R7-01,0.402779014,0.072775969,74.55845192,THCA,
TCGA-BH-A1F8-01,0.370881368,0.070729169,10.08123163,BRCA,
TCGA-AO-A12F-01,0.071801492,0.057808853,14.04125516,BRCA,
TCGA-CD-5803-01,0.381600597,0.127319952,10.49114328,STAD,
TCGA-14-1034-09,0.475886511,0.06613192,52.89701587,GBM,
TCGA-Q1-A73O-01,0.476954154,0.074394044,216.2415578,CESC,
TCGA-VQ-A8PB-01,0.40693789,0.068558859,15.11071477,STAD,
TCGA-55-7283-01,0.40833213,0.138845047,15.64142447,LUAD,
TCGA-LL-A440-01,0.427667992,0.075124707,178.6509778,BRCA,
TCGA-B6-A0RG-01,0.225418699,0.063776541,70.69322238,BRCA,
TCGA-VG-A8LO-01,0.247784621,0.051950967,175.6305493,OV,
TCGA-GK-A6C7-01,0.405036412,0.068098698,95.33935764,KIRC,
TCGA-34-5234-01,0.427889901,0.080443661,5.14082535,LUSC,
TCGA-TQ-A8XE-09,0.394216898,0.065605974,319.1243077,LGG,
TCGA-EM-A3FK-01,0.360963733,0.061618018,65.49895571,THCA,
TCGA-DX-A7EF-01,0.194230292,0.061547624,25.84117919,SARC,
TCGA-AB-2845-03,0.439795085,0.076313445,462.8176263,LAML,
TCGA-W5-AA36-01,0.475081798,0.095230869,242.5939901,CHOL,
TCGA-HT-7606-01,0.311728396,0.070084333,277.0687133,LGG,
TCGA-64-1679-01,0.363324187,0.107502831,11.38135167,LUAD,
TCGA-24-1546-01,0.396780226,0.045664148,30.38105365,OV,
TCGA-85-A513-01,0.48345043,0.090198486,416.4212843,LUSC,
TCGA-36-1575-01,0.194388987,0.039305484,112.3300413,OV,
TCGA-XF-AAMQ-01,0.449510981,0.090473525,121.6506316,BLCA,
TCGA-A8-A082-01,0.467230151,0.066216243,77.49331737,BRCA,
TCGA-AP-A3K1-01,0.154015037,0.064087592,13.47113963,UCEC,
TCGA-AO-A0J7-01,0.358130928,0.069769324,148.0868781,BRCA,
TCGA-C5-A7UI-01,0.491612106,0.075518047,244.1797921,CESC,
TCGA-61-2095-01,0.493877177,0.045040841,115.5200931,OV,
TCGA-AN-A0FZ-01,0.344976122,0.063758475,87.42051669,BRCA,
TCGA-62-8402-01,0.479791144,0.108856078,1139.748662,LUAD,
TCGA-AQ-A1H2-01,0.443451567,0.063499911,155.9889474,BRCA,
TCGA-DX-A3UC-01,0.347754975,0.051337315,198.996604,SARC,
TCGA-EW-A1P6-01,0.417990995,0.06004517,88.35868238,BRCA,
TCGA-FG-A70Y-01,0.378678009,0.078339434,172.9966151,LGG,
TCGA-61-1918-01,0.474831978,0.040294262,86.37249144,OV,
TCGA-55-6981-01,0.422763144,0.156646621,49.92186753,LUAD,
TCGA-B6-A408-01,0.436099697,0.064541258,269.6417344,BRCA,
TCGA-CV-7413-01,0.371787732,0.076886746,43.03981585,HNSC,
TCGA-NF-A4WX-01,0.076166028,0.054976182,4.141059695,UCS,
TCGA-AR-A24U-01,0.369308775,0.094422801,25.16069729,BRCA,
TCGA-EW-A1PC-01,0.301424573,0.074747304,116.2349404,BRCA,
TCGA-L9-A443-01,0.357167256,0.121680085,118.9408104,LUAD,
TCGA-E8-A3X7-01,0.440603648,0.072776171,135.6739563,THCA,
TCGA-VS-A9V4-01,0.375240578,0.072402837,95.33935764,CESC,
TCGA-DU-7018-01,0.439980051,0.093699395,82.03115292,LGG,
TCGA-13-0913-02,0.30859071,0.05117473,33.80114001,OV,
TCGA-BH-A1FU-01,0.415696317,0.095161305,26.22189419,BRCA,
TCGA-D8-A27I-01,0.369254124,0.087508476,49.97033553,BRCA,
TCGA-A2-A04T-01,0.396313448,0.062316965,112.9624912,BRCA,
TCGA-13-1403-01,0.409955269,0.036066272,68.62203477,OV,
TCGA-A8-A086-01,0.382640401,0.056012617,57.59213899,BRCA,
TCGA-04-1365-01,0.436156684,0.044344338,71.60061132,OV,
TCGA-DX-AB2X-01,0.422658914,0.070535754,30.18165474,SARC,
TCGA-WB-A821-01,0.293346973,0.057574662,87.65108229,PCPG,
TCGA-30-1862-01,0.217118629,0.046564124,7.58106219,OV,
TCGA-C8-A131-01,0.309475703,0.074985273,33.33116873,BRCA,
TCGA-A7-A6VW-01,0.227406458,0.077208931,16.50121099,BRCA,
TCGA-C5-A905-01,0.537258623,0.050075602,136.2771622,CESC,
TCGA-A2-A3KD-01,0.376702907,0.07355959,49.88036095,BRCA,
TCGA-BH-A18V-09,0.274823025,0.071559506,22.82637386,BRCA,
TCGA-A5-A2K3-01,0.433654458,0.112686585,60.74105241,UCEC,
TCGA-80-5607-01,0.468438805,0.143680017,56.02116187,LUAD,
TCGA-ET-A40P-01,0.400453507,0.056836846,424.0527707,THCA,
TCGA-3B-A9HR-01,0.378668653,0.060297377,190.6390689,SARC,
TCGA-24-1428-01,0.157242053,0.059503402,108.6993874,OV,
TCGA-LN-A8I1-01,0.308078497,0.065741426,216.9471765,ESCA,
TCGA-RW-A68F-01,0.207138879,0.07753989,182.8858948,PCPG,
TCGA-76-4929-01,0.515500808,0.06471119,134.2892491,GBM,
TCGA-61-2002-01,0.26585857,0.054692551,5.780923576,OV,
TCGA-DU-A5TY-01,0.416643522,0.069735802,212.6445398,LGG,
TCGA-E2-A109-01,0.288945763,0.077837918,216.81188,BRCA,
TCGA-FD-A5BU-01,0.424421377,0.070604507,57.14280693,BLCA,
TCGA-E2-A1AZ-01,0.327303548,0.068499678,41.69203826,BRCA,
TCGA-D8-A1Y1-01,0.206775654,0.063072195,25.57034995,BRCA,
TCGA-62-A46O-01,0.253526438,0.109341167,155.2446778,LUAD,
TCGA-LL-A6FP-01,0.092383941,0.056957163,4.820891632,BRCA,
TCGA-EE-A29H-06,0.280356249,0.077127524,34.93981344,SKCM,
TCGA-19-2619-01,0.419808363,0.05677372,104.2641949,GBM,
TCGA-55-8096-01,0.368578419,0.108312204,116.4607496,LUAD,
TCGA-IE-A4EJ-01,0.336908672,0.059276521,57.51235465,SARC,
TCGA-13-0883-01,0.379233615,0.056802236,73.00887782,OV,
TCGA-RA-A741-01,0.433973351,0.07622414,225.4244201,CESC,
TCGA-A7-A4SF-01,0.370522417,0.084694341,63.00087671,BRCA,
TCGA-B0-5691-01,0.424138614,0.081172093,56.44210935,KIRC,
TCGA-3L-AA1B-01,0.43640916,0.092098381,360.0616159,COAD,
TCGA-AO-A12D-01,0.268998202,0.079339058,141.1220878,BRCA,
TCGA-86-7714-01,0.429997269,0.11626575,40.86234233,LUAD,
TCGA-A6-6651-01,0.340117933,0.089783361,12.72064571,COAD,
TCGA-E2-A1L9-01,0.401028854,0.06496633,223.108242,BRCA,
TCGA-25-2404-01,0.364703003,0.049003313,19.23150816,OV,
TCGA-GM-A3NW-01,0.468368686,0.079256642,138.515153,BRCA,
TCGA-DX-A23T-01,0.374765907,0.067001274,50.34232702,SARC,
TCGA-EB-A82B-01,0.375783575,0.067744382,7.041095938,SKCM,
TCGA-A2-A1G0-01,0.422703476,0.066477856,127.0189554,BRCA,
TCGA-VS-A9U6-01,0.312383226,0.065007941,21.8309045,CESC,
TCGA-DX-A6BF-01,0.415301303,0.056926565,229.6829571,SARC,
TCGA-BH-A0BO-01,0.351127831,0.072802196,116.4203944,BRCA,
TCGA-44-7672-01,0.446655336,0.148708264,23.7606105,LUAD,
TCGA-AC-A3QP-01,0.364520534,0.071734925,38.6099291,BRCA,
TCGA-DU-5874-01,0.419984593,0.103440334,239.4864133,LGG,
TCGA-ET-A39J-01,0.21463917,0.06580589,5.411017848,THCA,
TCGA-DD-AAE0-01,0.462706673,0.079182154,110.170946,LIHC,
TCGA-N6-A4VD-01,0.237897268,0.053853117,168.4060316,UCS,
TCGA-B6-A0IK-01,0.381330684,0.079080786,59.44979788,BRCA,
TCGA-FU-A5XV-01,0.250885692,0.068951551,9.021078983,CESC,
TCGA-ET-A2MY-01,0.449669544,0.076838894,158.0130607,THCA,
TCGA-C5-A1BL-01,0.419945996,0.090353636,132.7437384,CESC,
TCGA-E2-A15F-01,0.400758287,0.072470708,172.4219934,BRCA,
TCGA-CJ-4892-01,0.421579224,0.075028172,174.1153999,KIRC,
TCGA-IB-A5SS-01,0.309535344,0.0612463,11.61083642,PAAD,
TCGA-AB-2927-03,0.425918048,0.069268542,297.8412983,LAML,
TCGA-29-1696-01,0.503637852,0.040377576,70.39006924,OV,
TCGA-G8-6324-01,0.398322156,0.068068216,215.7774063,DLBC,
TCGA-EM-A2OW-01,0.392159801,0.066399057,107.5303424,THCA,
TCGA-DD-A4NS-01,0.36576272,0.089758933,105.120483,LIHC,
TCGA-55-7724-01,0.407195366,0.121753765,46.73074072,LUAD,
TCGA-BI-A0VS-01,0.407596077,0.087617639,116.9298938,CESC,
TCGA-BR-4361-01,0.455505435,0.07878174,28.71036964,STAD,
TCGA-AB-2884-03,0.478901168,0.059643652,294.0463964,LAML,
TCGA-AB-2978-03,0.493805311,0.047784424,117.2382883,LAML,
TCGA-B6-A0IH-01,0.355027519,0.085657054,100.2112036,BRCA,
TCGA-A2-A1FW-01,0.420904807,0.07480423,357.2524265,BRCA,
TCGA-23-1119-01,0.399792631,0.054561906,76.94203062,OV,
TCGA-RW-A688-01,0.372162997,0.054603471,166.5255804,PCPG,
TCGA-EL-A3H1-01,0.362151144,0.072463316,116.9217891,THCA,
TCGA-BR-8080-01,0.394044641,0.085200623,16.88066694,STAD,
TCGA-E9-A1RI-01,0.440979772,0.083430845,320.282242,BRCA,
TCGA-HV-A5A6-01,0.407652931,0.05922839,258.3351241,PAAD,
TCGA-5N-A9KI-01,0.419586204,0.058468891,92.69373963,BLCA,
TCGA-AO-A12H-01,0.326056882,0.065758796,64.4317556,BRCA,
TCGA-3B-A9HX-01,0.241252544,0.058293179,12.87142608,SARC,
TCGA-AC-A2QH-01,0.417124713,0.087183258,150.4629488,BRCA,
TCGA-FD-A3B3-01,0.404289474,0.076138591,89.97173882,BLCA,
TCGA-A2-A04P-01,0.406016669,0.061166651,108.0908056,BRCA,
TCGA-CE-A27D-01,0.389071676,0.083076919,46.53034568,THCA,
TCGA-C5-A1MF-01,0.548416442,0.082454089,108.0383723,CESC,
TCGA-SR-A6MS-01,0.293184727,0.057452475,90.24030258,PCPG,
TCGA-2Y-A9H5-01,0.426678902,0.088705184,86.64232186,LIHC,
TCGA-BP-5177-01,0.361545124,0.061216551,75.9722161,KIRC,
TCGA-KL-8325-01,0.440610326,0.0594218,69.85057081,KICH,
TCGA-OR-A5JY-01,0.277986718,0.058766898,186.8452399,ACC,
TCGA-CQ-5330-01,0.498146206,0.105163122,43.32116093,HNSC,
TCGA-24-1842-01,0.367666456,0.050194222,34.39197353,OV,
TCGA-E9-A1N3-01,0.468987965,0.16473602,118.0046582,BRCA,
TCGA-AB-2896-03,0.532289439,0.049051873,354.391453,LAML,
TCGA-SI-AA8C-01,0.436983713,0.051314127,278.0691721,SARC,
TCGA-C8-A12K-01,0.355287016,0.077736658,149.3341178,BRCA,
TCGA-24-2280-01,0.234460216,0.050163794,37.73156408,OV,
TCGA-DK-A3X1-01,0.348160409,0.071572858,108.4209693,BLCA,
TCGA-IB-A5SQ-01,0.347344126,0.076047941,32.76082993,PAAD,
TCGA-55-8514-01,0.353534495,0.095909186,91.72861807,LUAD,
TCGA-DA-A1I5-06,0.329131857,0.067924024,28.28176004,SKCM,
TCGA-63-A5MR-01,0.432422262,0.063033728,92.35383722,LUSC,
TCGA-EE-A3JB-06,0.284716895,0.067531903,43.22218197,SKCM,
TCGA-13-0714-01,0.426640607,0.075877645,10.48096755,OV,
TCGA-DJ-A3UZ-01,0.377585041,0.084059135,292.7245631,THCA,
TCGA-E9-A1R0-01,0.440447741,0.105459122,68.97970243,BRCA,
TCGA-34-5928-01,0.318077272,0.074803628,5.14082535,LUSC,
TCGA-36-1581-01,0.306044682,0.051507404,65.06906869,OV,
TCGA-49-AARQ-01,0.419408684,0.108630784,895.8416921,LUAD,
TCGA-HT-A5RA-01,0.412141006,0.063331323,81.58884431,LGG,
TCGA-KT-A7W1-01,0.46636833,0.060479932,170.2841092,LGG,
TCGA-92-8065-01,0.411760091,0.076945096,54.5497243,LUSC,
TCGA-EL-A3CN-01,0.310619471,0.077552741,17.16145537,THCA,
TCGA-AJ-A3NC-01,0.48061297,0.061546158,362.3650489,UCEC,
TCGA-IB-7891-01,0.385089237,0.084442289,17.78143682,PAAD,
TCGA-24-1470-01,0.287379354,0.047508572,9.12105054,OV,
TCGA-61-1914-01,0.397912392,0.043748303,6.741174636,OV,
TCGA-AG-4021-01,0.245970591,0.057957427,6.521030647,READ,
TCGA-B8-A54F-01,0.40934885,0.064963798,204.9175872,KIRC,
TCGA-ET-A3BQ-01,0.348623541,0.059899523,119.2379775,THCA,
TCGA-DK-A1AF-01,0.383314299,0.08839901,38.08101428,BLCA,
TCGA-KD-A5QS-01,0.259827966,0.052290001,4.151118165,SARC,
TCGA-24-0982-01,0.178579635,0.053624337,9.990798584,OV,
TCGA-3T-AA9L-01,0.364220957,0.071795029,1042.188121,THYM,
TCGA-PL-A8LY-01,0.410819016,0.056402485,256.4084506,BRCA,
TCGA-FV-A495-01,0.317564031,0.076487907,164.1646852,LIHC,
TCGA-A8-A08B-01,0.402335838,0.058674622,18.27120653,BRCA,
TCGA-FG-A6J1-01,0.399646916,0.08080754,484.8181838,LGG,
TCGA-DJ-A4V4-01,0.382833787,0.053070711,204.4352265,THCA,
TCGA-EO-A22Y-01,0.377306007,0.071622867,160.7862248,UCEC,
TCGA-2F-A9KW-01,0.470004155,0.061558969,260.4567471,BLCA,
TCGA-EA-A410-01,0.415431047,0.057719503,115.7685845,CESC,
TCGA-ED-A7XP-01,0.428607494,0.066448028,104.2714222,LIHC,
TCGA-BR-4370-01,0.434073186,0.096376726,92.64877526,STAD,
TCGA-BR-8382-01,0.459652821,0.097680194,55.29970963,STAD,
TCGA-DI-A2QY-01,0.417349047,0.065938131,280.2168694,UCEC,
TCGA-DS-A0VM-01,0.370698177,0.078581923,173.5731519,CESC,
TCGA-BR-A4CR-01,0.220000828,0.059383671,4.910942736,STAD,
TCGA-DY-A1DF-01,0.421807635,0.061191234,487.750655,READ,
TCGA-KF-A41W-01,0.306824553,0.055017034,35.35151161,SARC,
TCGA-IN-A7NT-01,0.373392452,0.07787779,75.60973013,STAD,
TCGA-AR-A250-01,0.261489223,0.085329135,27.38093866,BRCA,
TCGA-24-2023-01,0.144581205,0.040917611,4.461101583,OV,
TCGA-B6-A0X5-01,0.237225073,0.068134827,114.8574001,BRCA,
TCGA-AC-A8OQ-01,0.345134508,0.082420525,68.5412216,BRCA,
TCGA-OL-A5RX-01,0.406307857,0.076548407,144.2972505,BRCA,
TCGA-IR-A3LB-01,0.237330563,0.075381019,67.8228733,CESC,
TCGA-CV-7104-01,0.332776828,0.078142633,3.821131746,HNSC,
TCGA-CN-5373-01,0.436205858,0.094031148,12.41059174,HNSC,
TCGA-PR-A5PG-01,0.297856417,0.053751146,91.25932008,PCPG,
TCGA-DC-6154-01,0.412459399,0.076572794,93.70797966,READ,
TCGA-EB-A5SG-06,0.378135293,0.07178026,15.42073901,SKCM,
TCGA-MU-A8JM-01,0.511229136,0.075743451,123.9745347,CESC,
TCGA-24-2281-01,0.429196035,0.048189483,32.86089798,OV,
TCGA-30-1866-01,0.214640532,0.035669934,21.00120204,OV,
TCGA-XS-A8TJ-01,0.496266981,0.084307527,195.8085566,CESC,
TCGA-DM-A285-01,0.404220857,0.092365358,62.90051831,COAD,
TCGA-WN-AB4C-01,0.353294754,0.062845793,473.0667655,KIRP,
TCGA-A2-A0SY-01,0.487858293,0.079563779,33.12158941,BRCA,
TCGA-34-8456-01,0.348441753,0.07594054,86.82869525,LUSC,
TCGA-A2-A0D2-01,0.450738977,0.066771533,76.151471,BRCA,
TCGA-AR-A256-01,0.214250421,0.067373391,11.53063452,BRCA,
TCGA-AB-2819-03,0.478377942,0.057973998,191.5795819,LAML,
TCGA-FY-A3RA-01,0.257264451,0.064537754,150.53968,THCA,
TCGA-B6-A0RP-01,0.290499995,0.085714847,22.96078402,BRCA,
TCGA-DS-A1OB-01,0.436914144,0.08926068,60.7326325,CESC,
TCGA-BR-8060-01,0.294890797,0.059082666,17.2114889,STAD,
TCGA-97-7553-01,0.367227375,0.108855542,40.34170069,LUAD,
TCGA-HT-A615-01,0.443166985,0.078172334,319.8385441,LGG,
TCGA-PJ-A5Z8-01,0.379488356,0.069808445,35.71108345,KIRP,
TCGA-NF-A5CP-01,0.410609087,0.063542872,107.4334914,UCS,
TCGA-31-1944-01,0.395411015,0.044629489,45.65180506,OV,
TCGA-09-1669-01,0.499450434,0.055135675,133.1215199,OV,
TCGA-24-1923-01,0.28897653,0.038634128,30.98074646,OV,
TCGA-DJ-A13S-01,0.426441659,0.069410069,59.03914813,THCA,
TCGA-CV-7236-01,0.388347957,0.074061497,15.70116823,HNSC,
TCGA-BH-A8FY-01,0.449252809,0.070764841,399.5410702,BRCA,
TCGA-E9-A1R6-01,0.394646562,0.085167305,96.66354504,BRCA,
TCGA-HT-7681-01,0.409388954,0.077268331,95.06879703,LGG,
TCGA-EA-A411-01,0.372335527,0.066851279,213.5159448,CESC,
TCGA-MT-A51W-01,0.326879156,0.072222529,15.27076043,HNSC,
TCGA-AX-A2IN-01,0.420028303,0.074363066,25.1101719,UCEC,
TCGA-E9-A1R7-01,0.265452096,0.074645174,7.790954018,BRCA,
TCGA-V4-A9EU-01,0.096348212,0.05439394,4.31093258,UVM,
TCGA-NA-A4R0-01,0.432113936,0.072325662,145.2807756,UCS,
TCGA-3U-A98E-01,0.181274107,0.07213514,22.15100115,MESO,
TCGA-EY-A2ON-01,0.440371229,0.092549826,152.3451752,UCEC,
TCGA-FG-A60J-01,0.420502544,0.085593595,193.7160929,LGG,
TCGA-CJ-4916-01,0.402527272,0.062543352,133.2877146,KIRC,
TCGA-E2-A1IK-01,0.356643441,0.062269973,26.07146956,BRCA,
TCGA-A2-A0CR-01,0.426865517,0.086013817,166.8953559,BRCA,
TCGA-55-6985-01,0.37913475,0.114204393,21.18101764,LUAD,
TCGA-HT-7680-01,0.423149161,0.065268159,21.03033607,LGG,
TCGA-49-4501-01,0.463372689,0.059119927,18.55067786,LUAD,
TCGA-C8-A1HM-01,0.29264704,0.075081977,119.9093211,BRCA,
TCGA-CV-6003-01,0.416687508,0.08187041,38.3804574,HNSC,
TCGA-C5-A1M8-01,0.116412325,0.080622631,7.520872295,CESC,
TCGA-AB-2862-03,0.460240097,0.065793921,223.5416737,LAML,
TCGA-AB-2803-03,0.451272994,0.059409267,181.5345071,LAML,
TCGA-FS-A1YX-06,0.353531195,0.077846621,103.3575523,SKCM,
TCGA-24-1416-01,0.327812981,0.057103851,36.52215527,OV,
TCGA-3B-A9I1-01,0.332706908,0.063938811,127.2039799,SARC,
TCGA-A8-A092-01,0.374865305,0.0606999,57.07946866,BRCA,
TCGA-24-2271-01,0.46197615,0.05376016,145.5731021,OV,
TCGA-OL-A5RU-01,0.419894524,0.08885036,140.6338425,BRCA,
TCGA-25-1630-01,0.428174343,0.046691403,29.01043453,OV,
TCGA-E2-A1IL-01,0.475711081,0.075206181,116.0497818,BRCA,
TCGA-AO-A0JG-01,0.380097421,0.073514566,92.75158304,BRCA,
TCGA-CS-6667-01,0.260664253,0.083534656,36.24223446,LGG,
TCGA-CR-7383-01,0.396646807,0.089504098,28.38191441,HNSC,
TCGA-C5-A1M5-01,0.336816489,0.079986013,23.41076219,CESC,
TCGA-DK-A1A7-01,0.224635235,0.07751445,5.330977156,BLCA,
TCGA-24-1564-01,0.372293737,0.048060248,35.19015589,OV,
TCGA-A2-A0D1-01,0.484233466,0.067157468,140.0016481,BRCA,
TCGA-A7-A4SC-01,0.4463322,0.092335765,211.8060517,BRCA,
TCGA-BH-A0HI-01,0.463429789,0.07816844,28.83002135,BRCA,
TCGA-XD-AAUH-01,0.398193387,0.078326424,150.0604521,PAAD,
TCGA-GM-A3XL-01,0.449896672,0.067393581,158.2432334,BRCA,
TCGA-E2-A1LE-01,0.321519332,0.087421214,19.03127087,BRCA,
TCGA-KO-8415-01,0.170802765,0.063605767,4.800883741,KICH,
TCGA-A7-A0DC-01,0.400604838,0.06058104,175.5311604,BRCA,
TCGA-NG-A4VW-01,0.40671089,0.059944331,44.86131484,UCS,
TCGA-04-1648-01,0.422881615,0.041719134,96.36250549,OV,
TCGA-E9-A248-01,0.41837908,0.094526854,73.36906527,BRCA,
TCGA-CS-5397-01,0.477109029,0.068179375,47.76228655,LGG,
TCGA-DR-A0ZM-01,0.391598689,0.075495252,304.247163,CESC,
TCGA-B6-A0WZ-01,0.46299372,0.080461119,142.0839712,BRCA,
TCGA-24-1418-01,0.17729854,0.077976221,4.200904532,OV,
TCGA-FE-A23A-01,0.427756565,0.074732324,202.0824185,THCA,
TCGA-OR-A5J9-01,0.241210104,0.071354886,10.83104096,ACC,
TCGA-CJ-4893-01,0.46814815,0.074693116,50.1612015,KIRC,
TCGA-HT-7686-01,0.390986077,0.073339323,39.68989939,LGG,
TCGA-VD-AA8T-01,0.402708861,0.051371078,148.0971431,UVM,
TCGA-DV-5566-01,0.415384116,0.074405759,42.2623182,KIRC,
TCGA-AN-A0FL-01,0.496452513,0.050512487,25.30060537,BRCA,
TCGA-61-1911-01,0.21988194,0.051386614,12.99063457,OV,
TCGA-DJ-A2PU-01,0.246163202,0.064257015,62.18953824,THCA,
TCGA-BT-A20U-01,0.468032311,0.096842245,158.550652,BLCA,
TCGA-FU-A23L-01,0.380815882,0.072484875,99.33980433,CESC,
TCGA-A1-A0SG-01,0.279321337,0.06578968,12.24057988,BRCA,
TCGA-C5-A1BM-01,0.458272361,0.08815696,66.44091331,CESC,
TCGA-EL-A3MX-01,0.409255437,0.060955604,688.5893225,THCA,
TCGA-B7-5816-01,0.392500836,0.114881117,10.01090155,STAD,
TCGA-VM-A8C8-01,0.406847526,0.065313256,225.0653261,LGG,
TCGA-C8-A3M7-01,0.383435614,0.080445898,111.5927894,BRCA,
TCGA-AO-A0J6-01,0.3570639,0.069080819,5.381095832,BRCA,
TCGA-AC-A3QQ-01,0.429565336,0.07205606,91.31933142,BRCA,
TCGA-E2-A15T-01,0.276392219,0.068736867,93.13812927,BRCA,
TCGA-CR-7388-01,0.403352401,0.081124407,28.81004482,HNSC,
TCGA-RN-A68Q-01,0.380769477,0.053608113,129.9488449,SARC,
TCGA-2Y-A9H2-01,0.378887539,0.081540633,179.4950191,LIHC,
TCGA-BP-4782-01,0.436736086,0.062081442,31.55069762,KIRC,
TCGA-CV-A45Q-01,0.497349462,0.090164462,55.21927343,HNSC,
TCGA-44-5644-01,0.19373702,0.095545119,11.5907338,LUAD,
TCGA-KD-A5QU-01,0.340458245,0.05311084,113.464722,SARC,
TCGA-EE-A29Q-06,0.200233445,0.063474291,4.240986822,SKCM,
TCGA-B0-4824-01,0.38481213,0.070947733,255.69852,KIRC,
TCGA-EY-A549-01,0.506248608,0.058726151,170.8752928,UCEC,
TCGA-AR-A1AH-01,0.299438729,0.06480866,311.4161599,BRCA,
TCGA-HZ-8003-01,0.370021195,0.08133911,28.10003457,PAAD,
TCGA-FB-AAPU-01,0.417367945,0.072290234,133.7411855,PAAD,
TCGA-EW-A423-01,0.459789172,0.063722261,270.0719505,BRCA,
TCGA-CM-6164-01,0.434833432,0.080091102,189.2172752,COAD,
TCGA-13-0720-01,0.355513355,0.074068899,146.9926288,OV,
TCGA-AN-A046-01,0.442694499,0.081756873,115.8649182,BRCA,
TCGA-50-5944-01,0.374565833,0.107245857,15.49144698,LUAD,
TCGA-09-1665-01,0.149856169,0.052977925,118.2502973,OV,
TCGA-FS-A4F2-06,0.253408606,0.061576037,112.8529249,SKCM,
TCGA-R6-A6DQ-01,0.298154686,0.07224841,15.43143155,ESCA,
TCGA-B0-4842-01,0.432638501,0.069050117,87.49326128,KIRC,
TCGA-C5-A2LZ-01,0.477950538,0.080849416,182.8858948,CESC,
TCGA-E2-A152-01,0.344585719,0.067991829,61.8799446,BRCA,
TCGA-09-0369-01,0.157071281,0.069699973,83.71997641,OV,
TCGA-DS-A3LQ-01,0.195819205,0.065097509,5.650975757,CESC,
TCGA-HT-8012-01,0.455294802,0.094801829,287.915171,LGG,
TCGA-E8-A419-01,0.415933528,0.07097499,164.1646852,THCA,
TCGA-E9-A1RC-01,0.46720512,0.161633428,137.520225,BRCA,
TCGA-WT-AB41-01,0.347854193,0.09814722,129.4633562,BRCA,
TCGA-ZF-A9R3-01,0.457488554,0.060262559,124.7849384,BLCA,
TCGA-78-7143-01,0.393964772,0.106682157,109.9801996,LUAD,
TCGA-AJ-A3OJ-01,0.440849802,0.090431975,69.84088813,UCEC,
TCGA-BP-4327-01,0.397145611,0.077108662,243.0147379,KIRC,
TCGA-LD-A7W6-01,0.438235184,0.073529414,251.9336463,BRCA,
TCGA-98-8020-01,0.388247077,0.065397642,18.29148119,LUSC,
TCGA-04-1338-01,0.19885697,0.050370862,9.12105054,OV,
TCGA-KR-A7K7-01,0.274174204,0.073806939,144.4273341,LIHC,
TCGA-AB-2914-03,0.517171506,0.075495154,346.641362,LAML,
