IDs,Sub_ID,Extension,Ref,Baitset
TCGA-FD-A3B6-01,TCGA-FD-A3B6,1,01,Agilent Custom
TCGA-CF-A5U8-01,TCGA-CF-A5U8,1,01,Agilent Custom
TCGA-BT-A20Q-01,TCGA-BT-A20Q,1,01,Agilent Custom
TCGA-FD-A6TK-01,TCGA-FD-A6TK,1,01,Agilent Custom
TCGA-DK-A3X2-01,TCGA-DK-A3X2,1,01,Agilent Custom
TCGA-CF-A9FM-01,TCGA-CF-A9FM,1,01,Agilent Custom
TCGA-CF-A47Y-01,TCGA-CF-A47Y,1,01,Agilent Custom
TCGA-CF-A27C-01,TCGA-CF-A27C,1,01,Agilent Custom
TCGA-K4-A5RJ-01,TCGA-K4-A5RJ,1,01,Agilent Custom
TCGA-DK-A6B1-01,TCGA-DK-A6B1,1,01,Agilent Custom
TCGA-2F-A9KT-01,TCGA-2F-A9KT,1,01,Agilent Custom
TCGA-FD-A6TI-01,TCGA-FD-A6TI,1,01,Agilent Custom
TCGA-ZF-AA4R-01,TCGA-ZF-AA4R,1,01,Agilent Custom
TCGA-DK-A1AE-01,TCGA-DK-A1AE,1,01,Agilent Custom
TCGA-DK-A3IU-01,TCGA-DK-A3IU,1,01,Agilent Custom
TCGA-GU-A763-01,TCGA-GU-A763,1,01,Agilent Custom
TCGA-FD-A5BR-01,TCGA-FD-A5BR,1,01,Agilent Custom
TCGA-4Z-AA7N-01,TCGA-4Z-AA7N,1,01,Agilent Custom
TCGA-CV-5976-01,TCGA-CV-5976,1,01,Agilent Custom
TCGA-CV-A6K0-01,TCGA-CV-A6K0,1,01,Agilent Custom
TCGA-CN-5361-01,TCGA-CN-5361,1,01,Agilent Custom
TCGA-MT-A7BN-01,TCGA-MT-A7BN,1,01,Agilent Custom
TCGA-CV-6956-01,TCGA-CV-6956,1,01,Agilent Custom
TCGA-DQ-5631-01,TCGA-DQ-5631,1,01,Agilent Custom
TCGA-CR-7369-01,TCGA-CR-7369,1,01,Agilent Custom
TCGA-QK-A6IG-01,TCGA-QK-A6IG,1,01,Agilent Custom
TCGA-T2-A6X2-01,TCGA-T2-A6X2,1,01,Agilent Custom
TCGA-CR-6492-01,TCGA-CR-6492,1,01,Agilent Custom
TCGA-QK-A6IF-01,TCGA-QK-A6IF,1,01,Agilent Custom
TCGA-HD-7753-01,TCGA-HD-7753,1,01,Agilent Custom
TCGA-CV-6943-01,TCGA-CV-6943,1,01,Agilent Custom
TCGA-CV-5444-01,TCGA-CV-5444,1,01,Agilent Custom
TCGA-CV-A6JN-01,TCGA-CV-A6JN,1,01,Agilent Custom
TCGA-CR-7380-01,TCGA-CR-7380,1,01,Agilent Custom
TCGA-DQ-7594-01,TCGA-DQ-7594,1,01,Agilent Custom
TCGA-CV-6933-01,TCGA-CV-6933,1,01,Agilent Custom
TCGA-BA-7269-01,TCGA-BA-7269,1,01,Agilent Custom
TCGA-MZ-A5BI-01,TCGA-MZ-A5BI,1,01,Agilent Custom
TCGA-CV-6937-01,TCGA-CV-6937,1,01,Agilent Custom
TCGA-CR-6471-01,TCGA-CR-6471,1,01,Agilent Custom
TCGA-CN-6017-01,TCGA-CN-6017,1,01,Agilent Custom
TCGA-CQ-5326-01,TCGA-CQ-5326,1,01,Agilent Custom
TCGA-CN-6998-01,TCGA-CN-6998,1,01,Agilent Custom
TCGA-HD-7832-01,TCGA-HD-7832,1,01,Agilent Custom
TCGA-CV-6436-01,TCGA-CV-6436,1,01,Agilent Custom
TCGA-CV-7097-01,TCGA-CV-7097,1,01,Agilent Custom
TCGA-CR-6467-01,TCGA-CR-6467,1,01,Agilent Custom
TCGA-DQ-7596-01,TCGA-DQ-7596,1,01,Agilent Custom
TCGA-CN-4733-01,TCGA-CN-4733,1,01,Agilent Custom
TCGA-HD-A633-01,TCGA-HD-A633,1,01,Agilent Custom
TCGA-CV-7437-01,TCGA-CV-7437,1,01,Agilent Custom
TCGA-QK-A6V9-01,TCGA-QK-A6V9,1,01,Agilent Custom
TCGA-IQ-A61I-01,TCGA-IQ-A61I,1,01,Agilent Custom
TCGA-CV-6962-01,TCGA-CV-6962,1,01,Agilent Custom
TCGA-CN-A6V3-01,TCGA-CN-A6V3,1,01,Agilent Custom
TCGA-UF-A7JC-01,TCGA-UF-A7JC,1,01,Agilent Custom
TCGA-CN-4725-01,TCGA-CN-4725,1,01,Agilent Custom
TCGA-CN-4735-01,TCGA-CN-4735,1,01,Agilent Custom
TCGA-CV-7423-01,TCGA-CV-7423,1,01,Agilent Custom
TCGA-MZ-A7D7-01,TCGA-MZ-A7D7,1,01,Agilent Custom
TCGA-CV-7432-01,TCGA-CV-7432,1,01,Agilent Custom
TCGA-BA-4076-01,TCGA-BA-4076,1,01,Agilent Custom
TCGA-BA-A6DJ-01,TCGA-BA-A6DJ,1,01,Agilent Custom
TCGA-D6-6517-01,TCGA-D6-6517,1,01,Agilent Custom
TCGA-BB-7870-01,TCGA-BB-7870,1,01,Agilent Custom
TCGA-BA-6869-01,TCGA-BA-6869,1,01,Agilent Custom
TCGA-CQ-5323-01,TCGA-CQ-5323,1,01,Agilent Custom
TCGA-CV-5435-01,TCGA-CV-5435,1,01,Agilent Custom
TCGA-CQ-5332-01,TCGA-CQ-5332,1,01,Agilent Custom
TCGA-F7-A622-01,TCGA-F7-A622,1,01,Agilent Custom
TCGA-CV-5979-01,TCGA-CV-5979,1,01,Agilent Custom
TCGA-BA-A4IH-01,TCGA-BA-A4IH,1,01,Agilent Custom
TCGA-D6-A6EP-01,TCGA-D6-A6EP,1,01,Agilent Custom
TCGA-CV-7101-01,TCGA-CV-7101,1,01,Agilent Custom
TCGA-BA-A4IG-01,TCGA-BA-A4IG,1,01,Agilent Custom
TCGA-CR-6473-01,TCGA-CR-6473,1,01,Agilent Custom
TCGA-CV-A6JE-01,TCGA-CV-A6JE,1,01,Agilent Custom
TCGA-CQ-6220-01,TCGA-CQ-6220,1,01,Agilent Custom
TCGA-CQ-6229-01,TCGA-CQ-6229,1,01,Agilent Custom
TCGA-BA-A6DI-01,TCGA-BA-A6DI,1,01,Agilent Custom
TCGA-CV-6951-01,TCGA-CV-6951,1,01,Agilent Custom
TCGA-BB-A5HY-01,TCGA-BB-A5HY,1,01,Agilent Custom
TCGA-HD-7831-01,TCGA-HD-7831,1,01,Agilent Custom
TCGA-CQ-6223-01,TCGA-CQ-6223,1,01,Agilent Custom
TCGA-CV-6938-01,TCGA-CV-6938,1,01,Agilent Custom
TCGA-F7-A620-01,TCGA-F7-A620,1,01,Agilent Custom
TCGA-IQ-A61J-01,TCGA-IQ-A61J,1,01,Agilent Custom
TCGA-CV-A45X-01,TCGA-CV-A45X,1,01,Agilent Custom
TCGA-DQ-5630-01,TCGA-DQ-5630,1,01,Agilent Custom
TCGA-BA-6872-01,TCGA-BA-6872,1,01,Agilent Custom
TCGA-CQ-5325-01,TCGA-CQ-5325,1,01,Agilent Custom
TCGA-CV-6945-01,TCGA-CV-6945,1,01,Agilent Custom
TCGA-CR-5248-01,TCGA-CR-5248,1,01,Agilent Custom
TCGA-CV-7263-01,TCGA-CV-7263,1,01,Agilent Custom
TCGA-T2-A6X0-01,TCGA-T2-A6X0,1,01,Agilent Custom
TCGA-DQ-5629-01,TCGA-DQ-5629,1,01,Agilent Custom
TCGA-CR-7368-01,TCGA-CR-7368,1,01,Agilent Custom
TCGA-CQ-A4C6-01,TCGA-CQ-A4C6,1,01,Agilent Custom
TCGA-H7-A76A-01,TCGA-H7-A76A,1,01,Agilent Custom
TCGA-CN-A63V-01,TCGA-CN-A63V,1,01,Agilent Custom
TCGA-CR-7397-01,TCGA-CR-7397,1,01,Agilent Custom
TCGA-CN-6023-01,TCGA-CN-6023,1,01,Agilent Custom
TCGA-CQ-6224-01,TCGA-CQ-6224,1,01,Agilent Custom
TCGA-CN-5358-01,TCGA-CN-5358,1,01,Agilent Custom
TCGA-H7-8501-01,TCGA-H7-8501,1,01,Agilent Custom
TCGA-CR-7390-01,TCGA-CR-7390,1,01,Agilent Custom
TCGA-CQ-6222-01,TCGA-CQ-6222,1,01,Agilent Custom
TCGA-UF-A71E-01,TCGA-UF-A71E,1,01,Agilent Custom
TCGA-MT-A51X-01,TCGA-MT-A51X,1,01,Agilent Custom
TCGA-CQ-7065-01,TCGA-CQ-7065,1,01,Agilent Custom
TCGA-UF-A71A-01,TCGA-UF-A71A,1,01,Agilent Custom
TCGA-CV-6936-01,TCGA-CV-6936,1,01,Agilent Custom
TCGA-CN-6012-01,TCGA-CN-6012,1,01,Agilent Custom
TCGA-CN-A642-01,TCGA-CN-A642,1,01,Agilent Custom
TCGA-CV-A45Y-01,TCGA-CV-A45Y,1,01,Agilent Custom
TCGA-CN-6997-01,TCGA-CN-6997,1,01,Agilent Custom
TCGA-BB-7864-01,TCGA-BB-7864,1,01,Agilent Custom
TCGA-CN-5370-01,TCGA-CN-5370,1,01,Agilent Custom
TCGA-HD-8314-01,TCGA-HD-8314,1,01,Agilent Custom
TCGA-CR-6474-01,TCGA-CR-6474,1,01,Agilent Custom
TCGA-CV-7410-01,TCGA-CV-7410,1,01,Agilent Custom
TCGA-CV-7100-01,TCGA-CV-7100,1,01,Agilent Custom
TCGA-UF-A718-01,TCGA-UF-A718,1,01,Agilent Custom
TCGA-CV-7440-01,TCGA-CV-7440,1,01,Agilent Custom
TCGA-DQ-7588-01,TCGA-DQ-7588,1,01,Agilent Custom
TCGA-CV-6960-01,TCGA-CV-6960,1,01,Agilent Custom
TCGA-D6-6516-01,TCGA-D6-6516,1,01,Agilent Custom
TCGA-D6-6823-01,TCGA-D6-6823,1,01,Agilent Custom
TCGA-CN-6989-01,TCGA-CN-6989,1,01,Agilent Custom
TCGA-P3-A6T2-01,TCGA-P3-A6T2,1,01,Agilent Custom
TCGA-BA-5151-01,TCGA-BA-5151,1,01,Agilent Custom
TCGA-P3-A6T8-01,TCGA-P3-A6T8,1,01,Agilent Custom
TCGA-CQ-A4CB-01,TCGA-CQ-A4CB,1,01,Agilent Custom
TCGA-CR-5247-01,TCGA-CR-5247,1,01,Agilent Custom
TCGA-F7-A61V-01,TCGA-F7-A61V,1,01,Agilent Custom
TCGA-BA-A6D8-01,TCGA-BA-A6D8,1,01,Agilent Custom
TCGA-CV-7180-01,TCGA-CV-7180,1,01,Agilent Custom
TCGA-BA-A6DL-01,TCGA-BA-A6DL,1,01,Agilent Custom
TCGA-BA-A8YP-01,TCGA-BA-A8YP,1,01,Agilent Custom
TCGA-CV-7421-01,TCGA-CV-7421,1,01,Agilent Custom
TCGA-CV-6959-01,TCGA-CV-6959,1,01,Agilent Custom
TCGA-CV-7415-01,TCGA-CV-7415,1,01,Agilent Custom
TCGA-CQ-6227-01,TCGA-CQ-6227,1,01,Agilent Custom
TCGA-CR-7365-01,TCGA-CR-7365,1,01,Agilent Custom
TCGA-BA-5555-01,TCGA-BA-5555,1,01,Agilent Custom
TCGA-CV-7434-01,TCGA-CV-7434,1,01,Agilent Custom
TCGA-CV-7103-01,TCGA-CV-7103,1,01,Agilent Custom
TCGA-BA-A6DG-01,TCGA-BA-A6DG,1,01,Agilent Custom
TCGA-T2-A6WZ-01,TCGA-T2-A6WZ,1,01,Agilent Custom
TCGA-CV-A6JY-01,TCGA-CV-A6JY,1,01,Agilent Custom
TCGA-CN-6992-01,TCGA-CN-6992,1,01,Agilent Custom
TCGA-H7-8502-01,TCGA-H7-8502,1,01,Agilent Custom
TCGA-F7-A624-01,TCGA-F7-A624,1,01,Agilent Custom
TCGA-HD-7754-01,TCGA-HD-7754,1,01,Agilent Custom
TCGA-CV-A460-01,TCGA-CV-A460,1,01,Agilent Custom
TCGA-CN-6024-01,TCGA-CN-6024,1,01,Agilent Custom
TCGA-CV-A6K1-01,TCGA-CV-A6K1,1,01,Agilent Custom
TCGA-HD-A634-01,TCGA-HD-A634,1,01,Agilent Custom
TCGA-IQ-A6SH-01,TCGA-IQ-A6SH,1,01,Agilent Custom
TCGA-CQ-A4CD-01,TCGA-CQ-A4CD,1,01,Agilent Custom
TCGA-CN-5360-01,TCGA-CN-5360,1,01,Agilent Custom
TCGA-F7-A623-01,TCGA-F7-A623,1,01,Agilent Custom
TCGA-CQ-5334-01,TCGA-CQ-5334,1,01,Agilent Custom
TCGA-CR-6493-01,TCGA-CR-6493,1,01,Agilent Custom
TCGA-CN-6019-01,TCGA-CN-6019,1,01,Agilent Custom
TCGA-CV-6950-01,TCGA-CV-6950,1,01,Agilent Custom
TCGA-CR-7382-01,TCGA-CR-7382,1,01,Agilent Custom
TCGA-F7-8298-01,TCGA-F7-8298,1,01,Agilent Custom
TCGA-CN-6016-01,TCGA-CN-6016,1,01,Agilent Custom
TCGA-BA-5153-01,TCGA-BA-5153,1,01,Agilent Custom
TCGA-CV-7183-01,TCGA-CV-7183,1,01,Agilent Custom
TCGA-UF-A71B-01,TCGA-UF-A71B,1,01,Agilent Custom
TCGA-TN-A7HI-01,TCGA-TN-A7HI,1,01,Agilent Custom
TCGA-CR-6482-01,TCGA-CR-6482,1,01,Agilent Custom
TCGA-CV-5439-01,TCGA-CV-5439,1,01,Agilent Custom
TCGA-BA-6873-01,TCGA-BA-6873,1,01,Agilent Custom
TCGA-D6-6824-01,TCGA-D6-6824,1,01,Agilent Custom
TCGA-QK-A652-01,TCGA-QK-A652,1,01,Agilent Custom
TCGA-CQ-A4C7-01,TCGA-CQ-A4C7,1,01,Agilent Custom
TCGA-CV-5971-01,TCGA-CV-5971,1,01,Agilent Custom
TCGA-DQ-7589-01,TCGA-DQ-7589,1,01,Agilent Custom
TCGA-CV-5440-01,TCGA-CV-5440,1,01,Agilent Custom
TCGA-T3-A92N-01,TCGA-T3-A92N,1,01,Agilent Custom
TCGA-BB-7862-01,TCGA-BB-7862,1,01,Agilent Custom
TCGA-D6-8569-01,TCGA-D6-8569,1,01,Agilent Custom
TCGA-D6-A6EN-01,TCGA-D6-A6EN,1,01,Agilent Custom
TCGA-CV-7414-01,TCGA-CV-7414,1,01,Agilent Custom
TCGA-CR-7372-01,TCGA-CR-7372,1,01,Agilent Custom
TCGA-BB-7861-01,TCGA-BB-7861,1,01,Agilent Custom
TCGA-CV-A6JZ-01,TCGA-CV-A6JZ,1,01,Agilent Custom
TCGA-CV-7089-01,TCGA-CV-7089,1,01,Agilent Custom
TCGA-D6-A6ES-01,TCGA-D6-A6ES,1,01,Agilent Custom
TCGA-CV-7430-01,TCGA-CV-7430,1,01,Agilent Custom
TCGA-D6-6825-01,TCGA-D6-6825,1,01,Agilent Custom
TCGA-CV-7433-01,TCGA-CV-7433,1,01,Agilent Custom
TCGA-CX-A4AQ-01,TCGA-CX-A4AQ,1,01,Agilent Custom
TCGA-CN-A6V7-01,TCGA-CN-A6V7,1,01,Agilent Custom
TCGA-CQ-A4CA-01,TCGA-CQ-A4CA,1,01,Agilent Custom
TCGA-D6-8568-01,TCGA-D6-8568,1,01,Agilent Custom
TCGA-CV-6941-01,TCGA-CV-6941,1,01,Agilent Custom
TCGA-BA-6868-01,TCGA-BA-6868,1,01,Agilent Custom
TCGA-CV-5977-01,TCGA-CV-5977,1,01,Agilent Custom
TCGA-CR-6491-01,TCGA-CR-6491,1,01,Agilent Custom
TCGA-CR-7376-01,TCGA-CR-7376,1,01,Agilent Custom
TCGA-CV-7250-01,TCGA-CV-7250,1,01,Agilent Custom
TCGA-CN-5363-01,TCGA-CN-5363,1,01,Agilent Custom
TCGA-D6-A4ZB-01,TCGA-D6-A4ZB,1,01,Agilent Custom
TCGA-WA-A7H4-01,TCGA-WA-A7H4,1,01,Agilent Custom
TCGA-UF-A7J9-01,TCGA-UF-A7J9,1,01,Agilent Custom
TCGA-CR-7389-01,TCGA-CR-7389,1,01,Agilent Custom
TCGA-CR-7393-01,TCGA-CR-7393,1,01,Agilent Custom
TCGA-CV-A45R-01,TCGA-CV-A45R,1,01,Agilent Custom
TCGA-CN-6011-01,TCGA-CN-6011,1,01,Agilent Custom
TCGA-CQ-5324-01,TCGA-CQ-5324,1,01,Agilent Custom
TCGA-CV-5436-01,TCGA-CV-5436,1,01,Agilent Custom
TCGA-CR-6470-01,TCGA-CR-6470,1,01,Agilent Custom
TCGA-A3-3383-01,TCGA-A3-3383,1,01,Agilent Custom
TCGA-BP-4998-01,TCGA-BP-4998,1,01,Agilent Custom
TCGA-CJ-4869-01,TCGA-CJ-4869,1,01,Agilent Custom
TCGA-CZ-5985-01,TCGA-CZ-5985,1,01,Agilent Custom
TCGA-BP-4968-01,TCGA-BP-4968,1,01,Agilent Custom
TCGA-CJ-4903-01,TCGA-CJ-4903,1,01,Agilent Custom
TCGA-A3-3326-01,TCGA-A3-3326,1,01,Agilent Custom
TCGA-BP-5198-01,TCGA-BP-5198,1,01,Agilent Custom
TCGA-BP-4962-01,TCGA-BP-4962,1,01,Agilent Custom
TCGA-BP-4970-01,TCGA-BP-4970,1,01,Agilent Custom
TCGA-BP-4965-01,TCGA-BP-4965,1,01,Agilent Custom
TCGA-BP-4993-01,TCGA-BP-4993,1,01,Agilent Custom
TCGA-BP-5004-01,TCGA-BP-5004,1,01,Agilent Custom
TCGA-B0-5077-01,TCGA-B0-5077,1,01,Agilent Custom
TCGA-B0-5116-01,TCGA-B0-5116,1,01,Agilent Custom
TCGA-CJ-4907-01,TCGA-CJ-4907,1,01,Agilent Custom
TCGA-A3-3317-01,TCGA-A3-3317,1,01,Agilent Custom
TCGA-BP-4961-01,TCGA-BP-4961,1,01,Agilent Custom
TCGA-EU-5907-01,TCGA-EU-5907,1,01,Agilent Custom
TCGA-CW-6093-01,TCGA-CW-6093,1,01,Agilent Custom
TCGA-BP-5192-01,TCGA-BP-5192,1,01,Agilent Custom
TCGA-BP-5199-01,TCGA-BP-5199,1,01,Agilent Custom
TCGA-B8-5164-01,TCGA-B8-5164,1,01,Agilent Custom
TCGA-BP-5173-01,TCGA-BP-5173,1,01,Agilent Custom
TCGA-B4-5832-01,TCGA-B4-5832,1,01,Agilent Custom
TCGA-CZ-5987-01,TCGA-CZ-5987,1,01,Agilent Custom
TCGA-BP-5178-01,TCGA-BP-5178,1,01,Agilent Custom
TCGA-B2-4099-01,TCGA-B2-4099,1,01,Agilent Custom
TCGA-BP-5200-01,TCGA-BP-5200,1,01,Agilent Custom
TCGA-B0-5698-01,TCGA-B0-5698,1,01,Agilent Custom
TCGA-B4-5834-01,TCGA-B4-5834,1,01,Agilent Custom
TCGA-CJ-6027-01,TCGA-CJ-6027,1,01,Agilent Custom
TCGA-CZ-5989-01,TCGA-CZ-5989,1,01,Agilent Custom
TCGA-B0-5117-01,TCGA-B0-5117,1,01,Agilent Custom
TCGA-CZ-5984-01,TCGA-CZ-5984,1,01,Agilent Custom
TCGA-BP-5202-01,TCGA-BP-5202,1,01,Agilent Custom
TCGA-A3-3311-01,TCGA-A3-3311,1,01,Agilent Custom
TCGA-BP-5196-01,TCGA-BP-5196,1,01,Agilent Custom
TCGA-BP-5184-01,TCGA-BP-5184,1,01,Agilent Custom
TCGA-B8-5158-01,TCGA-B8-5158,1,01,Agilent Custom
TCGA-BP-4963-01,TCGA-BP-4963,1,01,Agilent Custom
TCGA-A3-3319-01,TCGA-A3-3319,1,01,Agilent Custom
TCGA-CW-6088-01,TCGA-CW-6088,1,01,Agilent Custom
TCGA-BP-4975-01,TCGA-BP-4975,1,01,Agilent Custom
TCGA-GL-8500-01,TCGA-GL-8500,1,01,Agilent Custom
TCGA-J7-6720-01,TCGA-J7-6720,1,01,Agilent Custom
TCGA-A4-7585-01,TCGA-A4-7585,1,01,Agilent Custom
TCGA-BQ-7060-01,TCGA-BQ-7060,1,01,Agilent Custom
TCGA-IZ-8195-01,TCGA-IZ-8195,1,01,Agilent Custom
TCGA-G7-6792-01,TCGA-G7-6792,1,01,Agilent Custom
TCGA-G7-6796-01,TCGA-G7-6796,1,01,Agilent Custom
TCGA-DW-7834-01,TCGA-DW-7834,1,01,Agilent Custom
TCGA-BQ-7046-01,TCGA-BQ-7046,1,01,Agilent Custom
TCGA-DW-7837-01,TCGA-DW-7837,1,01,Agilent Custom
TCGA-A4-8515-01,TCGA-A4-8515,1,01,Agilent Custom
TCGA-BQ-5886-01,TCGA-BQ-5886,1,01,Agilent Custom
TCGA-HE-7128-01,TCGA-HE-7128,1,01,Agilent Custom
TCGA-BQ-7044-01,TCGA-BQ-7044,1,01,Agilent Custom
TCGA-BQ-7055-01,TCGA-BQ-7055,1,01,Agilent Custom
TCGA-BQ-7062-01,TCGA-BQ-7062,1,01,Agilent Custom
TCGA-DZ-6134-01,TCGA-DZ-6134,1,01,Agilent Custom
TCGA-A4-8517-01,TCGA-A4-8517,1,01,Agilent Custom
TCGA-GL-6846-01,TCGA-GL-6846,1,01,Agilent Custom
TCGA-BQ-7051-01,TCGA-BQ-7051,1,01,Agilent Custom
TCGA-BQ-5892-01,TCGA-BQ-5892,1,01,Agilent Custom
TCGA-B9-4115-01,TCGA-B9-4115,1,01,Agilent Custom
TCGA-BQ-7045-01,TCGA-BQ-7045,1,01,Agilent Custom
TCGA-AL-3472-01,TCGA-AL-3472,1,01,Agilent Custom
TCGA-DW-7840-01,TCGA-DW-7840,1,01,Agilent Custom
TCGA-B1-5398-01,TCGA-B1-5398,1,01,Agilent Custom
TCGA-B9-5156-01,TCGA-B9-5156,1,01,Agilent Custom
TCGA-BQ-5887-01,TCGA-BQ-5887,1,01,Agilent Custom
TCGA-B9-5155-01,TCGA-B9-5155,1,01,Agilent Custom
TCGA-BQ-7059-01,TCGA-BQ-7059,1,01,Agilent Custom
TCGA-BQ-5882-01,TCGA-BQ-5882,1,01,Agilent Custom
TCGA-A4-8312-01,TCGA-A4-8312,1,01,Agilent Custom
TCGA-HT-7616-01,TCGA-HT-7616,1,01,Agilent Custom
TCGA-P5-A5F1-01,TCGA-P5-A5F1,1,01,Agilent Custom
TCGA-HT-7473-01,TCGA-HT-7473,1,01,Agilent Custom
TCGA-TQ-A7RU-01,TCGA-TQ-A7RU,1,01,Agilent Custom
TCGA-TM-A84S-01,TCGA-TM-A84S,1,01,Agilent Custom
TCGA-FG-8181-01,TCGA-FG-8181,1,01,Agilent Custom
TCGA-E1-A7Z4-01,TCGA-E1-A7Z4,1,01,Agilent Custom
TCGA-CS-6670-01,TCGA-CS-6670,1,01,Agilent Custom
TCGA-P5-A72W-01,TCGA-P5-A72W,1,01,Agilent Custom
TCGA-DB-A4XB-01,TCGA-DB-A4XB,1,01,Agilent Custom
TCGA-DB-5277-01,TCGA-DB-5277,1,01,Agilent Custom
TCGA-HW-7489-01,TCGA-HW-7489,1,01,Agilent Custom
TCGA-DB-5281-01,TCGA-DB-5281,1,01,Agilent Custom
TCGA-E1-A7YK-01,TCGA-E1-A7YK,1,01,Agilent Custom
TCGA-S9-A6U5-01,TCGA-S9-A6U5,1,01,Agilent Custom
TCGA-QH-A6X3-01,TCGA-QH-A6X3,1,01,Agilent Custom
TCGA-F6-A8O3-01,TCGA-F6-A8O3,1,01,Agilent Custom
TCGA-HT-7474-01,TCGA-HT-7474,1,01,Agilent Custom
TCGA-DB-A4XA-01,TCGA-DB-A4XA,1,01,Agilent Custom
TCGA-QH-A6CY-01,TCGA-QH-A6CY,1,01,Agilent Custom
TCGA-HW-A5KK-01,TCGA-HW-A5KK,1,01,Agilent Custom
TCGA-TM-A84T-01,TCGA-TM-A84T,1,01,Agilent Custom
TCGA-HT-8011-01,TCGA-HT-8011,1,01,Agilent Custom
TCGA-S9-A6UA-01,TCGA-S9-A6UA,1,01,Agilent Custom
TCGA-W9-A837-01,TCGA-W9-A837,1,01,Agilent Custom
TCGA-S9-A6U0-01,TCGA-S9-A6U0,1,01,Agilent Custom
TCGA-RY-A847-01,TCGA-RY-A847,1,01,Agilent Custom
TCGA-HT-A74O-01,TCGA-HT-A74O,1,01,Agilent Custom
TCGA-DH-A669-01,TCGA-DH-A669,1,01,Agilent Custom
TCGA-S9-A6WO-01,TCGA-S9-A6WO,1,01,Agilent Custom
TCGA-QH-A6CX-01,TCGA-QH-A6CX,1,01,Agilent Custom
TCGA-QH-A6X4-01,TCGA-QH-A6X4,1,01,Agilent Custom
TCGA-HW-A5KJ-01,TCGA-HW-A5KJ,1,01,Agilent Custom
TCGA-55-6712-01,TCGA-55-6712,1,01,Agilent Custom
TCGA-05-4396-01,TCGA-05-4396,1,01,Agilent Custom
TCGA-95-7567-01,TCGA-95-7567,1,01,Agilent Custom
TCGA-55-7727-01,TCGA-55-7727,1,01,Agilent Custom
TCGA-75-5125-01,TCGA-75-5125,1,01,Agilent Custom
TCGA-86-7701-01,TCGA-86-7701,1,01,Agilent Custom
TCGA-78-7148-01,TCGA-78-7148,1,01,Agilent Custom
TCGA-05-4418-01,TCGA-05-4418,1,01,Agilent Custom
TCGA-35-4123-01,TCGA-35-4123,1,01,Agilent Custom
TCGA-05-4244-01,TCGA-05-4244,1,01,Agilent Custom
TCGA-73-A9RS-01,TCGA-73-A9RS,1,01,Agilent Custom
TCGA-78-7149-01,TCGA-78-7149,1,01,Agilent Custom
TCGA-78-7537-01,TCGA-78-7537,1,01,Agilent Custom
TCGA-MP-A4SW-01,TCGA-MP-A4SW,1,01,Agilent Custom
TCGA-55-6975-01,TCGA-55-6975,1,01,Agilent Custom
TCGA-05-4426-01,TCGA-05-4426,1,01,Agilent Custom
TCGA-55-8301-01,TCGA-55-8301,1,01,Agilent Custom
TCGA-05-4384-01,TCGA-05-4384,1,01,Agilent Custom
TCGA-86-8672-01,TCGA-86-8672,1,01,Agilent Custom
TCGA-78-7152-01,TCGA-78-7152,1,01,Agilent Custom
TCGA-75-5122-01,TCGA-75-5122,1,01,Agilent Custom
TCGA-05-5425-01,TCGA-05-5425,1,01,Agilent Custom
TCGA-05-5429-01,TCGA-05-5429,1,01,Agilent Custom
TCGA-55-7576-01,TCGA-55-7576,1,01,Agilent Custom
TCGA-78-7166-01,TCGA-78-7166,1,01,Agilent Custom
TCGA-50-5049-01,TCGA-50-5049,1,01,Agilent Custom
TCGA-05-4415-01,TCGA-05-4415,1,01,Agilent Custom
TCGA-75-6207-01,TCGA-75-6207,1,01,Agilent Custom
TCGA-MN-A4N5-01,TCGA-MN-A4N5,1,01,Agilent Custom
TCGA-64-5778-01,TCGA-64-5778,1,01,Agilent Custom
TCGA-44-5643-01,TCGA-44-5643,1,01,Agilent Custom
TCGA-78-7156-01,TCGA-78-7156,1,01,Agilent Custom
TCGA-55-6642-01,TCGA-55-6642,1,01,Agilent Custom
TCGA-35-5375-01,TCGA-35-5375,1,01,Agilent Custom
TCGA-86-7713-01,TCGA-86-7713,1,01,Agilent Custom
TCGA-78-7633-01,TCGA-78-7633,1,01,Agilent Custom
TCGA-78-7535-01,TCGA-78-7535,1,01,Agilent Custom
TCGA-50-5936-01,TCGA-50-5936,1,01,Agilent Custom
TCGA-93-A4JO-01,TCGA-93-A4JO,1,01,Agilent Custom
TCGA-49-AAR3-01,TCGA-49-AAR3,1,01,Agilent Custom
TCGA-78-7154-01,TCGA-78-7154,1,01,Agilent Custom
TCGA-91-6848-01,TCGA-91-6848,1,01,Agilent Custom
TCGA-69-7764-01,TCGA-69-7764,1,01,Agilent Custom
TCGA-95-7944-01,TCGA-95-7944,1,01,Agilent Custom
TCGA-86-8673-01,TCGA-86-8673,1,01,Agilent Custom
TCGA-95-8494-01,TCGA-95-8494,1,01,Agilent Custom
TCGA-97-8171-01,TCGA-97-8171,1,01,Agilent Custom
TCGA-05-4397-01,TCGA-05-4397,1,01,Agilent Custom
TCGA-05-5428-01,TCGA-05-5428,1,01,Agilent Custom
TCGA-91-A4BD-01,TCGA-91-A4BD,1,01,Agilent Custom
TCGA-50-5066-01,TCGA-50-5066,1,01,Agilent Custom
TCGA-64-1680-01,TCGA-64-1680,1,01,Agilent Custom
