IDs,Sub_ID,Extension,Ref,Baitset
TCGA-EL-A3T3-01,TCGA-EL-A3T3,1,01,Agilent Custom
TCGA-BP-4974-01,TCGA-BP-4974,1,01,Agilent Custom
TCGA-62-A470-01,TCGA-62-A470,1,01,Agilent Custom
TCGA-GL-7773-01,TCGA-GL-7773,1,01,Agilent Custom
TCGA-FD-A6TB-01,TCGA-FD-A6TB,1,01,Agilent Custom
TCGA-MX-A666-01,TCGA-MX-A666,1,01,Agilent Custom
TCGA-HU-A4HD-01,TCGA-HU-A4HD,1,01,Agilent Custom
TCGA-37-4130-01,TCGA-37-4130,1,01,Agilent Custom
TCGA-55-8094-01,TCGA-55-8094,1,01,Agilent Custom
TCGA-D7-8572-01,TCGA-D7-8572,1,01,Agilent Custom
TCGA-HU-A4GH-01,TCGA-HU-A4GH,1,01,Agilent Custom
TCGA-BT-A2LA-01,TCGA-BT-A2LA,1,01,Agilent Custom
TCGA-EB-A4IS-01,TCGA-EB-A4IS,1,01,Agilent Custom
TCGA-55-8507-01,TCGA-55-8507,1,01,Agilent Custom
TCGA-98-7454-01,TCGA-98-7454,1,01,Agilent Custom
TCGA-FB-AAPZ-01,TCGA-FB-AAPZ,1,01,Agilent Custom
TCGA-56-7822-01,TCGA-56-7822,1,01,Agilent Custom
TCGA-85-8287-01,TCGA-85-8287,1,01,Agilent Custom
TCGA-BP-5000-01,TCGA-BP-5000,1,01,Agilent Custom
TCGA-56-8629-01,TCGA-56-8629,1,01,Agilent Custom
TCGA-55-A490-01,TCGA-55-A490,1,01,Agilent Custom
TCGA-44-8119-01,TCGA-44-8119,1,01,Agilent Custom
TCGA-55-6969-01,TCGA-55-6969,1,01,Agilent Custom
TCGA-2J-AABK-01,TCGA-2J-AABK,1,01,Agilent Custom
TCGA-05-4382-01,TCGA-05-4382,1,01,Agilent Custom
TCGA-BF-A3DM-01,TCGA-BF-A3DM,1,01,Agilent Custom
TCGA-EB-A299-01,TCGA-EB-A299,1,01,Agilent Custom
TCGA-93-A4JQ-01,TCGA-93-A4JQ,1,01,Agilent Custom
TCGA-44-7669-01,TCGA-44-7669,1,01,Agilent Custom
TCGA-4Z-AA80-01,TCGA-4Z-AA80,1,01,Agilent Custom
TCGA-BA-A4IF-01,TCGA-BA-A4IF,1,01,Agilent Custom
TCGA-B0-5084-01,TCGA-B0-5084,1,01,Agilent Custom
TCGA-S9-A6TW-01,TCGA-S9-A6TW,1,01,Agilent Custom
TCGA-2J-AAB8-01,TCGA-2J-AAB8,1,01,Agilent Custom
TCGA-FD-A3B8-01,TCGA-FD-A3B8,1,01,Agilent Custom
TCGA-DJ-A2Q4-01,TCGA-DJ-A2Q4,1,01,Agilent Custom
TCGA-DJ-A2Q5-01,TCGA-DJ-A2Q5,1,01,Agilent Custom
TCGA-VQ-A94O-01,TCGA-VQ-A94O,1,01,Agilent Custom
TCGA-60-2703-01,TCGA-60-2703,1,01,Agilent Custom
TCGA-XF-AAMG-01,TCGA-XF-AAMG,1,01,Agilent Custom
TCGA-IN-A6RI-01,TCGA-IN-A6RI,1,01,Agilent Custom
TCGA-ET-A3BU-01,TCGA-ET-A3BU,1,01,Agilent Custom
TCGA-GV-A3JZ-01,TCGA-GV-A3JZ,1,01,Agilent Custom
TCGA-CR-7394-01,TCGA-CR-7394,1,01,Agilent Custom
TCGA-TT-A6YK-01,TCGA-TT-A6YK,1,01,Agilent Custom
TCGA-DJ-A4UQ-01,TCGA-DJ-A4UQ,1,01,Agilent Custom
TCGA-HV-A7OP-01,TCGA-HV-A7OP,1,01,Agilent Custom
TCGA-56-8628-01,TCGA-56-8628,1,01,Agilent Custom
TCGA-CV-A465-01,TCGA-CV-A465,1,01,Agilent Custom
TCGA-86-8076-01,TCGA-86-8076,1,01,Agilent Custom
TCGA-4Z-AA7W-01,TCGA-4Z-AA7W,1,01,Agilent Custom
TCGA-DK-AA6W-01,TCGA-DK-AA6W,1,01,Agilent Custom
TCGA-GU-A42P-01,TCGA-GU-A42P,1,01,Agilent Custom
TCGA-50-5946-01,TCGA-50-5946,1,01,Agilent Custom
TCGA-98-A53D-01,TCGA-98-A53D,1,01,Agilent Custom
TCGA-HC-A6HX-01,TCGA-HC-A6HX,1,01,Agilent Custom
TCGA-SW-A7EB-01,TCGA-SW-A7EB,1,01,Agilent Custom
TCGA-S9-A7R7-01,TCGA-S9-A7R7,1,01,Agilent Custom
TCGA-28-1753-01,TCGA-28-1753,1,01,Agilent Custom
TCGA-44-8120-01,TCGA-44-8120,1,01,Agilent Custom
TCGA-CU-A5W6-01,TCGA-CU-A5W6,1,01,Agilent Custom
TCGA-K4-A3WU-01,TCGA-K4-A3WU,1,01,Agilent Custom
TCGA-B0-5083-01,TCGA-B0-5083,1,01,Agilent Custom
TCGA-RD-A7C1-01,TCGA-RD-A7C1,1,01,Agilent Custom
TCGA-DU-A7TA-01,TCGA-DU-A7TA,1,01,Agilent Custom
TCGA-FD-A43P-01,TCGA-FD-A43P,1,01,Agilent Custom
TCGA-69-7760-01,TCGA-69-7760,1,01,Agilent Custom
TCGA-VV-A829-01,TCGA-VV-A829,1,01,Agilent Custom
TCGA-CN-6988-01,TCGA-CN-6988,1,01,Agilent Custom
TCGA-GV-A40E-01,TCGA-GV-A40E,1,01,Agilent Custom
TCGA-S9-A7IX-01,TCGA-S9-A7IX,1,01,Agilent Custom
TCGA-TQ-A7RW-01,TCGA-TQ-A7RW,1,01,Agilent Custom
TCGA-RW-A686-01,TCGA-RW-A686,1,01,Agilent Custom
TCGA-XF-A8HF-01,TCGA-XF-A8HF,1,01,Agilent Custom
TCGA-CQ-A4C9-01,TCGA-CQ-A4C9,1,01,Agilent Custom
TCGA-76-4927-01,TCGA-76-4927,1,01,Agilent Custom
TCGA-28-5213-01,TCGA-28-5213,1,01,Agilent Custom
TCGA-55-1594-01,TCGA-55-1594,1,01,Agilent Custom
TCGA-4L-AA1F-01,TCGA-4L-AA1F,1,01,Agilent Custom
TCGA-56-8083-01,TCGA-56-8083,1,01,Agilent Custom
TCGA-55-6968-01,TCGA-55-6968,1,01,Agilent Custom
TCGA-A3-3363-01,TCGA-A3-3363,1,01,Agilent Custom
TCGA-HU-A4GQ-01,TCGA-HU-A4GQ,1,01,Agilent Custom
TCGA-CQ-7072-01,TCGA-CQ-7072,1,01,Agilent Custom
TCGA-P5-A5EY-01,TCGA-P5-A5EY,1,01,Agilent Custom
TCGA-55-8512-01,TCGA-55-8512,1,01,Agilent Custom
TCGA-VQ-A8P5-01,TCGA-VQ-A8P5,1,01,Agilent Custom
TCGA-E1-A7YM-01,TCGA-E1-A7YM,1,01,Agilent Custom
TCGA-UY-A9PD-01,TCGA-UY-A9PD,1,01,Agilent Custom
TCGA-BB-4224-01,TCGA-BB-4224,1,01,Agilent Custom
TCGA-44-A47B-01,TCGA-44-A47B,1,01,Agilent Custom
TCGA-QK-A8Z9-01,TCGA-QK-A8Z9,1,01,Agilent Custom
TCGA-H8-A6C1-01,TCGA-H8-A6C1,1,01,Agilent Custom
TCGA-KK-A6E3-01,TCGA-KK-A6E3,1,01,Agilent Custom
TCGA-46-6026-01,TCGA-46-6026,1,01,Agilent Custom
TCGA-3M-AB47-01,TCGA-3M-AB47,1,01,Agilent Custom
TCGA-F2-A7TX-01,TCGA-F2-A7TX,1,01,Agilent Custom
TCGA-91-6831-01,TCGA-91-6831,1,01,Agilent Custom
TCGA-19-1787-01,TCGA-19-1787,1,01,Agilent Custom
TCGA-55-5899-01,TCGA-55-5899,1,01,Agilent Custom
TCGA-49-AAR2-01,TCGA-49-AAR2,1,01,Agilent Custom
TCGA-S7-A7WL-01,TCGA-S7-A7WL,1,01,Agilent Custom
TCGA-DQ-7591-01,TCGA-DQ-7591,1,01,Agilent Custom
TCGA-FP-8209-01,TCGA-FP-8209,1,01,Agilent Custom
TCGA-QR-A70Q-01,TCGA-QR-A70Q,1,01,Agilent Custom
TCGA-HC-A6AO-01,TCGA-HC-A6AO,1,01,Agilent Custom
TCGA-IN-A7NU-01,TCGA-IN-A7NU,1,01,Agilent Custom
TCGA-J8-A42S-01,TCGA-J8-A42S,1,01,Agilent Custom
TCGA-GU-AATP-01,TCGA-GU-AATP,1,01,Agilent Custom
TCGA-GD-A6C6-01,TCGA-GD-A6C6,1,01,Agilent Custom
TCGA-HT-7875-01,TCGA-HT-7875,1,01,Agilent Custom
TCGA-DU-A76R-01,TCGA-DU-A76R,1,01,Agilent Custom
TCGA-EJ-A65B-01,TCGA-EJ-A65B,1,01,Agilent Custom
TCGA-BR-8384-01,TCGA-BR-8384,1,01,Agilent Custom
TCGA-VQ-A8PD-01,TCGA-VQ-A8PD,1,01,Agilent Custom
TCGA-H4-A2HO-01,TCGA-H4-A2HO,1,01,Agilent Custom
TCGA-ZF-AA53-01,TCGA-ZF-AA53,1,01,Agilent Custom
TCGA-TM-A7CA-01,TCGA-TM-A7CA,1,01,Agilent Custom
TCGA-28-5208-01,TCGA-28-5208,1,01,Agilent Custom
TCGA-FG-A4MU-01,TCGA-FG-A4MU,1,01,Agilent Custom
TCGA-WB-A81T-01,TCGA-WB-A81T,1,01,Agilent Custom
TCGA-VQ-A8DV-01,TCGA-VQ-A8DV,1,01,Agilent Custom
TCGA-06-0747-01,TCGA-06-0747,1,01,Agilent Custom
TCGA-12-0821-01,TCGA-12-0821,1,01,Agilent Custom
TCGA-12-3650-01,TCGA-12-3650,1,01,Agilent Custom
TCGA-GU-A42Q-01,TCGA-GU-A42Q,1,01,Agilent Custom
TCGA-HT-7687-01,TCGA-HT-7687,1,01,Agilent Custom
TCGA-93-A4JN-01,TCGA-93-A4JN,1,01,Agilent Custom
TCGA-QR-A6H0-01,TCGA-QR-A6H0,1,01,Agilent Custom
TCGA-EB-A51B-01,TCGA-EB-A51B,1,01,Agilent Custom
TCGA-KS-A4I3-01,TCGA-KS-A4I3,1,01,Agilent Custom
TCGA-G7-6797-01,TCGA-G7-6797,1,01,Agilent Custom
TCGA-HT-7605-01,TCGA-HT-7605,1,01,Agilent Custom
TCGA-XF-A9SK-01,TCGA-XF-A9SK,1,01,Agilent Custom
TCGA-BJ-A45H-01,TCGA-BJ-A45H,1,01,Agilent Custom
TCGA-K4-A3WS-01,TCGA-K4-A3WS,1,01,Agilent Custom
TCGA-06-0745-01,TCGA-06-0745,1,01,Agilent Custom
TCGA-E1-A7YL-01,TCGA-E1-A7YL,1,01,Agilent Custom
TCGA-4Z-AA7Y-01,TCGA-4Z-AA7Y,1,01,Agilent Custom
TCGA-06-0686-01,TCGA-06-0686,1,01,Agilent Custom
TCGA-P5-A737-01,TCGA-P5-A737,1,01,Agilent Custom
TCGA-L9-A7SV-01,TCGA-L9-A7SV,1,01,Agilent Custom
TCGA-F7-7848-01,TCGA-F7-7848,1,01,Agilent Custom
TCGA-DB-A64S-01,TCGA-DB-A64S,1,01,Agilent Custom
TCGA-S9-A6TY-01,TCGA-S9-A6TY,1,01,Agilent Custom
TCGA-V1-A8WV-01,TCGA-V1-A8WV,1,01,Agilent Custom
TCGA-EJ-7312-01,TCGA-EJ-7312,1,01,Agilent Custom
TCGA-DK-AA6R-01,TCGA-DK-AA6R,1,01,Agilent Custom
TCGA-IQ-A61H-01,TCGA-IQ-A61H,1,01,Agilent Custom
TCGA-DU-7011-01,TCGA-DU-7011,1,01,Agilent Custom
TCGA-TM-A84C-01,TCGA-TM-A84C,1,01,Agilent Custom
TCGA-BF-AAOX-01,TCGA-BF-AAOX,1,01,Agilent Custom
TCGA-UF-A7JF-01,TCGA-UF-A7JF,1,01,Agilent Custom
TCGA-DH-A7UT-01,TCGA-DH-A7UT,1,01,Agilent Custom
TCGA-IN-A6RL-01,TCGA-IN-A6RL,1,01,Agilent Custom
TCGA-FJ-A3Z7-01,TCGA-FJ-A3Z7,1,01,Agilent Custom
TCGA-DK-AA75-01,TCGA-DK-AA75,1,01,Agilent Custom
TCGA-HT-7873-01,TCGA-HT-7873,1,01,Agilent Custom
TCGA-FG-A6IZ-01,TCGA-FG-A6IZ,1,01,Agilent Custom
TCGA-FB-A5VM-01,TCGA-FB-A5VM,1,01,Agilent Custom
TCGA-QR-A7IP-01,TCGA-QR-A7IP,1,01,Agilent Custom
TCGA-S7-A7X1-01,TCGA-S7-A7X1,1,01,Agilent Custom
TCGA-G9-6373-01,TCGA-G9-6373,1,01,Agilent Custom
TCGA-DK-AA6S-01,TCGA-DK-AA6S,1,01,Agilent Custom
TCGA-28-5220-01,TCGA-28-5220,1,01,Agilent Custom
TCGA-TM-A7C5-01,TCGA-TM-A7C5,1,01,Agilent Custom
TCGA-RY-A840-01,TCGA-RY-A840,1,01,Agilent Custom
TCGA-DH-A7UV-01,TCGA-DH-A7UV,1,01,Agilent Custom
TCGA-97-A4M7-01,TCGA-97-A4M7,1,01,Agilent Custom
TCGA-NC-A5HF-01,TCGA-NC-A5HF,1,01,Agilent Custom
TCGA-QR-A6H1-01,TCGA-QR-A6H1,1,01,Agilent Custom
TCGA-14-1825-01,TCGA-14-1825,1,01,Agilent Custom
TCGA-RS-A6TP-01,TCGA-RS-A6TP,1,01,Agilent Custom
TCGA-QK-A6IJ-01,TCGA-QK-A6IJ,1,01,Agilent Custom
TCGA-DU-A7TI-01,TCGA-DU-A7TI,1,01,Agilent Custom
TCGA-RY-A83Y-01,TCGA-RY-A83Y,1,01,Agilent Custom
TCGA-QR-A70N-01,TCGA-QR-A70N,1,01,Agilent Custom
TCGA-CH-5766-01,TCGA-CH-5766,1,01,Agilent Custom
TCGA-EL-A4K6-01,TCGA-EL-A4K6,1,01,Agilent Custom
TCGA-HT-7879-01,TCGA-HT-7879,1,01,Agilent Custom
TCGA-HT-7881-01,TCGA-HT-7881,1,01,Agilent Custom
TCGA-TQ-A7RK-01,TCGA-TQ-A7RK,1,01,Agilent Custom
TCGA-W2-A7HB-01,TCGA-W2-A7HB,1,01,Agilent Custom
TCGA-SQ-A6I6-01,TCGA-SQ-A6I6,1,01,Agilent Custom
TCGA-FR-A3R1-01,TCGA-FR-A3R1,1,01,Agilent Custom
TCGA-HU-A4GD-01,TCGA-HU-A4GD,1,01,Agilent Custom
TCGA-D7-8573-01,TCGA-D7-8573,1,01,Agilent Custom
TCGA-BR-8686-01,TCGA-BR-8686,1,01,Agilent Custom
TCGA-GU-AATO-01,TCGA-GU-AATO,1,01,Agilent Custom
TCGA-06-5856-01,TCGA-06-5856,1,01,Agilent Custom
TCGA-BQ-5877-01,TCGA-BQ-5877,1,01,Agilent Custom
TCGA-85-8664-01,TCGA-85-8664,1,01,Agilent Custom
TCGA-VN-A88I-01,TCGA-VN-A88I,1,01,Agilent Custom
TCGA-VQ-A8DU-01,TCGA-VQ-A8DU,1,01,Agilent Custom
TCGA-52-7809-01,TCGA-52-7809,1,01,Agilent Custom
TCGA-UY-A9PH-01,TCGA-UY-A9PH,1,01,Agilent Custom
TCGA-WY-A85D-01,TCGA-WY-A85D,1,01,Agilent Custom
TCGA-55-8089-01,TCGA-55-8089,1,01,Agilent Custom
TCGA-55-7907-01,TCGA-55-7907,1,01,Agilent Custom
TCGA-2J-AABF-01,TCGA-2J-AABF,1,01,Agilent Custom
TCGA-KC-A4BN-01,TCGA-KC-A4BN,1,01,Agilent Custom
TCGA-HC-7740-01,TCGA-HC-7740,1,01,Agilent Custom
TCGA-CU-A3KJ-01,TCGA-CU-A3KJ,1,01,Agilent Custom
TCGA-06-2557-01,TCGA-06-2557,1,01,Agilent Custom
TCGA-P3-A5QF-01,TCGA-P3-A5QF,1,01,Agilent Custom
TCGA-S9-A7J2-01,TCGA-S9-A7J2,1,01,Agilent Custom
TCGA-HT-8015-01,TCGA-HT-8015,1,01,Agilent Custom
TCGA-56-8623-01,TCGA-56-8623,1,01,Agilent Custom
TCGA-56-A5DR-01,TCGA-56-A5DR,1,01,Agilent Custom
TCGA-NC-A5HN-01,TCGA-NC-A5HN,1,01,Agilent Custom
TCGA-D7-A747-01,TCGA-D7-A747,1,01,Agilent Custom
TCGA-VQ-A91X-01,TCGA-VQ-A91X,1,01,Agilent Custom
TCGA-BR-8590-01,TCGA-BR-8590,1,01,Agilent Custom
TCGA-DJ-A2PQ-01,TCGA-DJ-A2PQ,1,01,Agilent Custom
TCGA-12-0618-01,TCGA-12-0618,1,01,Agilent Custom
TCGA-06-2559-01,TCGA-06-2559,1,01,Agilent Custom
TCGA-QK-A8ZA-01,TCGA-QK-A8ZA,1,01,Agilent Custom
TCGA-HL-7533-01,TCGA-HL-7533,1,01,Agilent Custom
TCGA-HT-7854-01,TCGA-HT-7854,1,01,Agilent Custom
TCGA-S9-A7IY-01,TCGA-S9-A7IY,1,01,Agilent Custom
TCGA-CG-4472-01,TCGA-CG-4472,1,01,Agilent Custom
TCGA-CU-A72E-01,TCGA-CU-A72E,1,01,Agilent Custom
TCGA-06-0139-01,TCGA-06-0139,1,01,Agilent Custom
TCGA-15-1444-01,TCGA-15-1444,1,01,Agilent Custom
TCGA-EJ-A65D-01,TCGA-EJ-A65D,1,01,Agilent Custom
TCGA-GU-A762-01,TCGA-GU-A762,1,01,Agilent Custom
TCGA-GV-A3QF-01,TCGA-GV-A3QF,1,01,Agilent Custom
TCGA-76-4925-01,TCGA-76-4925,1,01,Agilent Custom
TCGA-27-1837-01,TCGA-27-1837,1,01,Agilent Custom
TCGA-CR-7373-01,TCGA-CR-7373,1,01,Agilent Custom
TCGA-F7-A61S-01,TCGA-F7-A61S,1,01,Agilent Custom
TCGA-DB-5276-01,TCGA-DB-5276,1,01,Agilent Custom
TCGA-78-7160-01,TCGA-78-7160,1,01,Agilent Custom
TCGA-EJ-A46I-01,TCGA-EJ-A46I,1,01,Agilent Custom
TCGA-EB-A57M-01,TCGA-EB-A57M,1,01,Agilent Custom
TCGA-BR-A452-01,TCGA-BR-A452,1,01,Agilent Custom
TCGA-BJ-A0Z2-01,TCGA-BJ-A0Z2,1,01,Agilent Custom
TCGA-FD-A3B5-01,TCGA-FD-A3B5,1,01,Agilent Custom
TCGA-S9-A6WD-01,TCGA-S9-A6WD,1,01,Agilent Custom
TCGA-49-AARR-01,TCGA-49-AARR,1,01,Agilent Custom
TCGA-MP-A4TI-01,TCGA-MP-A4TI,1,01,Agilent Custom
TCGA-FB-AAQ0-01,TCGA-FB-AAQ0,1,01,Agilent Custom
TCGA-S4-A8RM-01,TCGA-S4-A8RM,1,01,Agilent Custom
TCGA-HV-A5A3-01,TCGA-HV-A5A3,1,01,Agilent Custom
TCGA-S7-A7WM-01,TCGA-S7-A7WM,1,01,Agilent Custom
TCGA-QR-A6GU-01,TCGA-QR-A6GU,1,01,Agilent Custom
TCGA-XF-A9T2-01,TCGA-XF-A9T2,1,01,Agilent Custom
TCGA-32-1970-01,TCGA-32-1970,1,01,Agilent Custom
TCGA-14-0787-01,TCGA-14-0787,1,01,Agilent Custom
TCGA-06-5413-01,TCGA-06-5413,1,01,Agilent Custom
TCGA-41-2572-01,TCGA-41-2572,1,01,Agilent Custom
TCGA-CN-4737-01,TCGA-CN-4737,1,01,Agilent Custom
TCGA-CQ-6225-01,TCGA-CQ-6225,1,01,Agilent Custom
TCGA-HW-7490-01,TCGA-HW-7490,1,01,Agilent Custom
TCGA-94-A5I6-01,TCGA-94-A5I6,1,01,Agilent Custom
TCGA-BF-A9VF-01,TCGA-BF-A9VF,1,01,Agilent Custom
TCGA-GU-AATQ-01,TCGA-GU-AATQ,1,01,Agilent Custom
TCGA-F7-A50I-01,TCGA-F7-A50I,1,01,Agilent Custom
TCGA-DB-A4XG-01,TCGA-DB-A4XG,1,01,Agilent Custom
TCGA-WH-A86K-01,TCGA-WH-A86K,1,01,Agilent Custom
TCGA-55-8620-01,TCGA-55-8620,1,01,Agilent Custom
TCGA-44-7659-01,TCGA-44-7659,1,01,Agilent Custom
TCGA-J1-A4AH-01,TCGA-J1-A4AH,1,01,Agilent Custom
TCGA-QR-A6H3-01,TCGA-QR-A6H3,1,01,Agilent Custom
TCGA-HC-7745-01,TCGA-HC-7745,1,01,Agilent Custom
TCGA-EL-A4K9-01,TCGA-EL-A4K9,1,01,Agilent Custom
TCGA-53-A4EZ-01,TCGA-53-A4EZ,1,01,Agilent Custom
TCGA-MP-A4TC-01,TCGA-MP-A4TC,1,01,Agilent Custom
TCGA-MP-A4SV-01,TCGA-MP-A4SV,1,01,Agilent Custom
TCGA-WB-A81I-01,TCGA-WB-A81I,1,01,Agilent Custom
TCGA-KK-A7B2-01,TCGA-KK-A7B2,1,01,Agilent Custom
TCGA-BR-8381-01,TCGA-BR-8381,1,01,Agilent Custom
TCGA-BR-8380-01,TCGA-BR-8380,1,01,Agilent Custom
TCGA-DJ-A1QG-01,TCGA-DJ-A1QG,1,01,Agilent Custom
TCGA-E7-A541-01,TCGA-E7-A541,1,01,Agilent Custom
TCGA-CV-7254-01,TCGA-CV-7254,1,01,Agilent Custom
TCGA-HW-8321-01,TCGA-HW-8321,1,01,Agilent Custom
TCGA-TQ-A7RG-01,TCGA-TQ-A7RG,1,01,Agilent Custom
TCGA-S9-A7R4-01,TCGA-S9-A7R4,1,01,Agilent Custom
TCGA-HT-8114-01,TCGA-HT-8114,1,01,Agilent Custom
TCGA-CS-6290-01,TCGA-CS-6290,1,01,Agilent Custom
TCGA-55-7284-01,TCGA-55-7284,1,01,Agilent Custom
TCGA-BR-8367-01,TCGA-BR-8367,1,01,Agilent Custom
TCGA-D7-6518-01,TCGA-D7-6518,1,01,Agilent Custom
TCGA-DJ-A2PP-01,TCGA-DJ-A2PP,1,01,Agilent Custom
TCGA-FD-A3B7-01,TCGA-FD-A3B7,1,01,Agilent Custom
TCGA-4Z-AA7R-01,TCGA-4Z-AA7R,1,01,Agilent Custom
TCGA-14-0781-01,TCGA-14-0781,1,01,Agilent Custom
TCGA-76-4926-01,TCGA-76-4926,1,01,Agilent Custom
TCGA-P3-A5Q5-01,TCGA-P3-A5Q5,1,01,Agilent Custom
TCGA-HW-A5KM-01,TCGA-HW-A5KM,1,01,Agilent Custom
TCGA-55-7815-01,TCGA-55-7815,1,01,Agilent Custom
TCGA-EJ-A8FS-01,TCGA-EJ-A8FS,1,01,Agilent Custom
TCGA-HC-A6AS-01,TCGA-HC-A6AS,1,01,Agilent Custom
TCGA-XV-A9W5-01,TCGA-XV-A9W5,1,01,Agilent Custom
TCGA-BR-4191-01,TCGA-BR-4191,1,01,Agilent Custom
TCGA-YF-AA3M-01,TCGA-YF-AA3M,1,01,Agilent Custom
TCGA-S5-A6DX-01,TCGA-S5-A6DX,1,01,Agilent Custom
TCGA-K4-A4AB-01,TCGA-K4-A4AB,1,01,Agilent Custom
TCGA-14-0789-01,TCGA-14-0789,1,01,Agilent Custom
TCGA-27-1834-01,TCGA-27-1834,1,01,Agilent Custom
TCGA-CV-7446-01,TCGA-CV-7446,1,01,Agilent Custom
TCGA-UP-A6WW-01,TCGA-UP-A6WW,1,01,Agilent Custom
TCGA-DU-6402-01,TCGA-DU-6402,1,01,Agilent Custom
TCGA-CS-6666-01,TCGA-CS-6666,1,01,Agilent Custom
TCGA-HW-8320-01,TCGA-HW-8320,1,01,Agilent Custom
TCGA-RW-A68C-01,TCGA-RW-A68C,1,01,Agilent Custom
TCGA-HC-8256-01,TCGA-HC-8256,1,01,Agilent Custom
TCGA-BR-4369-01,TCGA-BR-4369,1,01,Agilent Custom
TCGA-VQ-A922-01,TCGA-VQ-A922,1,01,Agilent Custom
TCGA-RD-A7BS-01,TCGA-RD-A7BS,1,01,Agilent Custom
TCGA-ET-A39O-01,TCGA-ET-A39O,1,01,Agilent Custom
TCGA-ZF-A9R5-01,TCGA-ZF-A9R5,1,01,Agilent Custom
TCGA-XF-A8HC-01,TCGA-XF-A8HC,1,01,Agilent Custom
TCGA-LC-A66R-01,TCGA-LC-A66R,1,01,Agilent Custom
TCGA-DB-A75M-01,TCGA-DB-A75M,1,01,Agilent Custom
TCGA-TM-A84F-01,TCGA-TM-A84F,1,01,Agilent Custom
TCGA-VM-A8CE-01,TCGA-VM-A8CE,1,01,Agilent Custom
TCGA-S9-A6U6-01,TCGA-S9-A6U6,1,01,Agilent Custom
TCGA-FG-A4MX-01,TCGA-FG-A4MX,1,01,Agilent Custom
TCGA-TQ-A7RO-01,TCGA-TQ-A7RO,1,01,Agilent Custom
TCGA-75-7027-01,TCGA-75-7027,1,01,Agilent Custom
TCGA-95-8039-01,TCGA-95-8039,1,01,Agilent Custom
TCGA-2L-AAQE-01,TCGA-2L-AAQE,1,01,Agilent Custom
TCGA-S7-A7WW-01,TCGA-S7-A7WW,1,01,Agilent Custom
TCGA-EJ-5495-01,TCGA-EJ-5495,1,01,Agilent Custom
TCGA-XJ-A9DK-01,TCGA-XJ-A9DK,1,01,Agilent Custom
TCGA-VN-A88K-01,TCGA-VN-A88K,1,01,Agilent Custom
TCGA-J8-A3YH-01,TCGA-J8-A3YH,1,01,Agilent Custom
TCGA-ET-A40S-01,TCGA-ET-A40S,1,01,Agilent Custom
TCGA-26-1442-01,TCGA-26-1442,1,01,Agilent Custom
TCGA-12-0619-01,TCGA-12-0619,1,01,Agilent Custom
TCGA-06-0158-01,TCGA-06-0158,1,01,Agilent Custom
TCGA-D6-A74Q-01,TCGA-D6-A74Q,1,01,Agilent Custom
TCGA-BQ-5876-01,TCGA-BQ-5876,1,01,Agilent Custom
TCGA-BQ-5885-01,TCGA-BQ-5885,1,01,Agilent Custom
TCGA-A4-7583-01,TCGA-A4-7583,1,01,Agilent Custom
TCGA-IZ-8196-01,TCGA-IZ-8196,1,01,Agilent Custom
TCGA-DH-5142-01,TCGA-DH-5142,1,01,Agilent Custom
TCGA-TM-A84R-01,TCGA-TM-A84R,1,01,Agilent Custom
TCGA-QH-A6XC-01,TCGA-QH-A6XC,1,01,Agilent Custom
TCGA-S9-A7QZ-01,TCGA-S9-A7QZ,1,01,Agilent Custom
TCGA-QR-A6GZ-01,TCGA-QR-A6GZ,1,01,Agilent Custom
TCGA-WB-A818-01,TCGA-WB-A818,1,01,Agilent Custom
TCGA-J9-A52C-01,TCGA-J9-A52C,1,01,Agilent Custom
TCGA-DK-A3IN-01,TCGA-DK-A3IN,1,01,Agilent Custom
TCGA-BT-A20J-01,TCGA-BT-A20J,1,01,Agilent Custom
TCGA-19-2629-01,TCGA-19-2629,1,01,Agilent Custom
TCGA-06-0190-01,TCGA-06-0190,1,01,Agilent Custom
TCGA-19-4065-01,TCGA-19-4065,1,01,Agilent Custom
TCGA-28-5207-01,TCGA-28-5207,1,01,Agilent Custom
TCGA-32-1980-01,TCGA-32-1980,1,01,Agilent Custom
TCGA-T3-A92M-01,TCGA-T3-A92M,1,01,Agilent Custom
TCGA-HW-8322-01,TCGA-HW-8322,1,01,Agilent Custom
TCGA-HT-7855-01,TCGA-HT-7855,1,01,Agilent Custom
TCGA-44-6778-01,TCGA-44-6778,1,01,Agilent Custom
TCGA-98-A53J-01,TCGA-98-A53J,1,01,Agilent Custom
TCGA-56-8626-01,TCGA-56-8626,1,01,Agilent Custom
TCGA-D7-8570-01,TCGA-D7-8570,1,01,Agilent Custom
TCGA-CG-4469-01,TCGA-CG-4469,1,01,Agilent Custom
TCGA-D7-6822-01,TCGA-D7-6822,1,01,Agilent Custom
TCGA-F1-A72C-01,TCGA-F1-A72C,1,01,Agilent Custom
TCGA-D7-8574-01,TCGA-D7-8574,1,01,Agilent Custom
TCGA-HQ-A5ND-01,TCGA-HQ-A5ND,1,01,Agilent Custom
TCGA-26-5134-01,TCGA-26-5134,1,01,Agilent Custom
TCGA-19-5960-01,TCGA-19-5960,1,01,Agilent Custom
TCGA-CN-A497-01,TCGA-CN-A497,1,01,Agilent Custom
TCGA-DW-7842-01,TCGA-DW-7842,1,01,Agilent Custom
TCGA-DU-8163-01,TCGA-DU-8163,1,01,Agilent Custom
