sample,NE_median_gene_level_ratio,E_median_gene_level_ratio,autosome_median_gene_level_ratio,ratio_ne_e,ratio_ne_a,ratio_e_a,XIST_TPM,Classification,Secondary_Class
TCGA-24-2036-01,1.393458457,1.332645666,1,1.045633129,1.393458457,1.332645666,160.6636781,OV,
TCGA-25-1632-01,0.817249535,0.631831323,0.798655593,1.293461569,1.023281552,0.791118636,65.3221332,OV,
TCGA-24-1930-01,0.921870698,0.905851825,0.705927543,1.017683768,1.305899886,1.283207935,8.331059606,OV,
TCGA-24-2023-01,0.766992958,0.636058909,0.614341303,1.205852081,1.248480208,1.035351043,4.461101583,OV,
TCGA-24-2298-01,0.645656003,0.640617382,0.778171548,1.007865259,0.829709085,0.823234136,10.6007909,OV,
TCGA-24-0982-01,0.411029306,0.342407836,0.525849836,1.200408586,0.781647683,0.65115136,9.990798584,OV,
TCGA-24-1422-01,0.800683474,0.709835103,0.877151808,1.127985177,0.912822007,0.809250003,13.0212857,OV,
TCGA-23-1120-01,0.983171648,0.933473212,0.863262501,1.053240345,1.1389023,1.081331821,5.371034543,OV,
TCGA-13-0883-01,1.068451005,1.127027252,0.899245481,0.948025883,1.188163886,1.253303215,73.00887782,OV,
TCGA-29-1693-01,0.727435234,0.618766481,0.589103759,1.17562159,1.234816826,1.050352288,27.91173693,OV,
TCGA-09-0364-01,0.706088383,0.49645414,0.85776302,1.422263056,0.823174194,0.578777737,3.950951126,OV,
TCGA-29-1695-01,0.781232393,0.638091782,0.849498566,1.224326053,0.919639449,0.751139328,5.940976163,OV,
TCGA-13-0900-01,0.753099904,0.654522476,0.602438129,1.15060969,1.250086719,1.086455927,11.71106196,OV,
TCGA-30-1718-01,0.746875713,0.775953018,0.671689967,0.962526977,1.111935193,1.155224964,34.21127578,OV,
TCGA-10-0933-01,0.435348565,0.442318274,0.486662124,0.984242773,0.894560196,0.908881649,32.34117075,OV,
TCGA-30-1862-01,0.812670081,0.717592934,0.869720726,1.132494541,0.934403489,0.82508432,7.58106219,OV,
TCGA-24-0975-01,0.609495932,0.526738084,0.520263016,1.15711385,1.171515009,1.012445759,6.070856198,OV,
TCGA-59-2352-01,1.028653543,0.855555117,0.846403728,1.202322939,1.215322557,1.010812085,9.611089619,OV,
TCGA-04-1348-01,0.826703706,0.763644708,0.726047401,1.082576357,1.138635997,1.051783543,45.17961276,OV,
TCGA-61-2098-01,0.93861229,1.000793289,1,0.937868289,0.93861229,1.000793289,66.69931315,OV,
TCGA-09-2053-01,0.769585273,0.544974205,0.665375141,1.412149908,1.156618613,0.81904804,19.73110707,OV,
TCGA-13-1407-01,0.507625045,0.617355109,0.630512658,0.822257786,0.805098896,0.979131983,27.99117221,OV,
TCGA-61-1721-01,0.680870412,0.52851576,0.543377211,1.28826889,1.253034537,0.972649845,24.67024264,OV,
TCGA-25-1871-01,1.030380567,0.471469608,1,2.18546551,1.030380567,0.471469608,3.23104311,OV,
TCGA-24-1427-01,0.98633358,0.706996304,0.802591166,1.395104294,1.228936502,0.880892208,8.160740119,OV,
TCGA-13-0760-01,0.431609637,0.312907148,0.44513362,1.379353713,0.96961815,0.702951055,16.99101343,OV,
TCGA-13-0765-01,0.470818714,0.367449638,0.389313924,1.281314949,1.209354932,0.943838931,3.07098188,OV,
TCGA-23-1122-01,0.89817531,1.055774166,0.860130043,0.850726735,1.044231994,1.227458772,32.42197341,OV,
TCGA-20-1683-01,0.944587534,0.56958648,0.827925702,1.658374219,1.140908576,0.687968109,4.001109189,OV,
TCGA-29-1776-01,0.74215456,0.646238939,0.639123543,1.148421295,1.161206731,1.011133053,29.48072298,OV,
TCGA-04-1361-01,0.775706248,0.688811345,0.671838699,1.126151963,1.154601914,1.025262978,52.08153267,OV,
TCGA-24-2027-01,1.318158855,1.128596724,1,1.167962681,1.318158855,1.128596724,7.541230778,OV,
TCGA-61-1733-01,0.797627555,0.54684996,0.774237875,1.458585742,1.03020994,0.706307425,4.160912644,OV,
TCGA-13-1501-01,0.493378384,0.538382145,0.462252307,0.916409261,1.067335688,1.164693257,19.39079435,OV,
TCGA-57-1994-01,1.363113331,0.837690079,1,1.62722869,1.363113331,0.837690079,11.71106196,OV,
TCGA-23-2077-01,0.862127377,0.648035554,0.77418689,1.330370489,1.113590773,0.837053123,9.51101954,OV,
TCGA-04-1331-01,1.003550464,0.975511899,0.818844763,1.028742412,1.225568642,1.191327029,227.8435943,OV,
TCGA-13-A5FT-01,0.951769636,0.75489121,0.781177035,1.260803707,1.218378925,0.966351001,195.6864429,OV,
TCGA-13-0911-01,0.677415169,0.559543181,0.499177953,1.210657536,1.357061475,1.120929275,7.03085431,OV,
TCGA-24-2297-01,1.096853629,1.011883278,0.964487418,1.083972483,1.137239956,1.049140983,8.741010068,OV,
TCGA-25-1623-01,0.734408242,0.673708753,0.79603639,1.090097523,0.922581243,0.846329089,23.89107723,OV,
TCGA-13-0726-01,0.57683388,0.508486858,0.51219019,1.134412564,1.126210324,0.992769616,88.99793766,OV,
TCGA-13-1488-01,0.676385499,0.898836923,0.574201045,0.752511921,1.177959366,1.565369709,3.640912324,OV,
TCGA-61-2094-01,0.857179333,0.728886427,0.748427018,1.176012203,1.145307842,0.97389112,72.99875734,OV,
TCGA-20-1682-01,1.021399712,1.109399822,0.645662598,0.920677732,1.581940343,1.71823461,13.25073058,OV,
TCGA-13-0899-01,0.533651907,0.554227129,0.532128321,0.96287583,1.002863193,1.041529096,20.84168477,OV,
TCGA-23-2084-01,1.107886976,1.207959289,0.760155036,0.917155889,1.457448709,1.58909595,31.01082495,OV,
TCGA-24-2038-01,0.559328932,0.552270523,0.561414246,1.01278071,0.996285605,0.983713055,51.53211856,OV,
TCGA-13-2060-01,0.756815835,0.706683973,0.666455725,1.070939577,1.135583065,1.060361471,4.31093258,OV,
TCGA-59-2354-01,1.199346526,1.09887998,0.962382794,1.091426314,1.246226069,1.141832529,58.73302339,OV,
TCGA-04-1651-01,0.701889476,1.004592273,0.622986964,0.698680943,1.126651947,1.612541403,180.9315262,OV,
TCGA-13-0905-01,0.892486014,0.942724277,0.655675436,0.946709484,1.361170428,1.437791055,62.76115511,OV,
TCGA-25-1321-01,0.695255852,0.562541833,0.725566045,1.23591849,0.958225453,0.775314442,3.890889476,OV,
TCGA-23-1123-01,0.817276834,0.66915074,0.903042154,1.221364313,0.905026228,0.740996129,46.18972334,OV,
TCGA-13-0762-01,0.472817997,0.284928476,0.536141925,1.659426972,0.881889617,0.531442259,41.02979384,OV,
TCGA-20-0987-01,0.407017807,0.384317467,0.419017041,1.059066635,0.971363375,0.917188156,13.23145673,OV,
TCGA-29-1778-01,0.584103224,0.384545519,0.733056776,1.518944298,0.79680489,0.524578084,6.051110793,OV,
TCGA-24-1544-01,0.660971493,0.76516673,0.71401794,0.863826755,0.925707123,1.071635161,7.710903964,OV,
TCGA-23-1021-01,0.447979287,0.41705794,0.405643034,1.074141612,1.104368249,1.028140274,39.73118726,OV,
TCGA-13-1481-01,0.492584648,0.46258877,0.631405084,1.064843507,0.780140453,0.732633901,21.61109099,OV,
TCGA-13-0714-01,0.260554202,0.258370433,0.262593573,1.008452088,0.992233736,0.98391758,10.48096755,OV,
TCGA-29-1696-01,0.594971827,0.660209335,0.515707934,0.901186633,1.153699192,1.280200073,70.39006924,OV,
TCGA-23-1119-01,0.652877548,0.705288462,0.535230451,0.925688684,1.219806434,1.31772858,76.94203062,OV,
TCGA-61-2092-01,0.564822001,0.725930167,0.570571355,0.778066578,0.989923514,1.272286386,31.78997551,OV,
TCGA-04-1338-01,0.396373046,0.347183626,0.453713392,1.141681278,0.873619895,0.765204713,9.12105054,OV,
TCGA-29-2414-09,0.734443732,0.490689133,0.765048973,1.496759726,0.95999571,0.641382644,3.260978975,OV,
TCGA-13-0908-01,1.064260775,0.782924216,0.798037683,1.35934073,1.333597144,0.981061713,8.170928343,OV,
TCGA-13-0795-01,0.34824526,0.200787781,0.39242869,1.734394686,0.887410296,0.511654184,46.10016471,OV,
TCGA-13-1477-01,0.378138984,0.398965643,0.395454732,0.947798366,0.956213072,1.008878162,57.62008965,OV,
TCGA-13-0725-01,0.725286324,0.743584606,0.592698679,0.975391795,1.223701604,1.254574428,67.56012068,OV,
TCGA-04-1514-01,1.947904611,1.623760872,1,1.199625292,1.947904611,1.623760872,5.340963408,OV,
TCGA-09-2054-01,1.721090583,1.474224003,1,1.167455271,1.721090583,1.474224003,92.57816102,OV,
TCGA-24-1924-01,0.85069612,1.031245478,0.664802578,0.824921066,1.279622174,1.551205594,26.5419047,OV,
TCGA-25-1316-01,1.289729209,0.976119682,0.664799277,1.321281839,1.940027996,1.468292334,19.46081197,OV,
TCGA-04-1517-01,0.893016967,0.719899142,0.702820227,1.240475109,1.270619332,1.024300546,7.241055457,OV,
TCGA-59-2355-01,0.809921082,0.728559032,0.652826971,1.111675302,1.240636674,1.11600633,3.111046589,OV,
TCGA-13-1483-01,0.742546063,0.864004112,0.604202721,0.859424223,1.228968419,1.429990435,80.95229071,OV,
TCGA-24-1419-01,1.060747975,0.924022395,0.733055392,1.147967821,1.447022949,1.260508285,39.17061841,OV,
TCGA-13-1511-01,1.036699435,0.911297534,0.835248491,1.137608077,1.24118684,1.091049602,5.271085158,OV,
TCGA-04-1519-01,1.068748709,0.721341891,0.658005419,1.48161187,1.624224783,1.096255244,109.5389389,OV,
TCGA-29-1763-01,1.335714279,1.043543995,0.922481527,1.279978885,1.447957753,1.131235656,8.260905912,OV,
TCGA-61-2009-01,0.597991612,0.439117839,0.629828011,1.361802138,0.949452234,0.697202778,3.200949686,OV,
TCGA-09-1670-01,1.070447603,0.830924109,0.756901086,1.288261577,1.41425032,1.097797486,10.34097277,OV,
TCGA-04-1530-01,0.584217168,0.45168283,0.637343273,1.293423458,0.916644441,0.708696317,85.6392348,OV,
TCGA-61-1900-01,1.157384469,1.135540369,0.946703755,1.019236744,1.222541331,1.199467482,70.84037775,OV,
TCGA-30-1891-01,0.548692104,0.477480457,0.456519635,1.149140444,1.201902529,1.045914393,8.681233217,OV,
TCGA-24-1551-01,0.82591789,0.897407864,0.748426814,0.920337255,1.103538615,1.199058942,38.56980642,OV,
TCGA-24-1428-01,0.8939649,0.760224691,0.748427919,1.175921949,1.194456911,1.015762068,108.6993874,OV,
TCGA-59-2363-01,1.166269938,0.9228586,0.816932837,1.263758,1.427620344,1.129662756,3.721024785,OV,
TCGA-24-2026-01,0.702734176,0.69205161,0.759468346,1.015436082,0.925297519,0.911231671,3.23104311,OV,
TCGA-24-1849-01,0.902751057,0.755274256,0.813967786,1.195262581,1.109074674,0.927892073,18.10103141,OV,
TCGA-23-2081-01,1.108000876,1.025699654,0.85470776,1.080239104,1.296350551,1.2000589,4.051061536,OV,
TCGA-25-2400-01,1.118461746,0.726820618,0.746610716,1.538841523,1.498052093,0.973493418,10.45122393,OV,
TCGA-25-1628-01,1.121203813,0.934877857,1,1.199305133,1.121203813,0.934877857,13.46087232,OV,
TCGA-61-1914-01,0.5789791,0.52277851,0.555078769,1.107503635,1.043057548,0.941809594,6.741174636,OV,
TCGA-13-1404-01,0.677511433,0.607257536,0.578562259,1.11569045,1.171025974,1.049597561,110.3084882,OV,
TCGA-13-1482-01,0.907340167,0.922794523,0.694615643,0.983252658,1.306247817,1.328496604,94.77929338,OV,
TCGA-31-1944-01,0.975658086,1.266374729,0.750020404,0.770433951,1.300842058,1.688453704,45.65180506,OV,
TCGA-57-1586-01,0.684620464,0.599360397,0.793987296,1.142251752,0.862256194,0.754874039,76.8034919,OV,
TCGA-30-1892-01,0.511876587,0.444298192,0.431678444,1.15210144,1.185782135,1.02923414,5.480851324,OV,
TCGA-57-1582-01,0.869697184,1.28315357,0.698690877,0.677781057,1.244752454,1.836511127,26.03174286,OV,
TCGA-09-1666-01,1.074749254,1.465952466,0.723933445,0.733140589,1.48459677,2.024982374,114.8812865,OV,
TCGA-31-1956-01,0.719227696,0.608788356,0.646755085,1.181408432,1.112055727,0.94129659,6.490816632,OV,
TCGA-61-2097-01,1.20802353,1.310664772,0.856117139,0.921687647,1.411049347,1.530940934,69.86994018,OV,
TCGA-23-1030-01,0.486195672,0.569348613,0.592075489,0.853950746,0.821171761,0.961614901,33.76133389,OV,
TCGA-24-1435-01,1.249581838,1.136762677,0.786642848,1.09924601,1.588499586,1.445081055,32.47145216,OV,
TCGA-29-1711-01,1.113591453,0.844397837,0.781183196,1.318799509,1.425518955,1.08092166,51.20099707,OV,
TCGA-13-0901-01,0.509998339,0.336719909,0.471334328,1.514607021,1.082030968,0.714397168,31.13143124,OV,
TCGA-61-2111-01,1.28377401,1.164486978,0.922480431,1.102437411,1.391654464,1.262343285,23.04049809,OV,
TCGA-25-1317-01,0.6467545,0.530929977,0.799598883,1.218154048,0.808848679,0.663995396,6.580968881,OV,
TCGA-24-1104-01,0.651295577,0.633083043,0.603313706,1.028768001,1.07953055,1.049343048,63.80068462,OV,
TCGA-59-2351-01,0.656965295,0.634862309,0.687524007,1.034815402,0.955552516,0.923403841,8.730716163,OV,
TCGA-10-0928-01,0.930537296,1.114482438,0.661958195,0.834950165,1.405734234,1.683614534,19.86146312,OV,
TCGA-24-1565-01,0.594631662,0.739880181,0.617462426,0.803686432,0.963024853,1.19825944,33.99144999,OV,
TCGA-25-1631-01,0.983942554,1.017833,0.748423863,0.966703334,1.31468624,1.359968663,38.7815887,OV,
TCGA-25-1635-01,1.411529601,1.158686333,0.859202519,1.218215457,1.642836898,1.348560214,23.82162623,OV,
TCGA-61-2104-01,0.826195819,0.65896202,0.899241243,1.253783669,0.918769936,0.732797817,4.271077274,OV,
TCGA-09-0366-01,1.063395574,1.145374001,0.836067983,0.9284265,1.271900845,1.369953191,9.440740342,OV,
TCGA-57-1993-01,1.103445218,1.578746618,1,0.698937502,1.103445218,1.578746618,18.8305078,OV,
TCGA-23-1028-01,0.676433248,0.537635573,0.418850094,1.258163117,1.614976952,1.283599027,22.56163944,OV,
TCGA-13-0924-01,0.701303167,0.512305475,0.560435868,1.368916009,1.251353111,0.914119713,3.570930363,OV,
TCGA-25-2392-01,1.003138415,0.625041695,0.789065133,1.604914397,1.271299888,0.792129406,5.051108389,OV,
TCGA-13-1512-01,0.802116856,0.730853441,0.589547695,1.09750712,1.360563128,1.239685011,3.040903427,OV,
TCGA-20-1685-01,1.161528261,1.008056286,0.810268256,1.152245441,1.433510757,1.244101911,60.0503188,OV,
TCGA-61-2000-01,0.756573262,0.853772152,0.646546458,0.886153596,1.170176176,1.320511684,26.60084187,OV,
TCGA-24-1545-01,0.921273449,0.771091197,0.678221884,1.194765875,1.358365854,1.136930576,4.011105744,OV,
TCGA-24-1103-01,0.746964831,0.881142266,0.629629498,0.847723302,1.186356156,1.399461539,30.69006933,OV,
TCGA-20-1686-01,0.41525529,0.347816226,0.456523773,1.193892808,0.909602773,0.761879767,29.65081798,OV,
TCGA-24-1413-01,0.984344502,0.902737861,0.764882003,1.090399045,1.28692334,1.180231536,3.29094063,OV,
TCGA-57-1583-01,0.760784604,0.597591656,0.640933828,1.273084384,1.186993993,0.932376526,32.71091023,OV,
TCGA-31-1946-01,1.044137302,0.862673607,0.887512325,1.210350349,1.176476397,0.972013101,43.941128,OV,
TCGA-24-2281-01,0.861099609,1.092892188,0.756986147,0.787909016,1.137536813,1.443741332,32.86089798,OV,
TCGA-61-2012-01,1.051107445,0.842428669,0.766902034,1.247710915,1.370588939,1.098482768,19.26085712,OV,
TCGA-WR-A838-01,1.040770733,0.814769834,0.923057484,1.277380052,1.127525372,0.882685909,114.7141859,OV,
TCGA-10-0926-01,0.367617695,0.313988181,0.436964481,1.17080106,0.841298803,0.718566828,6.100806613,OV,
TCGA-24-1474-01,0.932671898,0.711790111,0.899241243,1.310318707,1.037176514,0.791545224,14.27085631,OV,
TCGA-13-1505-01,0.778601568,0.44969828,0.855515251,1.731386582,0.910096655,0.525646129,50.15077186,OV,
TCGA-61-1728-01,0.97232322,0.864215036,0.762656932,1.125094079,1.2749156,1.133163549,14.74138325,OV,
TCGA-36-1578-01,0.936149046,1.032491594,0.727379766,0.906689267,1.287015518,1.419467027,36.40084409,OV,
TCGA-23-1113-01,0.576456025,0.575865496,0.479102733,1.001025463,1.2031992,1.201966627,84.81808468,OV,
TCGA-10-0936-01,0.765449814,0.694078539,0.618717925,1.102828817,1.237154741,1.121801246,152.5459429,OV,
TCGA-36-1574-01,0.964272738,1.17419718,0.783629338,0.821218748,1.230521487,1.498408907,32.95213416,OV,
TCGA-25-1318-01,0.732765025,0.631348268,0.807023169,1.160635202,0.907985115,0.782317401,6.271019475,OV,
TCGA-61-1737-01,1.004487741,0.950550087,0.809793236,1.056743621,1.240424958,1.17381826,6.730902692,OV,
TCGA-25-1324-01,0.603114226,0.45344036,0.966081293,1.33008501,0.624289312,0.46936046,3.23104311,OV,
TCGA-24-2267-01,0.766179407,0.689065021,0.7785919,1.111911624,0.984057768,0.885014371,87.99197203,OV,
TCGA-24-1567-01,1.290826914,1.271223752,0.822494856,1.015420702,1.56940424,1.545570459,6.180827493,OV,
TCGA-24-1556-01,1.227629842,0.948694311,1,1.294020452,1.227629842,0.948694311,4.851059921,OV,
TCGA-13-1499-01,0.617297213,0.696669493,0.715744631,0.88606896,0.862454549,0.973349241,16.73155932,OV,
TCGA-24-1425-01,1.063642771,1.208285609,0.900546611,0.880290854,1.18110796,1.341724675,11.88112876,OV,
TCGA-29-1710-01,0.896870373,0.598494541,0.781183196,1.498543949,1.14809225,0.766138524,7.670922044,OV,
TCGA-25-1630-01,0.839381995,0.963247199,0.708016878,0.871408706,1.185539527,1.36048621,29.01043453,OV,
TCGA-13-0724-01,0.425841512,0.438982024,0.504951845,0.970065945,0.843330936,0.869354233,63.56232536,OV,
TCGA-61-1911-01,0.554897501,0.533335225,0.59287268,1.040429123,0.93594716,0.899578009,12.99063457,OV,
TCGA-25-2404-01,1.070426129,1.144699997,0.77428343,0.935114992,1.382473249,1.478399192,19.23150816,OV,
TCGA-13-0799-01,1.023470111,0.812760247,0.845474785,1.259252178,1.210527066,0.961306311,121.7181077,OV,
TCGA-10-0934-01,0.320708204,0.599926538,0.411764921,0.534579125,0.778862374,1.456963688,14.1614786,OV,
TCGA-13-1409-01,0.4895932,0.310597298,0.597981705,1.576295746,0.818742774,0.519409366,73.91011944,OV,
TCGA-29-1699-01,1.07079191,0.687537808,0.843986957,1.557429857,1.268730401,0.814630845,3.181043278,OV,
TCGA-61-2008-09,1.196636154,1.092664612,1,1.095154122,1.196636154,1.092664612,6.180881516,OV,
TCGA-24-1923-01,0.843619931,0.534315877,0.684706153,1.578878652,1.232090478,0.780357931,30.98074646,OV,
TCGA-13-1411-01,0.604888847,0.530957542,0.689972311,1.139241463,0.876685683,0.769534565,6.701109585,OV,
TCGA-57-1585-01,1.060866833,0.824630447,0.877615469,1.28647546,1.208805987,0.939626153,9.910789582,OV,
TCGA-29-1762-01,1.208063883,1.245149668,0.779713443,0.970215801,1.549369058,1.59693241,22.30043582,OV,
TCGA-23-1023-01,0.797163622,0.706642279,0.756349877,1.12810066,1.053961462,0.934279624,27.00058896,OV,
TCGA-24-2293-01,1.244272613,1.49217398,0.919225773,0.833865642,1.353609363,1.623294324,85.60955965,OV,
TCGA-57-1584-01,1.019189972,1.011921676,0.758559648,1.007182666,1.343585801,1.334004094,61.08304172,OV,
TCGA-23-1116-01,0.435228819,0.396386832,0.560444071,1.097990104,0.776578505,0.707272773,35.39073944,OV,
TCGA-10-0931-01,0.439797147,0.536498771,0.436965875,0.819754249,1.006479389,1.227781851,63.25905065,OV,
TCGA-24-0970-01,0.746483889,0.564747627,0.59798774,1.321800842,1.248326411,0.944413387,10.47080169,OV,
TCGA-25-1625-01,0.835550266,0.689165415,0.677417043,1.212408875,1.233435554,1.017342894,7.371202539,OV,
TCGA-24-1850-01,0.818340331,0.598864066,0.815667394,1.366487618,1.003276994,0.734201306,3.731097343,OV,
TCGA-09-1667-01,0.874809476,0.597784551,0.793441738,1.463419345,1.102550363,0.753406989,13.33087895,OV,
TCGA-25-1626-01,1.10035423,0.883593403,1,1.24531739,1.10035423,0.883593403,28.15072162,OV,
TCGA-09-2048-01,0.566288183,0.805335821,0.504948776,0.703170241,1.121476494,1.594886173,23.29098906,OV,
TCGA-61-2113-01,0.940860044,0.790673266,1,1.189947965,0.940860044,0.790673266,46.60135504,OV,
TCGA-61-1743-01,1.060449972,1.052874636,0.802437576,1.007194908,1.321535785,1.31209538,83.85936496,OV,
TCGA-13-1487-01,0.53436199,0.526562215,0.573329638,1.014812637,0.932032734,0.918428388,6.961026176,OV,
TCGA-13-1509-01,0.602355872,0.540688806,0.544995106,1.114052789,1.105250057,0.992098461,11.87125042,OV,
TCGA-23-1027-01,0.60469043,0.531085441,0.549062892,1.138593499,1.1013136,0.967257938,41.02126282,OV,
TCGA-24-1548-01,1.392306327,1.631616669,0.856117608,0.853329311,1.626302641,1.905832392,36.46144923,OV,
TCGA-24-2019-01,1.313162829,1.277745929,0.942069419,1.027718265,1.39391302,1.356318232,105.0840574,OV,
TCGA-61-2002-01,0.925082639,0.731066028,0.737818071,1.265388629,1.253808595,0.990848634,5.780923576,OV,
TCGA-24-1105-01,0.521944455,0.485283603,0.744323557,1.07554521,0.701233288,0.651979369,4.881078655,OV,
TCGA-24-1463-01,1.319715483,0.980651086,0.962920996,1.345754369,1.3705335,1.018412819,9.601101962,OV,
TCGA-24-2280-01,1.091600483,0.704505988,0.992744601,1.549455223,1.099578363,0.709654817,37.73156408,OV,
TCGA-29-1783-01,0.61185749,0.745251542,0.722242231,0.821008016,0.847163824,1.031858163,31.43064558,OV,
TCGA-36-1577-01,1.179093493,0.999993249,0.802848766,1.179101452,1.468637112,1.245556189,29.62000543,OV,
TCGA-04-1332-01,0.44789804,0.535381997,0.485302378,0.836595259,0.922925706,1.10319261,18.36134707,OV,
TCGA-13-0891-01,0.713251276,0.541080358,0.504945917,1.318198424,1.412530039,1.071561012,3.420957071,OV,
TCGA-13-0766-01,0.355174359,0.323201379,0.27419091,1.098925876,1.295354244,1.178745783,11.89101532,OV,
TCGA-23-1118-01,0.793999889,0.811510661,0.640932751,0.978422006,1.238819342,1.266140106,98.78362457,OV,
TCGA-23-1029-01,1.163858136,1.094054613,0.940711815,1.063802595,1.237210076,1.163007199,6.950901014,OV,
TCGA-61-1741-01,0.749968271,0.75315826,1,0.995764517,0.749968271,0.75315826,11.29098935,OV,
TCGA-61-2003-01,1.227216298,0.806134607,0.953524448,1.522346624,1.287031812,0.845426259,34.80204072,OV,
TCGA-25-1329-01,1.272444389,0.839934283,0.804384503,1.514933269,1.581885758,1.044195009,9.520913487,OV,
TCGA-13-0884-01,0.501296235,0.732338731,0.442988424,0.684514165,1.13162378,1.653178032,41.32090652,OV,
TCGA-29-1691-01,1.22639499,1.206990906,0.844426349,1.016076413,1.452340979,1.429361966,37.64013768,OV,
TCGA-30-1714-01,0.379150568,0.420690986,0.441940808,0.901256696,0.857921607,0.95191704,26.50146116,OV,
TCGA-24-1564-01,1.066394826,0.908880991,0.960799093,1.173305236,1.109904072,0.945963623,35.19015589,OV,
TCGA-61-1919-01,0.666824084,0.609317289,0.692902412,1.094379063,0.962363635,0.87936956,22.14025602,OV,
TCGA-36-1568-01,0.889344438,0.812791944,0.73408203,1.094184613,1.211505529,1.107222232,51.8510033,OV,
TCGA-25-2401-01,0.884335413,0.729246163,0.748422835,1.212670643,1.181598652,0.974377222,3.880923513,OV,
TCGA-25-2398-01,1.008342018,0.638944942,0.922481799,1.578136004,1.093075245,0.692636909,11.45098661,OV,
TCGA-25-1328-01,0.936252109,0.828181625,0.808954791,1.130491284,1.157360237,1.023767501,116.0176104,OV,
TCGA-04-1536-01,0.511334789,0.491673964,0.436968425,1.039987526,1.170187043,1.125193345,25.04064815,OV,
TCGA-30-1860-01,0.826271124,0.911123035,0.619748956,0.906871072,1.333235201,1.47014856,25.74106787,OV,
TCGA-25-1326-01,1.28483197,0.987081583,0.888549985,1.301647191,1.445987273,1.110890327,9.201059521,OV,
TCGA-30-1861-01,1.098349825,1.161210043,0.704144372,0.945866625,1.55983612,1.649107895,7.870743912,OV,
TCGA-09-1662-01,0.966847247,0.829437925,0.767807855,1.165665589,1.259230732,1.080267569,3.94110449,OV,
TCGA-29-1768-01,0.593213879,0.507325824,0.41427556,1.169295649,1.431930667,1.224609591,5.441106248,OV,
TCGA-13-0897-01,0.660802345,0.646110771,0.560437574,1.022738476,1.179082873,1.152868403,3.640912324,OV,
TCGA-09-2056-01,0.532422547,0.447111686,0.445135057,1.190804363,1.196092149,1.004440515,24.69077131,OV,
TCGA-09-1665-01,0.463806789,0.381275745,0.512190023,1.216460251,0.905536555,0.744402913,118.2502973,OV,
TCGA-59-A5PD-01,1.411492646,1.036874347,0.956562403,1.361295754,1.475588672,1.083958918,190.8109295,OV,
TCGA-13-0893-01,1.047391982,0.978299946,0.718309434,1.070624594,1.458134799,1.36194779,6.311137257,OV,
TCGA-36-1575-01,0.948904654,0.73503782,1,1.290960312,0.948904654,0.73503782,112.3300413,OV,
TCGA-13-0727-01,0.414944779,0.345578036,0.408126736,1.200726712,1.0167057,0.846741969,84.27892458,OV,
TCGA-61-1725-01,0.58709588,0.585247985,0.512354349,1.003157456,1.145878592,1.142271918,15.25066239,OV,
TCGA-20-1687-01,0.558916137,0.578244572,0.526422479,0.966573946,1.061725438,1.098442022,5.14082535,OV,
TCGA-29-1703-01,0.633978858,0.499375439,0.642570865,1.26954353,0.986628701,0.777152321,36.05181531,OV,
TCGA-36-1580-01,0.685006483,0.437057134,0.733259782,1.567315644,0.934193447,0.596046783,9.440740342,OV,
TCGA-61-2016-01,1.1068803,0.981972381,0.840671507,1.127201051,1.316662086,1.16808096,3.531056731,OV,
TCGA-25-2397-01,0.75520884,0.67763455,0.713625787,1.114478062,1.05827011,0.949565672,66.94943615,OV,
TCGA-10-0927-01,0.429411399,0.305215393,0.465443644,1.406912656,0.92258516,0.655751554,32.62034194,OV,
TCGA-13-0800-01,0.744945079,1.080944216,0.821075055,0.689161446,0.907280126,1.316498668,32.01996887,OV,
TCGA-04-1343-01,0.581472428,0.53124116,0.571154794,1.094554548,1.018064514,0.930117659,12.15097352,OV,
TCGA-61-2095-01,1.185451235,1.129840317,1,1.049220158,1.185451235,1.129840317,115.5200931,OV,
TCGA-09-1673-01,1.056065515,0.999418173,0.813802833,1.05668032,1.297692109,1.22808392,52.99924857,OV,
TCGA-04-1365-01,0.799923108,0.980347316,0.713696603,0.81595889,1.120816751,1.373619143,71.60061132,OV,
TCGA-61-1998-01,0.683626446,0.587110528,0.598588477,1.164391395,1.14206416,0.980824975,3.900881032,OV,
TCGA-36-1570-01,0.90794517,1.287056417,0.777497733,0.705443179,1.167778543,1.655382855,56.630211,OV,
TCGA-36-1569-01,1.045070824,0.542485939,0.797065265,1.926447764,1.311148371,0.680604165,4.271077274,OV,
TCGA-13-1497-01,0.575379321,0.751255026,0.608180887,0.765890811,0.946066102,1.235249318,23.24099613,OV,
TCGA-13-0913-02,0.305910459,0.267340591,0.277743885,1.144272399,1.10141204,0.962543571,33.80114001,OV,
TCGA-31-1950-01,0.866492974,0.86303344,0.800782084,1.004008575,1.082058392,1.077738198,59.34275497,OV,
TCGA-24-2271-01,0.82199454,1.113952837,0.76444991,0.737907848,1.075275867,1.457195328,145.5731021,OV,
TCGA-04-1357-01,0.600086966,0.50301314,0.519646229,1.192984672,1.154799039,0.967991514,16.49092021,OV,
TCGA-09-1659-01,0.390839998,0.318786651,0.420099401,1.226023729,0.930351238,0.758836243,3.760957491,OV,
TCGA-13-0804-01,0.57021641,0.48082016,0.51219657,1.185924504,1.11327651,0.938741468,172.1234676,OV,
