sample,median_of_rounded_avg_modal_copies_per_chr,median_of_unrounded_avg_modal_copies_per_chr
TCGA-12-3649-01,2,2
TCGA-D7-A748-01,2,2
TCGA-55-8620-01,2,2.454298405
TCGA-V4-A9EE-01,2,2
TCGA-F4-6805-01,2,2
TCGA-FX-A76Y-01,2,2
TCGA-D5-6927-01,2,2
TCGA-06-A6S0-01,2,2
TCGA-F5-6465-01,2,2
TCGA-EO-A22S-01,2,2
TCGA-AZ-4313-01,2,2
TCGA-QK-A652-01,2,2
TCGA-HT-7695-01,2,2
TCGA-DH-5141-01,2,2
TCGA-HC-7079-01,2,2
TCGA-BJ-A45G-01,2,2
TCGA-ET-A39I-01,2,2
TCGA-BQ-7045-01,2,2
TCGA-YS-AA4M-01,2,2
TCGA-ZG-A9LN-01,2,2.147505075
TCGA-BR-8592-01,2,2
TCGA-CJ-5686-01,2,2
TCGA-14-0787-01,2,1.996938268
TCGA-DD-A4NV-01,2,2.002748667
TCGA-D8-A27N-01,2,2
TCGA-DX-A3U5-01,2,2.020194673
TCGA-DE-A3KN-01,2,2
TCGA-B0-4817-01,2,2
TCGA-A1-A0SD-01,2,2
TCGA-E2-A1IG-01,2,2
TCGA-HZ-8519-01,2,2
TCGA-EJ-7785-01,2,2
TCGA-MQ-A6BL-01,2,1.993108165
TCGA-79-5596-01,2,1.936335774
TCGA-3A-A9IV-01,2.5,2.627873765
TCGA-D6-6826-01,2.5,2.503780747
TCGA-BF-A3DN-01,2.5,2.626229731
TCGA-24-1431-01,2.5,2.473292663
TCGA-CN-6023-01,2.5,2.559446756
TCGA-91-6829-01,2.5,2.490435089
TCGA-OR-A5KU-01,2.5,2.344941156
TCGA-ET-A39N-01,2.5,2.734969851
TCGA-85-6560-01,2.5,2.539743366
TCGA-61-1733-01,2.5,2.441747496
TCGA-BR-4257-01,2.5,2.455005805
TCGA-BR-A4J8-01,2.5,2.497815142
TCGA-85-A510-01,2.5,2.630060299
TCGA-24-2298-01,2.5,2.557394051
TCGA-CV-7178-01,2.5,2.461900381
TCGA-EE-A2MK-06,2.5,2.72675716
TCGA-ER-A19M-06,2.5,2.48220479
TCGA-A6-6651-01,2.5,2.740227734
TCGA-BR-A4PF-01,2.5,2.563966095
TCGA-EE-A3J7-01,2.5,2.257543998
TCGA-30-1855-01,2.5,2.606272777
TCGA-SR-A6MT-01,2.5,2.500422537
TCGA-24-1434-01,2.5,2.511057005
TCGA-EO-A22Y-01,2.5,2.454998408
TCGA-XY-A8S2-01,2.5,2.704928781
TCGA-E2-A14N-01,2.5,2.603187045
TCGA-MP-A4TK-01,2.5,2.503919003
TCGA-95-A4VP-01,2.5,2.610143615
TCGA-B7-A5TJ-01,2.5,2.486599711
TCGA-QQ-A5VC-01,2.5,2.492093166
TCGA-EB-A553-01,2.5,2.518248106
TCGA-A5-A0G5-01,2.5,2.522820122
TCGA-XE-AAOC-01,2.5,2.739693513
TCGA-CJ-6028-01,2.5,2.543244039
TCGA-SN-A84Y-01,2.5,2.499326298
TCGA-MQ-A6BS-01,2.5,2.489647598
TCGA-D7-A6EX-01,2.5,2.507387336
TCGA-57-1586-01,2.5,2.403683866
TCGA-QQ-A5VA-01,2.5,2.486553817
TCGA-55-7995-01,2.5,2.580848334
TCGA-CD-A4MH-01,2.5,2.466933409
TCGA-EU-5905-01,2.5,2.364804896
TCGA-2G-AALW-01,2.5,2.641131495
TCGA-KN-8419-01,2.5,2.5
TCGA-B5-A11P-01,2.5,2.457601877
TCGA-2G-AAM4-01,2.5,2.481061408
TCGA-FS-A1ZK-01,2.5,2.509576222
TCGA-AG-3609-01,2.5,2.555164704
TCGA-EE-A3JA-06,2.5,2.417596416
TCGA-VQ-A91Z-01,2.5,2.51676935
TCGA-OR-A5L1-01,2.5,2.500027158
TCGA-EE-A2MK-01,2.5,2.72675716
TCGA-VQ-A8DZ-01,2.5,2.533769674
TCGA-EE-A3JA-01,2.5,2.41597498
TCGA-2G-AAKM-01,2.5,2.463482419
TCGA-A7-A4SD-01,2.5,2.5368047
TCGA-50-5946-01,2.5,2.483098158
TCGA-AK-3453-01,2.5,2.5
TCGA-BT-A42F-01,2.5,2.50756574
TCGA-2G-AAM2-01,2.5,2.741269646
TCGA-BP-4337-01,2.5,2.593218093
TCGA-AX-A0IW-01,2.5,2.488238069
TCGA-OR-A5J9-01,2.5,2.487523156
TCGA-BR-A4J1-01,2.5,2.43487523
TCGA-CG-4472-01,2.5,2.39913694
TCGA-BR-7704-01,2.5,2.298389422
TCGA-EE-A3J7-06,2.5,2.260003516
TCGA-OR-A5LT-01,2.5,2.500259879
TCGA-60-2695-01,2.5,2.505400418
TCGA-XF-AAME-01,2.5,2.432394088
TCGA-SW-A7EB-01,2.5,2.639300635
TCGA-CD-8527-01,2.5,2.539464002
TCGA-61-2102-01,2.5,2.523552849
TCGA-ZF-AA4V-01,2.5,2.463366565
TCGA-2G-AAGG-01,2.5,2.359190796
TCGA-37-3792-01,2.5,2.532874698
TCGA-10-0933-01,2.5,2.487337355
TCGA-50-6595-01,2.5,2.407317031
TCGA-13-1488-01,2.5,2.490249347
TCGA-CR-7397-01,2.5,2.503607414
TCGA-XE-A8H1-01,2.5,2.580443767
TCGA-AR-A2LR-01,2.5,2.55696748
TCGA-04-1516-01,2.5,2.380806082
TCGA-21-1077-01,2.5,2.575966582
TCGA-28-5218-01,2.5,2.505490649
TCGA-AP-A05H-01,2.5,2.475934308
TCGA-DM-A28F-01,2.5,2.459019746
TCGA-GN-A265-01,2.5,2.492198375
TCGA-36-1575-01,2.5,2.663750884
TCGA-G4-6295-01,2.5,2.5
TCGA-BR-A4IU-01,2.5,2.515628787
TCGA-2G-AAGE-01,2.5,2.582823466
TCGA-JY-A6FE-01,2.5,2.457452296
TCGA-L5-A43E-01,3,3
TCGA-BH-A0AW-01,3,3.221580079
TCGA-62-A472-01,3,3.304805097
TCGA-CM-6164-01,3,3.238041328
TCGA-CV-7091-01,3,2.773495276
TCGA-XP-A8T6-01,3,2.676558355
TCGA-E7-A6MD-01,3,2.999660141
TCGA-NH-A8F7-01,3,3
TCGA-GN-A26D-01,3,3.267799403
TCGA-86-8054-01,3,2.756361883
TCGA-CI-6623-01,3,3.032448043
TCGA-KN-8428-01,3,2.991954749
TCGA-85-A4QR-01,3,3.017260658
TCGA-D3-A2JD-06,3,3
TCGA-24-1105-01,3,3.318368252
TCGA-VS-A9UD-01,3,3.332869823
TCGA-DD-AAC8-01,3,2.999039272
TCGA-CL-4957-01,3,2.917177655
TCGA-64-1679-01,3,3
TCGA-C8-A12L-01,3,3.434685577
TCGA-ZG-A9M4-01,3,3.372881592
TCGA-75-7027-01,3,3
TCGA-EE-A2A5-06,3,3
TCGA-UE-A6QU-01,3,2.880903728
TCGA-2G-AAHA-01,3,3.451826345
TCGA-JL-A3YW-01,3,2.868047608
TCGA-34-7107-01,3,3.314373611
TCGA-23-1116-01,3,3.115813699
TCGA-BR-4183-01,3,2.937044532
TCGA-77-8007-01,3,3.004193245
TCGA-EK-A2RN-01,3,3
TCGA-C5-A1ME-01,3,3
TCGA-C5-A1MN-01,3,3.483056181
TCGA-VS-A959-01,3,2.994942103
TCGA-AO-A03N-01,3,3.00243805
TCGA-85-8352-01,3,2.993216492
TCGA-EW-A6SA-01,3,3.387695786
TCGA-LN-A7HW-01,3,3.212464829
TCGA-EY-A3L3-01,3,3.1227338
TCGA-NQ-A638-01,3,2.998374993
TCGA-38-4625-01,3,3.007715329
TCGA-EW-A423-01,3,3.065566457
TCGA-B6-A408-01,3,3.289575203
TCGA-OR-A5LC-01,3,3.016129091
TCGA-BR-8369-01,3,3.394752976
TCGA-25-2393-01,3,2.890956844
TCGA-AO-A0JM-01,3,3.373133282
TCGA-13-2059-01,3,3.164079176
TCGA-20-1683-01,3,2.911538878
TCGA-AR-A255-01,3,2.747899091
TCGA-AH-6643-01,3,3
TCGA-EM-A3SY-01,3,3
TCGA-50-5944-01,3,3.266683103
TCGA-49-4487-01,3,3.122264859
TCGA-31-1950-01,3,2.983068983
TCGA-EE-A3JI-06,3,3.454787823
TCGA-75-5147-01,3,3
TCGA-GN-A8LK-06,3,3.411657079
TCGA-CN-4727-01,3,3.000648522
TCGA-CV-5440-01,3,3.272160355
TCGA-36-1571-01,3,2.999579634
TCGA-04-1337-01,3,3
TCGA-L9-A5IP-01,3,2.540010335
TCGA-FS-A1ZY-06,3,3.290550303
TCGA-EB-A5SH-01,3,3.177974068
TCGA-BL-A0C8-01,3,3.420944779
TCGA-85-8664-01,3,3.253490063
TCGA-DD-AACP-01,3,2.99688098
TCGA-CJ-4873-01,3,3
TCGA-E2-A14V-01,3,3
TCGA-4X-A9FD-01,3,2.869519483
TCGA-13-A5FU-01,3,2.98294402
TCGA-D5-6538-01,3,3.153460142
TCGA-BH-A202-01,3,3.354423822
TCGA-02-0055-01,3,3
TCGA-BR-8295-01,3,3.336661588
TCGA-ER-A19T-06,3,3.33474115
TCGA-D3-A2JD-01,3,3
TCGA-Q1-A6DT-01,3,2.851676153
TCGA-ED-A82E-01,3,3.312403981
TCGA-VR-A8EP-01,3,3.011698144
TCGA-85-8277-01,3,2.822444302
TCGA-N7-A4Y5-01,3,2.71113664
TCGA-AX-A1CA-01,3,3.105903026
TCGA-E7-A85H-01,3,3.160268923
TCGA-04-1349-01,3,2.999685445
TCGA-A1-A0SF-01,3,3
TCGA-2G-AAF6-01,3,2.859555122
TCGA-D1-A3DH-01,3,3.032617769
TCGA-41-2573-01,3,3
TCGA-ZF-AA51-01,3,2.848908098
TCGA-WQ-A9G7-01,3,3.20858339
TCGA-05-4417-01,3,2.882013153
TCGA-D5-6529-01,3,2.961170377
TCGA-TN-A7HJ-01,3,3.236299995
TCGA-AP-A5FX-01,3,3.01733139
TCGA-AG-4007-01,3,3.400233344
TCGA-E9-A1R6-01,3,3
TCGA-C8-A274-01,3,3
TCGA-QQ-A8VB-01,3,2.887788205
TCGA-55-8206-01,3,3
TCGA-D3-A8GD-06,3,2.955291751
TCGA-33-AASJ-01,3,3.000608275
TCGA-N5-A59F-01,3,2.530750447
TCGA-49-4507-01,3,2.599879594
TCGA-23-2643-01,3,2.565754826
TCGA-QS-A8F1-01,3,3.084873756
TCGA-EE-A3JH-01,3,2.959129504
TCGA-2H-A9GN-01,3,2.917579975
TCGA-BH-A0BP-01,3,2.873016248
TCGA-ER-A197-06,3,3.24798835
TCGA-XN-A8T3-01,3,3.018918853
TCGA-AC-A3W5-01,3,3.205788737
TCGA-A8-A08G-01,3,3.239286092
TCGA-KQ-A41Q-01,3,2.925234236
TCGA-AG-A026-01,3,2.994898313
TCGA-AG-A02G-01,3,2.993687994
TCGA-G4-6297-01,3,2.975519771
TCGA-AZ-6607-01,3,3.250448416
TCGA-C5-A8YR-01,3,2.999283287
TCGA-EE-A2GB-01,3,3.105642665
TCGA-E6-A1LZ-01,3,3.378889442
TCGA-69-7760-01,3,2.996377749
TCGA-CZ-5456-01,3,3
TCGA-W3-A825-06,3,2.999166824
TCGA-06-0210-02,3,3.037736654
TCGA-39-5028-01,3,3.296844796
TCGA-DY-A1DG-01,3,2.939626955
TCGA-R3-A69X-01,3,3.281665101
TCGA-28-1750-01,3,2.983981231
TCGA-DD-AAE0-01,3,3.083865349
TCGA-61-2614-01,3,3.413464901
TCGA-AA-3695-01,3,2.999929249
TCGA-NH-A8F7-06,3,3.250243903
TCGA-BA-5149-01,3,3
TCGA-N9-A4Q1-01,3,2.936344134
TCGA-CM-5860-01,3,3.003306322
TCGA-EE-A2A5-01,3,3
TCGA-BR-4367-01,3,3
TCGA-CV-7255-01,3,3.323397648
TCGA-RD-A8MW-01,3,2.948813609
TCGA-IA-A40Y-01,3,2.813153588
TCGA-K4-A3WV-01,3,3.051852366
TCGA-E2-A150-01,3,2.980738936
TCGA-DX-A8BM-01,3,3.07891958
TCGA-2L-AAQM-01,3,2.981810655
TCGA-QT-A69Q-01,3,2.969618145
TCGA-AG-3999-01,3,3
TCGA-43-A474-01,3,2.930779349
TCGA-AA-3856-01,3,3
TCGA-FS-A4F5-06,3,3.056611164
TCGA-24-1558-01,3,3.290668837
TCGA-DC-6156-01,3,3
TCGA-05-4402-01,3,3.040993654
TCGA-DD-AACI-01,3,3.010545914
TCGA-94-A5I4-01,3,3.057971815
TCGA-D8-A1XZ-01,3,3.268121133
TCGA-BI-A0VS-01,3,3.064405788
TCGA-EI-7002-01,3,2.955085981
TCGA-EE-A3JB-01,3,3
TCGA-IG-A3YB-01,3,2.989148292
TCGA-VQ-A94T-01,3,2.999615843
TCGA-4Z-AA7R-01,3,3.012214182
TCGA-AX-A3FZ-01,3,3
TCGA-CQ-6229-01,3,3
TCGA-ZH-A8Y2-01,3,3.094579561
TCGA-ZF-A9R4-01,3,3.334948059
TCGA-FR-A44A-01,3,3.217246503
TCGA-N5-A4RT-01,3,3.018333531
TCGA-FS-A1ZC-01,3,3
TCGA-78-7535-01,3,2.657551469
TCGA-T3-A92M-01,3,2.964556379
TCGA-DM-A1D8-01,3,2.999381913
TCGA-AY-6196-01,3,2.865202996
TCGA-AG-4015-01,3,2.942530184
TCGA-B6-A1KC-01,3,3.216866486
TCGA-AA-3521-01,3,3
TCGA-97-8179-01,3,2.880417912
TCGA-55-8092-01,3,2.999240137
TCGA-HZ-A9TJ-06,3,3
TCGA-A7-A4SF-01,3,2.742016064
TCGA-IF-A4AJ-01,3,2.584156414
TCGA-BP-4176-01,3,3
TCGA-2G-AAHL-01,3,3
TCGA-63-A5MS-01,3,3.10157135
TCGA-29-2428-01,3,3.055629127
TCGA-4K-AA1G-01,3,2.940549676
TCGA-69-8255-01,3,3.088317815
TCGA-YU-AA4L-01,3,2.896718976
TCGA-73-4662-01,3,2.721831303
TCGA-ZP-A9D1-01,3,2.999592799
TCGA-CZ-4858-01,3,3
TCGA-D8-A1Y1-01,3,3
TCGA-OR-A5LS-01,3,3.027623041
TCGA-C5-A8YQ-01,3,2.999577718
TCGA-36-2533-01,3,3.488798696
TCGA-XF-A9SY-01,3,2.746385914
TCGA-X6-A7W8-01,3,2.573659861
TCGA-ZF-AA5H-01,3,2.874446372
TCGA-2G-AAHG-01,3,3
TCGA-55-1596-01,3,3.377966842
TCGA-55-7815-01,3,3.134369043
TCGA-BT-A20R-01,3,3
TCGA-DK-A2I1-01,3,3
TCGA-DK-A3IS-01,3,3.331921865
TCGA-CR-7383-01,3,3.06830395
TCGA-PC-A5DL-01,3,3.184878768
TCGA-CD-8528-01,3,3.053337561
TCGA-24-2281-01,3,3.382438978
TCGA-GN-A266-01,3,3.015828741
TCGA-CJ-5671-01,3,3
TCGA-BP-5173-01,3,3
TCGA-49-4510-01,3,3.32274474
TCGA-CJ-4901-01,3,3
TCGA-BH-A0E6-01,3,2.99220985
TCGA-P3-A6T3-01,3,3.372734143
TCGA-CN-4725-01,3,3.236205855
TCGA-CM-6676-01,3,3
TCGA-CR-6484-01,3,2.863920538
TCGA-CM-4752-01,3,3
TCGA-EE-A17Y-01,3,3.213975352
TCGA-UD-AAC5-01,3,2.999575512
TCGA-66-2754-01,3,2.887011141
TCGA-KB-A6F5-01,3,3.024119176
TCGA-55-7913-01,3,3
TCGA-EE-A2GP-06,3,3
TCGA-G4-6317-02,3,3.051592608
TCGA-AA-3552-01,3,3.286906956
TCGA-09-0366-01,3,3
TCGA-D8-A1X5-01,3,3.012806722
TCGA-A3-3372-01,3,3
TCGA-QR-A706-01,3,2.535640464
TCGA-AG-A01N-01,3,3.232374514
TCGA-YL-A8HM-01,3,2.894878556
TCGA-E2-A1B0-01,3,2.866528461
TCGA-49-6742-01,3,3.231121633
TCGA-21-1079-01,3,3.426608342
TCGA-CC-A5UD-01,3,2.616051701
TCGA-HD-A6HZ-01,3,2.979305184
TCGA-A1-A0SJ-01,3,3.116081172
TCGA-FJ-A3Z7-01,3,3.458939433
TCGA-22-4591-01,3,3.257341101
TCGA-QK-A8Z9-01,3,2.900358633
TCGA-BH-A0HY-01,3,3.23208208
TCGA-EK-A2RA-01,3,3
TCGA-CM-4744-01,3,3
TCGA-DU-A6S8-01,3,3
TCGA-55-A494-01,3,3.000714028
TCGA-N6-A4VC-01,3,2.569978082
TCGA-ER-A2ND-06,3,3
TCGA-XF-A9SG-01,3,3.179937937
TCGA-XU-A936-01,3,3.005640778
TCGA-18-3410-01,3,3.128678377
TCGA-CF-A3MG-01,3,3
TCGA-C8-A130-01,3,3.18779782
TCGA-BF-AAP4-01,3,3.007229624
TCGA-13-2065-01,3,2.910865257
TCGA-HU-A4G6-01,3,3.000575124
TCGA-C8-A1HK-01,3,3.391222762
TCGA-44-A4SS-01,3,3.170226235
TCGA-75-6206-01,3,3
TCGA-ZF-A9R2-01,3,3
TCGA-3A-A9J0-01,3,3.006449417
TCGA-25-1319-01,3,3.358615596
TCGA-HF-7136-01,3,3.008607777
TCGA-DH-A669-02,3,3
TCGA-DY-A1DF-01,3,2.999723157
TCGA-EB-A6L9-06,3,2.812562296
TCGA-A7-A0DA-01,3,2.694411079
TCGA-85-8049-01,3,2.83185769
TCGA-BR-8483-01,3,2.99164641
TCGA-G3-A5SM-01,3,3
TCGA-GN-A26A-01,3,3
TCGA-13-1484-01,3,2.639791782
TCGA-IG-A51D-01,3,3.000248192
TCGA-CV-5444-01,3,3
TCGA-VQ-AA6I-01,3,2.996092533
TCGA-29-1763-01,3,2.811761762
TCGA-A6-6142-01,3,3
TCGA-55-6712-01,3,3.136529669
TCGA-04-1649-01,3,2.687467125
TCGA-C5-A1M6-01,3,2.641397173
TCGA-ZF-AA54-01,3,3.029953162
TCGA-L5-A8NE-01,3,3.464082394
TCGA-CV-7090-01,3,3
TCGA-AG-A01W-01,3,2.996159671
TCGA-13-0901-01,3,3.178982544
TCGA-22-5481-01,3,2.999863395
TCGA-VT-A80G-01,3,2.821145854
TCGA-CV-7416-01,3,2.564623717
TCGA-CN-4730-01,3,3
TCGA-95-A4VN-01,3,3.017517321
TCGA-GN-A264-06,3,2.994245976
TCGA-OR-A5JE-01,3,3.214595052
TCGA-60-2723-01,3,2.687162034
TCGA-D3-A2JP-01,3,3.070352798
TCGA-MP-A4T8-01,3,3
TCGA-FD-A3B6-01,3,3.289816768
TCGA-55-8205-01,3,3
TCGA-A2-A0YE-01,3,2.81405317
TCGA-EW-A1P4-01,3,3.216467187
TCGA-CN-6018-01,3,2.811697978
TCGA-24-1564-01,3,2.859659423
TCGA-61-1915-01,3,3.364321262
TCGA-AG-A02X-01,3,2.981259675
TCGA-CC-A7IL-01,3,3
TCGA-GN-A266-06,3,3
TCGA-49-AARQ-01,3,3
TCGA-13-1496-01,3,3.015754723
TCGA-57-1583-01,3,3.092418621
TCGA-D3-A2JN-01,3,3.297426803
TCGA-N5-A4RV-01,3,3.245156306
TCGA-A2-A0CU-01,3,3
TCGA-AF-3400-01,3,3
TCGA-Z6-A8JD-01,3,3.011239058
TCGA-CA-5797-01,3,2.928512789
TCGA-CF-A1HS-01,3,3
TCGA-CV-7437-01,3,2.558906548
TCGA-22-4599-01,3,3
TCGA-A8-A09A-01,3,3.270433755
TCGA-B8-5551-01,3,3
TCGA-ND-A4WF-01,3,2.853642939
TCGA-AR-A0TW-01,3,3.190903609
TCGA-MA-AA3X-01,3,3
TCGA-E2-A14T-01,3,3.052333297
TCGA-C8-A26Z-01,3,3.029214833
TCGA-L5-A43J-01,3,3.363521225
TCGA-85-8351-01,3,3
TCGA-SG-A6Z4-01,3,3.008870373
TCGA-EE-A2GO-06,3,3
TCGA-2G-AAFL-01,3,2.638718097
TCGA-61-2098-01,3,3.428088084
TCGA-33-4582-01,3,2.834575706
TCGA-E2-A56Z-01,3,3.337687209
TCGA-N8-A4PP-01,3,2.7199298
TCGA-N5-A4RO-01,3,2.624748722
TCGA-B6-A0RO-01,3,3
TCGA-DD-AADF-01,3,3.058742551
TCGA-XE-AAOD-01,3,3
TCGA-DK-AA71-01,3,3.003112409
TCGA-QK-A6IJ-01,3,3
TCGA-FD-A62S-01,3,2.793944639
TCGA-EE-A2GI-06,3,3
TCGA-B1-7332-01,3,3
TCGA-DM-A288-01,3,3
TCGA-O2-A52W-01,3,3.126500129
TCGA-OR-A5LN-01,3,3
TCGA-A8-A08J-01,3,2.999312427
TCGA-2G-AAL7-01,3,2.945004867
TCGA-19-A6J4-01,3,3.009960379
TCGA-X6-A8C4-01,3,2.638538488
TCGA-43-8118-01,3,3.105070322
TCGA-BR-8690-01,3,2.975035769
TCGA-24-1417-01,3,2.921539259
TCGA-DJ-A2PV-01,3,3
TCGA-FR-A44A-06,3,3.229972209
TCGA-CN-6024-01,3,2.901913835
TCGA-HZ-A9TJ-01,3,3.287282304
TCGA-19-4065-01,3,3
TCGA-E9-A1NF-01,3,3.418862182
TCGA-EE-A29P-01,3,3
TCGA-CV-6962-01,3,3.022944707
TCGA-A6-3810-01,3,2.95027538
TCGA-IN-8663-01,3,2.996920935
TCGA-2H-A9GI-01,3,2.575500743
TCGA-CV-A6JM-01,3,2.567482142
TCGA-NJ-A4YF-01,3,2.88000383
TCGA-BH-A0GY-01,3,3.342783919
TCGA-S6-A8JX-01,3,2.999696878
TCGA-BH-A0BA-01,3,3.018505612
TCGA-D5-6922-01,3,3
TCGA-10-0936-01,3,3.277521184
TCGA-F7-A50G-01,3,2.744716603
TCGA-KU-A66T-01,3,2.889550851
TCGA-VQ-A91A-01,3,2.908523774
TCGA-FR-A8YC-06,3,3
TCGA-D7-5579-01,3,2.895791812
TCGA-AA-3851-01,3,3.000670544
TCGA-DQ-5629-01,3,3.111702108
TCGA-DA-A1I7-06,3,3.051128419
TCGA-AA-3542-01,3,3
TCGA-A2-A0EV-01,3,3.014054409
TCGA-62-A470-01,3,2.999384727
TCGA-D3-A2JP-06,3,3.070352798
TCGA-LN-A5U7-01,3,3.409720957
TCGA-DG-A2KH-01,3,3.168475775
TCGA-50-6590-01,3,2.865347176
TCGA-MX-A663-01,3,2.661544522
TCGA-44-2662-01,3,3.129311854
TCGA-OL-A5RW-01,3,3.445860778
TCGA-CD-5799-01,3,3.031879794
TCGA-IG-A8O2-01,3,3.08590206
TCGA-66-2785-01,3,2.985626505
TCGA-LN-A49S-01,3,2.739093324
TCGA-DX-A8BK-01,3,3.17436768
TCGA-ZF-A9RD-01,3,3.069217194
TCGA-33-6737-01,3,2.998788908
TCGA-AA-3968-01,3,2.781362337
TCGA-B0-4844-01,3,3
TCGA-EW-A6SB-01,3,3.061148968
TCGA-AA-3867-01,3,3.127211153
TCGA-FD-A43P-01,3,3.257691142
TCGA-M8-A5N4-01,3,3.18280068
TCGA-4Z-AA7Q-01,3,3
TCGA-BG-A3PP-01,3,3.264588276
TCGA-Z6-A8JE-01,3,2.518261945
TCGA-63-A5MB-01,3,2.8374141
TCGA-N8-A4PN-01,3,3.11140615
TCGA-20-1684-01,3,2.739430261
TCGA-13-0760-01,3,2.656152576
TCGA-GU-A764-01,3,2.519247233
TCGA-UL-AAZ6-01,3,3.346206876
TCGA-W5-AA2X-01,3,3.066846106
TCGA-GV-A3JV-01,3,3.0006371
TCGA-91-6840-01,3,2.719062602
TCGA-Q1-A5R2-01,3,3
TCGA-DI-A1NN-01,3,3.3480229
TCGA-63-A5MW-01,3,3.167795025
TCGA-CV-7101-01,3,3
TCGA-EE-A2MU-01,3,2.781707947
TCGA-55-8096-01,3,2.596119404
TCGA-CG-5727-01,3,3
TCGA-35-4122-01,3,3
TCGA-IQ-A6SH-01,3,2.690298569
TCGA-69-7763-01,3,2.957960307
TCGA-OR-A5JC-01,3,2.778527783
TCGA-B6-A3ZX-01,3,3.185223884
TCGA-EE-A3AE-06,3,3.009807098
TCGA-E2-A15M-01,3,3.086702899
TCGA-05-4432-01,3,3.144683741
TCGA-2G-AALQ-01,3,2.861071634
TCGA-AJ-A23N-01,3,3.039520045
TCGA-E9-A1RG-01,3,2.523234331
TCGA-DX-A7EM-01,3,2.999479348
TCGA-EE-A29T-06,3,3
TCGA-BR-8687-01,3,2.536276698
TCGA-AA-3976-01,3,3
TCGA-AO-A12D-01,3,3.039514628
TCGA-SN-A84W-01,3,2.795566869
TCGA-30-1887-01,3,3
TCGA-CZ-4860-01,3,3
TCGA-98-8020-01,3,3.032522625
TCGA-D3-A3C1-06,3,3.238069059
TCGA-A5-A3LP-01,3,3.230370781
TCGA-A6-2680-01,3,3
TCGA-EE-A2GP-01,3,3
TCGA-4Z-AA81-01,3,3.414966613
TCGA-13-1489-01,3,3.160323211
TCGA-53-7813-01,3,3.373236652
TCGA-A2-A0D4-01,3,3.468319132
TCGA-02-0086-01,3,2.999332852
TCGA-AO-A0J9-01,3,3
TCGA-VT-A80J-02,3,2.778483403
TCGA-PG-A915-01,3,3.456098605
TCGA-2G-AAGC-01,3,3
TCGA-13-0919-01,3,3.163651852
TCGA-XY-A8S3-01,3,2.972557372
TCGA-AX-A2H2-01,3,2.963063727
TCGA-DX-A8BL-01,3,3.394673645
TCGA-EE-A2MS-01,3,2.849983174
TCGA-AC-A2QJ-01,3,2.86190564
TCGA-VR-A8EZ-01,3,3.074304457
TCGA-MP-A4TE-01,3,2.999429734
TCGA-21-1081-01,3,2.72313946
TCGA-DX-A6YX-01,3,2.999633406
TCGA-AH-6897-01,3,3
TCGA-ED-A459-01,3,3.413122937
TCGA-AJ-A23M-01,3,3.277979536
TCGA-LN-A49L-01,3,2.597881676
TCGA-X6-A8C2-01,3,2.944577488
TCGA-55-A4DF-01,3,3.151281357
TCGA-44-6775-01,3,3.040136907
TCGA-N5-A4RJ-01,3,3.011245702
TCGA-B0-5102-01,3,3
TCGA-BS-A0U9-01,3,3.290140703
TCGA-L5-A43I-01,3,2.995265912
TCGA-FB-A545-01,3,3.001330055
TCGA-BH-A208-01,3,3
TCGA-02-0069-01,3,3.105595897
TCGA-EA-A5O9-01,3,2.687276699
TCGA-85-6175-01,3,2.726194348
TCGA-55-8510-01,3,2.637637638
TCGA-BK-A139-02,3,2.812398174
TCGA-XR-A8TF-01,3,2.999154801
TCGA-NK-A5CR-01,3,3.429859605
TCGA-DD-AACU-01,3,3.428995525
TCGA-A2-A3XX-01,3,2.977122733
TCGA-A8-A092-01,3,3.174961802
TCGA-EO-A3KU-01,3,3.075953211
TCGA-E2-A1LG-01,3,3
TCGA-FP-8631-01,3,2.926699862
TCGA-85-A4JB-01,3,3.428809234
TCGA-2G-AAG9-01,3,2.881020342
TCGA-KQ-A41P-01,3,2.778848683
TCGA-AY-A54L-01,3,3.029939038
TCGA-DX-A3M2-01,3,3.402530441
TCGA-33-4586-01,3,2.997828316
TCGA-N8-A56S-01,3,3.429147127
TCGA-VQ-A91U-01,3,3.207841371
TCGA-OL-A5S0-01,3,2.537165394
TCGA-29-1770-01,3,2.698324011
TCGA-97-8177-01,3,3.08314325
TCGA-ER-A19B-01,3,3
TCGA-EK-A2PK-01,3,3
TCGA-WE-A8ZQ-06,3,3.000770498
TCGA-L5-A88V-01,3,3.142795126
TCGA-BH-A0DD-01,3,3
TCGA-BC-A10R-01,3,3.031841954
TCGA-69-7973-01,3,3.432528762
TCGA-E2-A1IH-01,3,3.233719467
TCGA-2G-AAFY-01,3,3
TCGA-HU-A4H5-01,3,3.383142561
TCGA-QK-A6VC-01,3,3.08403095
TCGA-50-5051-01,3,2.998002281
TCGA-CQ-7067-01,3,2.841572374
TCGA-06-1086-01,3,3
TCGA-BH-A1EW-01,3,3.112740779
TCGA-AN-A0AJ-01,3,3.105295005
TCGA-14-1454-01,3,3
TCGA-AH-6544-01,3,2.766558685
TCGA-DK-A3X2-01,3,3.08641025
TCGA-GF-A4EO-06,3,3.102192142
TCGA-73-7499-01,3,3
TCGA-BA-A8YP-01,3,3.229926711
TCGA-55-1594-01,3,3.148167697
TCGA-78-7536-01,3,2.856525083
